idVia;nombreOriginal;numeroExpediente;fecha;hora;nombreVia;portal;distrito;tipoAccidente;meteorologia;tipoVehiculo;tipoPersonaAfectada;typicalAgeRange;gender;lesividad;esCruce;tipoVia;palabrasClave;municipio
365400;CALL. HORTALEZA;2019S017125;24/03/2019;21:45; CALLE HORTALEZA;100;CENTRO;Alcance;;Bicicleta;Conductor;25-29;Male;;0;Calle;HORTALEZA;Madrid
365400;CALL. HORTALEZA;2019S017125;24/03/2019;21:45; CALLE HORTALEZA;100;CENTRO;Alcance;;Bicicleta;Conductor;25-29;Female;;0;Calle;HORTALEZA;Madrid
874;CALL. RETAMA / CALL. ACANTO;2019S017287;24/03/2019;12:30;CALLE RETAMA;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;35-39;Female;07;2;Calle;RETAMA;Madrid
873;CALL. RETAMA / CALL. ACANTO;2019S017287;24/03/2019;12:30;CALLE ACANTO;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;35-39;Female;07;2;Calle;ACANTO;Madrid
114600;CALL. BRAVO MURILLO;2019S016996;24/03/2019;2:00; CALLE BRAVO MURILLO;120;TETUÁN;Caída;Despejado;Bicicleta;Conductor;25-29;Male;14;0;Calle;BRAVO MURILLO;Madrid
365400;CALL. HORTALEZA;2019S017942;25/03/2019;22:45; CALLE HORTALEZA;18;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;21-24;Male;02;0;Calle;HORTALEZA;Madrid
365400;CALL. HORTALEZA;2019S017942;25/03/2019;22:45; CALLE HORTALEZA;18;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;40-44;Female;02;0;Calle;HORTALEZA;Madrid
2794;CALL. PORTOMARIN;2019S017198;25/03/2019;12:00; CALLE PORTOMARIN;11;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;15-17;Male;05;0;Calle;PORTOMARIN;Madrid
19400;CALL. ALCANTARA;2019S033688;25/03/2019;10:10; CALLE ALCANTARA;46;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;25-29;Male;;0;Calle;ALCANTARA;Madrid
395300;CALL. JOAQUIN COSTA, FRENTE Nº 6;2019S017304;26/03/2019;19:10; CALLE JOAQUIN COSTA;-;CHAMARTÍN;Otro;Despejado;Bicicleta;Conductor;45-49;Male;07;0;Calle;JOAQUIN COSTA;Madrid
458200;CALL. MANCHA;2019S017391;26/03/2019;18:55; CALLE MANCHA;4;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;45-49;Male;07;0;Calle;MANCHA;Madrid
168600;PLAZA. CIBELES / CALL. ALCALA;2019S017272;26/03/2019;13:20;PLAZA CIBELES;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;35-39;Male;07;2;Plaza;CIBELES;Madrid
18900;PLAZA. CIBELES / CALL. ALCALA;2019S017272;26/03/2019;13:20;CALLE ALCALA;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;35-39;Male;07;2;Calle;ALCALA;Madrid
264800;PLAZA. EMPERADOR CARLOS V / CALL. SANTA ISABEL;2019S017367;27/03/2019;22:25;PLAZA EMPERADOR CARLOS V;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;25-29;Male;01;2;Plaza;EMPERADOR CARLOS V;Madrid
695900;PLAZA. EMPERADOR CARLOS V / CALL. SANTA ISABEL;2019S017367;27/03/2019;22:25;CALLE SANTA ISABEL;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;25-29;Male;01;2;Calle;SANTA ISABEL;Madrid
74800;CALL. ARROYO FONTARRON;2019S017434;27/03/2019;13:10; CALLE ARROYO FONTARRON;483;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;35-39;Male;07;0;Calle;ARROYO FONTARRON;Madrid
669050;AVDA. GRAN VIA DE SAN FRANCISCO;2019S017393;28/03/2019;14:45; AVENIDA GRAN VIA DE SAN FRANCISCO;4;CENTRO;Alcance;Despejado;Bicicleta;Conductor;40-44;Male;07;0;Avenida;GRAN VIA SAN FRANCISCO;Madrid
293500;CALL. FERNANDEZ DE LOS RIOS;2019S017448;28/03/2019;10:55; CALLE FERNANDEZ DE LOS RIOS;33;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;40-44;Male;07;0;Calle;FERNANDEZ RIOS;Madrid
627450;AVDA. RAFAELA YBARRA;2019S017589;29/03/2019;20:50; AVENIDA RAFAELA YBARRA;73;USERA;Colisión lateral;;Bicicleta;Conductor;50-54;Male;;0;Avenida;RAFAELA YBARRA;Madrid
510400;AVDA. MIRAFLORES;2019S017586;29/03/2019;17:50; AVENIDA MIRAFLORES;48;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;50-54;Male;02;0;Avenida;MIRAFLORES;Madrid
550500;CALL. ORENSE;2019S017501;29/03/2019;17:15; CALLE ORENSE;15;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;35-39;Male;07;0;Calle;ORENSE;Madrid
31001739;AVDA. SECUNDINO ZUAZO / CALL. CESAR CORT BOTI;2019S017608;30/03/2019;19:50;AVENIDA SECUNDINO ZUAZO;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;55-59;Male;03;2;Avenida;SECUNDINO ZUAZO;Madrid
31001753;AVDA. SECUNDINO ZUAZO / CALL. CESAR CORT BOTI;2019S017608;30/03/2019;19:50;CALLE CESAR CORT BOTI;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;55-59;Male;03;2;Calle;CESAR CORT BOTI;Madrid
412100;CALL. JUAN DUQUE / CALL. MORENO NIETO;2019S017644;30/03/2019;13:35;CALLE JUAN DUQUE;-;ARGANZUELA;Colisión lateral;Despejado;Bicicleta;Conductor;70-74;Male;07;2;Calle;JUAN DUQUE;Madrid
523200;CALL. JUAN DUQUE / CALL. MORENO NIETO;2019S017644;30/03/2019;13:35;CALLE MORENO NIETO;-;ARGANZUELA;Colisión lateral;Despejado;Bicicleta;Conductor;70-74;Male;07;2;Calle;MORENO NIETO;Madrid
2341;GTA. ERMITA DE LA VIRGEN DE LA SOLEDAD;2019S017566;30/03/2019;10:15; GLORIETA ERMITA DE LA VIRGEN DE LA SOLEDAD;0;BARAJAS;Alcance;Despejado;Bicicleta;Conductor;45-49;Male;02;0;Glorieta;ERMITA VIRGEN SOLEDAD;Madrid
506650;AVDA. MIGUEL HERNANDEZ / CALL. LEON FELIPE;2019S018985;30/03/2019;9:20;AVENIDA MIGUEL HERNANDEZ;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;35-39;Male;06;2;Avenida;MIGUEL HERNANDEZ;Madrid
435410;AVDA. MIGUEL HERNANDEZ / CALL. LEON FELIPE;2019S018985;30/03/2019;9:20;CALLE LEON FELIPE;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;35-39;Male;06;2;Calle;LEON FELIPE;Madrid
153600;PASEO. CASTELLANA;2019S017718;31/03/2019;12:15; PASEO CASTELLANA;16;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;15-17;Male;07;0;Paseo;CASTELLANA;Madrid
234700;PASEO. DELICIAS;2019S018907;01/04/2019;22:44; PASEO DELICIAS;32;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;25-29;Male;;0;Paseo;DELICIAS;Madrid
-1;JUNTO A HUERTA DE LA PARTIDA;2019S017848;01/04/2019;18:00; JUNTO A HUERTA DE LA PARTIDA;-;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;50-54;Male;14;0;;HUERTA PARTIDA;Madrid
743800;RONDA. TOLEDO;2019S017836;01/04/2019;16:03; RONDA TOLEDO;10;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;40-44;Male;01;0;Ronda;TOLEDO;Madrid
18900;CALL. ALCALA;2019S017764;01/04/2019;15:23; CALLE ALCALA;91;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;21-24;Male;07;0;Calle;ALCALA;Madrid
-1;AUTOV. M-607, +01500S;2019S017873;02/04/2019;13:50; AUTOVIA  ;-;FUENCARRAL-EL PARDO;Colisión frontal;Nublado;Bicicleta;Conductor;21-24;Male;06;0;Autovia; ;Madrid
-1;AUTOV. M-607, +01500S;2019S017873;02/04/2019;13:50; AUTOVIA  ;-;FUENCARRAL-EL PARDO;Colisión frontal;Nublado;Bicicleta;Conductor;45-49;Male;06;0;Autovia; ;Madrid
-1;IDB. PARQUE LINEAL DEL MANZANARES;2019S018185;03/04/2019;16:44; IDB. PARQUE LINEAL DEL MANZANARES;0;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;40-44;Male;02;0;;PARQUE LINEAL MANZANARES;Madrid
241950;AVDA. DOCTOR GARCIA TAPIA;2019S017988;03/04/2019;14:40; AVENIDA DOCTOR GARCIA TAPIA; 157A;MORATALAZ;Alcance;Despejado;Bicicleta;Conductor;60-64;Male;;0;Avenida;DOCTOR GARCIA TAPIA;Madrid
342950;CALL. GRAN VIA / METRO. PLAZA DE ESPAÑA;2019S018020;04/04/2019;21:40;CALLE GRAN VIA;-;CENTRO;Alcance;;Bicicleta;Conductor;25-29;Male;;2;Calle;GRAN VIA;Madrid
-1;CALL. GRAN VIA / METRO. PLAZA DE ESPAÑA;2019S018020;04/04/2019;21:40;METRO PLAZA DE ESPAÑA;-;CENTRO;Alcance;;Bicicleta;Conductor;25-29;Male;;2;;METRO PLAZA ESPAÑA;Madrid
73300;CALL. ARRIAGA / CALL. FERNANDO GABRIEL;2019S018298;05/04/2019;10:30;CALLE ARRIAGA;-;CIUDAD LINEAL;Colisión lateral;Lluvia débil;Bicicleta;Conductor;35-39;Female;02;2;Calle;ARRIAGA;Madrid
294200;CALL. ARRIAGA / CALL. FERNANDO GABRIEL;2019S018298;05/04/2019;10:30;CALLE FERNANDO GABRIEL;-;CIUDAD LINEAL;Colisión lateral;Lluvia débil;Bicicleta;Conductor;35-39;Female;02;2;Calle;FERNANDO GABRIEL;Madrid
506000;CALL. MIGUEL ARREDONDO / CALL. ALONSO CARBONELL;2019S018249;06/04/2019;21:25;CALLE MIGUEL ARREDONDO;-;ARGANZUELA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;25-29;Male;01;2;Calle;MIGUEL ARREDONDO;Madrid
34800;CALL. MIGUEL ARREDONDO / CALL. ALONSO CARBONELL;2019S018249;06/04/2019;21:25;CALLE ALONSO CARBONELL;-;ARGANZUELA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;25-29;Male;01;2;Calle;ALONSO CARBONELL;Madrid
782700;CALL. VICTORIA;2019S018366;06/04/2019;20:15; CALLE VICTORIA;4;CENTRO;Caída;Lluvia débil;Bicicleta;Conductor;25-29;Female;02;0;Calle;VICTORIA;Madrid
365400;CALL. HORTALEZA;2019S018235;07/04/2019;9:48; CALLE HORTALEZA;17;CENTRO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;18-20;Male;07;0;Calle;HORTALEZA;Madrid
31000309;CALL. DOBLA / AVDA. POBLADOS;2019S018345;08/04/2019;15:15;CALLE DOBLA;-;CARABANCHEL;Colisión lateral;Despejado;Bicicleta;Conductor;15-17;Male;07;2;Calle;DOBLA;Madrid
600400;CALL. DOBLA / AVDA. POBLADOS;2019S018345;08/04/2019;15:15;AVENIDA POBLADOS;-;CARABANCHEL;Colisión lateral;Despejado;Bicicleta;Conductor;15-17;Male;07;2;Avenida;POBLADOS;Madrid
468400;AVDA. MANZANARES;2019S018545;08/04/2019;12:20; AVENIDA MANZANARES;200;USERA;Atropello a persona;Nublado;Bicicleta;Conductor;60-64;Male;07;0;Avenida;MANZANARES;Madrid
468400;AVDA. MANZANARES;2019S018545;08/04/2019;12:20; AVENIDA MANZANARES;200;USERA;Atropello a persona;Nublado;Bicicleta;Peatón;0-5;Male;07;0;Avenida;MANZANARES;Madrid
246000;CALL. DOLORES BARRANCO / CALL. JUSTA GARCIA;2019S018498;08/04/2019;10:55;CALLE DOLORES BARRANCO;-;USERA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;10-14;Male;07;2;Calle;DOLORES BARRANCO;Madrid
425800;CALL. DOLORES BARRANCO / CALL. JUSTA GARCIA;2019S018498;08/04/2019;10:55;CALLE JUSTA GARCIA;-;USERA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;10-14;Male;07;2;Calle;JUSTA GARCIA;Madrid
285000;CALL. EXPLANADA / CALL. PEDRO JUSTO DORADO DELLMANS;2019S018787;08/04/2019;8:55;CALLE EXPLANADA;-;MONCLOA-ARAVACA;Alcance;Lluvia débil;Bicicleta;Conductor;35-39;Male;07;2;Calle;EXPLANADA;Madrid
426250;CALL. EXPLANADA / CALL. PEDRO JUSTO DORADO DELLMANS;2019S018787;08/04/2019;8:55;CALLE PEDRO JUSTO DORADO DELLMANS;-;MONCLOA-ARAVACA;Alcance;Lluvia débil;Bicicleta;Conductor;35-39;Male;07;2;Calle;PEDRO JUSTO DORADO DELLMANS;Madrid
633005;PASEO. RECOLETOS / CALL. GENOVA;2019S018461;09/04/2019;13:05;PASEO RECOLETOS;-;CENTRO;Otro;Nublado;Bicicleta;Conductor;30-34;Male;07;2;Paseo;RECOLETOS;Madrid
334800;PASEO. RECOLETOS / CALL. GENOVA;2019S018461;09/04/2019;13:05;CALLE GENOVA;-;CENTRO;Otro;Nublado;Bicicleta;Conductor;30-34;Male;07;2;Calle;GENOVA;Madrid
18900;CALL. ALCALA;2019S018517;10/04/2019;17:20; CALLE ALCALA;42;CENTRO;Caída;Despejado;Bicicleta;Conductor;45-49;Female;02;0;Calle;ALCALA;Madrid
905003;PASEO. FERNAN NUÑEZ;2019S018494;10/04/2019;8:35; PASEO FERNAN NUÑEZ;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;65-69;Male;14;0;Paseo;FERNAN NUÑEZ;Madrid
905003;PASEO. FERNAN NUÑEZ;2019S018494;10/04/2019;8:35; PASEO FERNAN NUÑEZ;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;70-74;Female;07;0;Paseo;FERNAN NUÑEZ;Madrid
778910;AVENIDA CANILLEJAS A VICÁLVARO CON GLORIETA M-40;2019S018483;10/04/2019;8:00;AVENIDA CANILLEJAS A VICÁLVARO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;45-49;Male;06;2;Avenida;CANILLEJAS VICÁLVARO;Madrid
-1;AVENIDA CANILLEJAS A VICÁLVARO CON GLORIETA M-40;2019S018483;10/04/2019;8:00;GLORIETA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;45-49;Male;06;2;Glorieta; ;Madrid
444200;CALL. LUCHANA;2019S018656;11/04/2019;16:00; CALLE LUCHANA;34;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;15-17;Male;06;0;Calle;LUCHANA;Madrid
334200;CALL. SAN GERMAN / CALL. POETA JOAN MARAGALL;2019S018552;11/04/2019;9:00;CALLE SAN GERMAN;-;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;30-34;Male;01;2;Calle;SAN GERMAN;Madrid
137400;CALL. SAN GERMAN / CALL. POETA JOAN MARAGALL;2019S018552;11/04/2019;9:00;CALLE POETA JOAN MARAGALL;-;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;30-34;Male;01;2;Calle;POETA JOAN MARAGALL;Madrid
285200;PASEO. EXTREMADURA;2019S019332;12/04/2019;18:30; PASEO EXTREMADURA;153;LATINA;Caída;Despejado;Bicicleta;Conductor;50-54;Male;07;0;Paseo;EXTREMADURA;Madrid
93200;CALL. BARCO;2019S018655;12/04/2019;14:15; CALLE BARCO;32;CENTRO;Caída;Despejado;Bicicleta;Conductor;25-29;Male;02;0;Calle;BARCO;Madrid
93200;CALL. BARCO;2019S018655;12/04/2019;14:15; CALLE BARCO;32;CENTRO;Caída;Despejado;Bicicleta;Peatón;;Male;14;0;Calle;BARCO;Madrid
137400;CALL. POETA JOAN MARAGALL / CALL. SOR ANGELA DE LA CRUZ;2019S018648;12/04/2019;12:10;CALLE POETA JOAN MARAGALL;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;30-34;Male;07;2;Calle;POETA JOAN MARAGALL;Madrid
728100;CALL. POETA JOAN MARAGALL / CALL. SOR ANGELA DE LA CRUZ;2019S018648;12/04/2019;12:10;CALLE SOR ANGELA DE LA CRUZ;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;30-34;Male;07;2;Calle;SOR ANGELA CRUZ;Madrid
505000;CALL. MESON DE PAREDES / RONDA. VALENCIA;2019S018960;14/04/2019;16:45;CALLE MESON DE PAREDES;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;30-34;Male;07;2;Calle;MESON PAREDES;Madrid
765800;CALL. MESON DE PAREDES / RONDA. VALENCIA;2019S018960;14/04/2019;16:45;RONDA VALENCIA;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;30-34;Male;07;2;Ronda;VALENCIA;Madrid
172700;CALL. CLAUDIO MOYANO / PASEO. PRADO;2019S018950;16/04/2019;18:35;CALLE CLAUDIO MOYANO;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;25-29;Female;02;2;Calle;CLAUDIO MOYANO;Madrid
606900;CALL. CLAUDIO MOYANO / PASEO. PRADO;2019S018950;16/04/2019;18:35;PASEO PRADO;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;25-29;Female;02;2;Paseo;PRADO;Madrid
695900;CALL. SANTA ISABEL;2019S018902;16/04/2019;8:30; CALLE SANTA ISABEL;50;CENTRO;Caída;Despejado;Bicicleta;Conductor;30-34;Female;05;0;Calle;SANTA ISABEL;Madrid
2397;CALL. DOCTOR TOLOSA LATOUR;2019S019124;17/04/2019;19:00; CALLE DOCTOR TOLOSA LATOUR;21;USERA;Colisión lateral;Despejado;Bicicleta;Conductor;65-69;Female;06;0;Calle;DOCTOR TOLOSA LATOUR;Madrid
337000;CALL. GILENA;2019S019254;20/04/2019;21:00; CALLE GILENA;14;VILLAVERDE;Caída;Lluvia débil;Bicicleta;Conductor;18-20;Male;01;0;Calle;GILENA;Madrid
694525;CALL. SANTA ENGRACIA;2019S019257;20/04/2019;21:00; CALLE SANTA ENGRACIA;76;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;30-34;Male;07;0;Calle;SANTA ENGRACIA;Madrid
-1;PQUE. JUAN CARLOS I;2019S019263;21/04/2019;17:05; PARQUE JUAN CARLOS I;1;BARAJAS;Atropello a animal;Nublado;Bicicleta;Conductor;60-64;Male;02;0;;PARQUE JUAN CARLOS;Madrid
31001598;AVDA. LAS FUERZAS ARMADAS;2019S019405;22/04/2019;18:40; AVENIDA LAS FUERZAS ARMADAS;118;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;10-14;Female;07;0;Avenida;FUERZAS ARMADAS;Madrid
702200;CUSTA. SANTO DOMINGO / CALL. FOMENTO;2019S019391;23/04/2019;16:35;CUESTA SANTO DOMINGO;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;40-44;Male;07;2;CUESTA;SANTO DOMINGO;Madrid
299200;CUSTA. SANTO DOMINGO / CALL. FOMENTO;2019S019391;23/04/2019;16:35;CALLE FOMENTO;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;40-44;Male;07;2;Calle;FOMENTO;Madrid
74100;CALL. ARROYO BELINCOSO;2019S019554;24/04/2019;16:00; CALLE ARROYO BELINCOSO;24;MORATALAZ;Otro;LLuvia intensa;Bicicleta;Conductor;25-29;Female;07;0;Calle;ARROYO BELINCOSO;Madrid
337900;CALL. GOBELAS / CALL. GUECHO;2019S019536;24/04/2019;9:30;CALLE GOBELAS;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;55-59;Male;02;2;Calle;GOBELAS;Madrid
349300;CALL. GOBELAS / CALL. GUECHO;2019S019536;24/04/2019;9:30;CALLE GUECHO;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;55-59;Male;02;2;Calle;GUECHO;Madrid
342950;CALL. GRAN VIA / CALL. SAN BERNARDO;2019S019779;27/04/2019;20:15;CALLE GRAN VIA;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;21-24;Male;07;2;Calle;GRAN VIA;Madrid
661700;CALL. GRAN VIA / CALL. SAN BERNARDO;2019S019779;27/04/2019;20:15;CALLE SAN BERNARDO;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;21-24;Male;07;2;Calle;SAN BERNARDO;Madrid
627450;AVDA. RAFAELA YBARRA;2019S019885;27/04/2019;13:40; AVENIDA RAFAELA YBARRA;137;VILLAVERDE;Alcance;;Bicicleta;Conductor;55-59;Male;14;0;Avenida;RAFAELA YBARRA;Madrid
2916;AVDA. COMUNIDADES / AVDA. DEMOCRACIA;2019S020144;27/04/2019;12:55;AVENIDA COMUNIDADES;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;50-54;Male;07;2;Avenida;COMUNIDADES;Madrid
778950;AVDA. COMUNIDADES / AVDA. DEMOCRACIA;2019S020144;27/04/2019;12:55;AVENIDA DEMOCRACIA;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;50-54;Male;07;2;Avenida;DEMOCRACIA;Madrid
421050;CALL. JULIA GARCIA BOUTAN / CALL. SOFIA;2019S019733;27/04/2019;10:40;CALLE JULIA GARCIA BOUTAN;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;30-34;Male;02;2;Calle;JULIA GARCIA BOUTAN;Madrid
2443;CALL. JULIA GARCIA BOUTAN / CALL. SOFIA;2019S019733;27/04/2019;10:40;CALLE SOFIA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;30-34;Male;02;2;Calle;SOFIA;Madrid
-1;CTRA. M-616, +00600S;2019S019986;28/04/2019;17:15; CARRETERA  ;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Bicicleta;Conductor;30-34;Male;02;0;Carretera; ;Madrid
35300;PLAZA. ALONSO MARTINEZ;2019S020003;29/04/2019;20:40; PLAZA ALONSO MARTINEZ;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;25-29;Male;14;0;Plaza;ALONSO MARTINEZ;Madrid
18900;CALL. ALCALA / CALL. LOS URQUIZA;2019S019899;29/04/2019;7:10;CALLE ALCALA;-;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Conductor;45-49;Male;14;2;Calle;ALCALA;Madrid
761100;CALL. ALCALA / CALL. LOS URQUIZA;2019S019899;29/04/2019;7:10;CALLE LOS URQUIZA;-;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Conductor;45-49;Male;14;2;Calle;URQUIZA;Madrid
18900;CALL. ALCALA / CALL. LOS URQUIZA;2019S019899;29/04/2019;7:10;CALLE ALCALA;-;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Peatón;55-59;Female;02;2;Calle;ALCALA;Madrid
761100;CALL. ALCALA / CALL. LOS URQUIZA;2019S019899;29/04/2019;7:10;CALLE LOS URQUIZA;-;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Peatón;55-59;Female;02;2;Calle;URQUIZA;Madrid
2478;BULEV. JOSE PRAT / CALL. HACIENDA DE PAVONES;2019S020247;02/05/2019;9:39;BULEVAR JOSE PRAT;-;VICÁLVARO;Atropello a persona;Despejado;Bicicleta;Conductor;55-59;Male;14;2;Bulevar;JOSE PRAT;Madrid
353500;BULEV. JOSE PRAT / CALL. HACIENDA DE PAVONES;2019S020247;02/05/2019;9:39;CALLE HACIENDA DE PAVONES;-;VICÁLVARO;Atropello a persona;Despejado;Bicicleta;Conductor;55-59;Male;14;2;Calle;HACIENDA PAVONES;Madrid
2478;BULEV. JOSE PRAT / CALL. HACIENDA DE PAVONES;2019S020247;02/05/2019;9:39;BULEVAR JOSE PRAT;-;VICÁLVARO;Atropello a persona;Despejado;Bicicleta;Peatón;55-59;Female;02;2;Bulevar;JOSE PRAT;Madrid
353500;BULEV. JOSE PRAT / CALL. HACIENDA DE PAVONES;2019S020247;02/05/2019;9:39;CALLE HACIENDA DE PAVONES;-;VICÁLVARO;Atropello a persona;Despejado;Bicicleta;Peatón;55-59;Female;02;2;Calle;HACIENDA PAVONES;Madrid
692700;CALL. SANTA CATALINA / CRA. SAN JERONIMO;2019S020462;03/05/2019;22:20;CALLE SANTA CATALINA;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;25-29;Male;01;2;Calle;SANTA CATALINA;Madrid
673100;CALL. SANTA CATALINA / CRA. SAN JERONIMO;2019S020462;03/05/2019;22:20;CARRETERA SAN JERONIMO;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;25-29;Male;01;2;Carretera;SAN JERONIMO;Madrid
159800;CALL. CEA BERMUDEZ / CALL. BRAVO MURILLO;2019S020351;04/05/2019;21:15;CALLE CEA BERMUDEZ;-;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;21-24;Female;06;2;Calle;CEA BERMUDEZ;Madrid
114600;CALL. CEA BERMUDEZ / CALL. BRAVO MURILLO;2019S020351;04/05/2019;21:15;CALLE BRAVO MURILLO;-;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;21-24;Female;06;2;Calle;BRAVO MURILLO;Madrid
274600;PASEO. ESPERANZA;2019S020422;05/05/2019;21:00; PASEO ESPERANZA;15;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;18-20;Male;01;0;Paseo;ESPERANZA;Madrid
711200;CALL. SESEÑA;2019S020574;05/05/2019;14:49; CALLE SESEÑA; 46A;LATINA;Atropello a persona;Despejado;Bicicleta;Conductor;45-49;Male;07;0;Calle;SESEÑA;Madrid
711200;CALL. SESEÑA;2019S020574;05/05/2019;14:49; CALLE SESEÑA; 46A;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;65-69;Male;07;0;Calle;SESEÑA;Madrid
502300;AVDA. MENENDEZ PELAYO;2019S020466;06/05/2019;18:32; AVENIDA MENENDEZ PELAYO;65;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;40-44;Male;07;0;Avenida;MENENDEZ PELAYO;Madrid
18900;CALL. ALCALA;2019S020459;06/05/2019;7:40; CALLE ALCALA;346;CIUDAD LINEAL;Alcance;Despejado;Bicicleta;Conductor;50-54;Male;02;0;Calle;ALCALA;Madrid
18900;CALL. ALCALA / CALL. VELAZQUEZ;2019S020599;06/05/2019;5:05;CALLE ALCALA;-;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;35-39;Male;07;2;Calle;ALCALA;Madrid
773000;CALL. ALCALA / CALL. VELAZQUEZ;2019S020599;06/05/2019;5:05;CALLE VELAZQUEZ;-;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;35-39;Male;07;2;Calle;VELAZQUEZ;Madrid
18900;CALL. ALCALA;2019S020579;07/05/2019;15:10; CALLE ALCALA;142;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;15-17;Male;14;0;Calle;ALCALA;Madrid
694525;CALL. SANTA ENGRACIA / CALL. MANUEL GONZALEZ LONGORIA;2019S020526;07/05/2019;13:30;CALLE SANTA ENGRACIA;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;30-34;Female;07;2;Calle;SANTA ENGRACIA;Madrid
