nombreOriginal;Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO EDAD;SEXO;LESIVIDAD*;esCruce;tipoVia
CALL. CASINO / CALL. SANTIAGO EL VERDE;2019S025453;04/07/2019;1:20;CALLE SANTIAGO EL VERDE;-;CENTRO;Colisión lateral;;Bicicleta;Conductor;DESCONOCIDA;;;2;Calle
CALL. PLAYA DE LA CALETA;2019S025589;05/07/2019;20:56; CALLE PLAYA DE LA CALETA;13;BARAJAS;Caída;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;14;0;Calle
CALL. MULLER / CALL. AZUCENAS;2019S025640;05/07/2019;19:35;CALLE MULLER;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;;2;Calle
CALL. MULLER / CALL. AZUCENAS;2019S025640;05/07/2019;19:35;CALLE AZUCENAS;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;;2;Calle
PUERTA PRINCIPAL ZOO;2019S025527;05/07/2019;9:30; PUERTA PRINCIPAL ZOO;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;05;0;
AVDA. MENENDEZ PELAYO / CALL. O'DONNELL;2019S025927;05/07/2019;1:15;AVENIDA MENENDEZ PELAYO;-;RETIRO;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;;2;Avenida
AVDA. MENENDEZ PELAYO / CALL. O'DONNELL;2019S025927;05/07/2019;1:15; "CALLE ODONNELL";-;RETIRO;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;;2;Calle
CUSTA. SAN VICENTE;2019S025642;06/07/2019;16:10; CUESTA SAN VICENTE;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;14;0;CUESTA
CUSTA. SAN VICENTE;2019S025642;06/07/2019;16:10; CUESTA SAN VICENTE;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 35 A 39 AÑOS;Mujer;07;0;CUESTA
CMNO. CRUCES / POLIG. ALUCHE-AVENIDA DE LOS POBLADOS;2019S025622;06/07/2019;9:20;CAMINO CRUCES;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;06;3;Camino
CMNO. CRUCES / POLIG. ALUCHE-AVENIDA DE LOS POBLADOS;2019S025622;06/07/2019;9:20;POLIGONO ALUCHE;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;06;3;Poligono
CMNO. CRUCES / POLIG. ALUCHE-AVENIDA DE LOS POBLADOS;2019S025622;06/07/2019;9:20;AVENIDA DE LOS POBLADOS;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;06;3;Avenida
HORTALEZA;2019S025619;06/07/2019;9:10; HORTALEZA;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;01;0;
CALL. JOSE ABASCAL;2019S025639;06/07/2019;3:20; CALLE JOSE ABASCAL;50;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;0;Calle
CALL. BRETON DE LOS HERREROS / CALL. PONZANO;2019S025778;07/07/2019;19:45;CALLE BRETON DE LOS HERREROS;-;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;2;Calle
CALL. BRETON DE LOS HERREROS / CALL. PONZANO;2019S025778;07/07/2019;19:45;CALLE PONZANO;-;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;2;Calle
CALL. CERRO DE LA PLATA;2019S025769;07/07/2019;19:30; CALLE CERRO DE LA PLATA;15;RETIRO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02;0;Calle
PASEO. FERNAN NUÑEZ;2019S025780;08/07/2019;16:30; PASEO FERNAN NUÑEZ;2;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;02;0;Paseo
CALL. SEGOVIA;2019S025815;08/07/2019;14:02; CALLE SEGOVIA;8;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;;0;Calle
CALL. SERRANO / CALL. MARIA DE MOLINA;2019S025762;08/07/2019;10:37;CALLE SERRANO;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;2;Calle
CALL. SERRANO / CALL. MARIA DE MOLINA;2019S025762;08/07/2019;10:37;CALLE MARIA DE MOLINA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;2;Calle
AVDA. LOS ROSALES;2019S025758;08/07/2019;7:55; AVENIDA LOS ROSALES;200;VILLAVERDE;Colisión frontal;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;02;0;Avenida
CALL. RODRIGUEZ MARIN;2019S025950;09/07/2019;15:25; CALLE RODRIGUEZ MARIN;66;CHAMARTÍN;Colisión frontal;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;05;0;Calle
CALL. RAIMUNDO FERNANDEZ VILLAVERDE;2019S025841;09/07/2019;11:00; CALLE RAIMUNDO FERNANDEZ VILLAVERDE;67;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;0;Calle
AVDA. CARTAGENA DE INDIAS;2019S025968;10/07/2019;18:19; AVENIDA CARTAGENA DE INDIAS;2;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;04;0;Avenida
CRUCE C/ALCALA CON C/ TAMPICO;2019S025926;10/07/2019;9:30;CALLE ALCALA;-;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;2;Calle
CRUCE C/ALCALA CON C/ TAMPICO;2019S025926;10/07/2019;9:30;CALLE TAMPICO;-;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;2;Calle
AV. ROSALES CON ROTONDA M-40;2019S026089;11/07/2019;8:45;AVENIDA ROSALES;-;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;;2;Avenida
AV. ROSALES CON ROTONDA M-40;2019S026089;11/07/2019;8:45;ROTONDA;-;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;;2;
CALL. RESINA;2019S026237;12/07/2019;13:45; CALLE RESINA;4;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;05;0;Calle
AVDA. MANZANARES / PQUE. MADRID RIO;2019S026332;13/07/2019;22:00;AVENIDA MANZANARES;-;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;2;Avenida
AVDA. MANZANARES / PQUE. MADRID RIO;2019S026332;13/07/2019;22:00;PARQUE MADRID RIO;-;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;2;
AVDA. MANZANARES / PQUE. MADRID RIO;2019S026332;13/07/2019;22:00;AVENIDA MANZANARES;-;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;DE 0 A 5 AÑOS;Hombre;01;2;Avenida
AVDA. MANZANARES / PQUE. MADRID RIO;2019S026332;13/07/2019;22:00;PARQUE MADRID RIO;-;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;DE 0 A 5 AÑOS;Hombre;01;2;
CALL. MONTESA / CALL. JOSE ORTEGA Y GASSET;2019S026198;13/07/2019;15:25;CALLE MONTESA;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;2;Calle
CALL. MONTESA / CALL. JOSE ORTEGA Y GASSET;2019S026198;13/07/2019;15:25;CALLE JOSE ORTEGA Y GASSET;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06;2;Calle
AVDA. ENTREVIAS / CALL. MENDEZ ALVARO;2019S026280;14/07/2019;22:25;AVENIDA ENTREVIAS;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;2;Avenida
AVDA. ENTREVIAS / CALL. MENDEZ ALVARO;2019S026280;14/07/2019;22:25;CALLE MENDEZ ALVARO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;2;Calle
CALL. GENERAL RICARDOS / CALL. NUESTRA SEÑORA DE LA LUZ;2019S026335;14/07/2019;15:35;CALLE GENERAL RICARDOS;-;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;06;2;Calle
CALL. GENERAL RICARDOS / CALL. NUESTRA SEÑORA DE LA LUZ;2019S026335;14/07/2019;15:35;CALLE NUESTRA SEÑORA DE LA LUZ;-;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;06;2;Calle
PASEO. FERNAN NUÑEZ;2019S026315;14/07/2019;12:45; PASEO FERNAN NUÑEZ;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;0;Paseo
PASEO. FERNAN NUÑEZ;2019S026315;14/07/2019;12:45; PASEO FERNAN NUÑEZ;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 15 A 17 AÑOS;Mujer;07;0;Paseo
CALL. MARTINEZ DE LA RIVA / CALL. CACHERO;2019S026301;14/07/2019;9:40;CALLE MARTINEZ DE LA RIVA;-;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;;2;Calle
CALL. MARTINEZ DE LA RIVA / CALL. CACHERO;2019S026301;14/07/2019;9:40;CALLE CACHERO;-;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;;2;Calle
CALL. O'DONNELL;2019S026355;15/07/2019;18:50; CALLE O'DONNELL;18;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;05;0;Calle
CALL. HERMANOS CARPI / AVDA. PEÑA PRIETA;2019S026337;15/07/2019;16:35;CALLE HERMANOS CARPI;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;02;2;Calle
CALL. HERMANOS CARPI / AVDA. PEÑA PRIETA;2019S026337;15/07/2019;16:35;AVENIDA PEÑA PRIETA;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;02;2;Avenida
CALL. ARGANZUELA;2019S026510;16/07/2019;18:45; CALLE ARGANZUELA;16;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02;0;Calle
CALL. GRAN VIA / CALL. CLAVEL;2019S026571;17/07/2019;22:00;CALLE GRAN VIA;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;;2;Calle
CALL. GRAN VIA / CALL. CLAVEL;2019S026571;17/07/2019;22:00;CALLE CLAVEL;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;;2;Calle
PQUE. MADRID RIO, +00300E;2019S027484;17/07/2019;20:10; PARQUE MADRID RIO, ;-;LATINA;Atropello a persona;Despejado;Bicicleta;Conductor;DESCONOCIDA;;;0;
PQUE. MADRID RIO, +00300E;2019S027484;17/07/2019;20:10; PARQUE MADRID RIO, ;-;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 0 A 5 AÑOS;Hombre;07;0;
PASEO. DELICIAS;2019S026582;17/07/2019;18:45; PASEO DELICIAS;59;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;0;Paseo
AVDA. ALBUFERA / CALL. JOSE PAULETE;2019S026471;17/07/2019;11:43;AVENIDA ALBUFERA;-;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;07;2;Avenida
AVDA. ALBUFERA / CALL. JOSE PAULETE;2019S026471;17/07/2019;11:43;CALLE JOSE PAULETE;-;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;07;2;Calle
PASEO. CASTELLANA;2019S026995;17/07/2019;10:00; PASEO CASTELLANA;170;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;;0;Paseo
CALL. MARQUES DE URQUIJO / CALL. FERRAZ;2019S026665;18/07/2019;21:00;CALLE MARQUES DE URQUIJO;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;2;Calle
CALL. MARQUES DE URQUIJO / CALL. FERRAZ;2019S026665;18/07/2019;21:00;CALLE FERRAZ;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;2;Calle
CUSTA. VEGA;2019S026663;18/07/2019;18:45; CUESTA VEGA;3;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;06;0;CUESTA
CALLE GOYA CON CALLE GENERAL PARDIÑAS;2019S026666;18/07/2019;18:10;CALLE GOYA;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Calle
CALLE GOYA CON CALLE GENERAL PARDIÑAS;2019S026666;18/07/2019;18:10;CALLE GENERAL PARDIÑAS;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Calle
FRENTE FAROLA Nº 6;2019S026745;20/07/2019;14:35; FRENTE;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;0;
CARABANCHEL BAJO FAROLA 10;2019S026739;20/07/2019;14:16; CARABANCHEL BAJO;-;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07;0;
CALL. DOCTOR ESQUERDO;2019S026840;21/07/2019;22:15; CALLE DOCTOR ESQUERDO;64;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;02;0;Calle
CALL. FUENCARRAL;2019S026865;21/07/2019;20:53; CALLE FUENCARRAL;16;CENTRO;Atropello a persona;LLuvia intensa;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;14;0;Calle
CALL. FUENCARRAL;2019S026865;21/07/2019;20:53; CALLE FUENCARRAL;16;CENTRO;Atropello a persona;LLuvia intensa;Bicicleta;Peatón;DE 50 A 54 AÑOS;Mujer;;0;Calle
CALL. PUERTO DE PORZUNA / CALL. CABEZA MESADA;2019S026808;21/07/2019;12:10;CALLE PUERTO DE PORZUNA;-;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;07;2;Calle
CALL. PUERTO DE PORZUNA / CALL. CABEZA MESADA;2019S026808;21/07/2019;12:10;CALLE CABEZA MESADA;-;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;07;2;Calle
PASEO. RECOLETOS;2019S026886;22/07/2019;19:30; PASEO RECOLETOS;13;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01;0;Paseo
CUSTA. VEGA;2019S026885;22/07/2019;19:00; CUESTA VEGA;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;02;0;CUESTA
CALL. NAVARRA / CALL. PAMPLONA;2019S026841;22/07/2019;8:30;CALLE NAVARRA;-;TETUÁN;Caída;Nublado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;07;2;Calle
CALL. NAVARRA / CALL. PAMPLONA;2019S026841;22/07/2019;8:30;CALLE PAMPLONA;-;TETUÁN;Caída;Nublado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;07;2;Calle
CALL. MANCHA;2019S026842;22/07/2019;8:15; CALLE MANCHA;1;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;;0;Calle
GTA. EMILIO CASTELAR;2019S026963;23/07/2019;20:45; GLORIETA EMILIO CASTELAR;0;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01;0;Glorieta
PLAZA SANTA BARBARA CON CALLE SERRANO ANGUITA;2019S026966;23/07/2019;20:32;PLAZA SANTA BARBARA;-;CENTRO;Caída;Lluvia débil;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01;2;Plaza
PLAZA SANTA BARBARA CON CALLE SERRANO ANGUITA;2019S026966;23/07/2019;20:32;CALLE SERRANO ANGUITA;-;CENTRO;Caída;Lluvia débil;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01;2;Calle
PLAZA. MORERAS;2019S027011;23/07/2019;19:50; PLAZA MORERAS;1;MONCLOA-ARAVACA;Caída;LLuvia intensa;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;01;0;Plaza
PASEO. CASTELLANA;2019S026924;23/07/2019;13:10; PASEO CASTELLANA;86;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;05;0;Paseo
GTA. ATOCHA-REINA SOFIA;2019S027052;24/07/2019;22:40; GLORIETA ATOCHA-REINA SOFIA;-;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;01;0;Glorieta
EN CARRIL BICI;2019S027071;25/07/2019;11:05; EN CARRIL BICI;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;;0;
CALL. AZUCENAS;2019S027182;26/07/2019;21:45; CALLE AZUCENAS;6;TETUÁN;Colisión frontal;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02;0;Calle
AVDA. DEMOCRACIA / AUTOV. A-3;2019S027325;26/07/2019;12:35;AVENIDA DEMOCRACIA;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14;2;Avenida
AVDA. DEMOCRACIA / AUTOV. A-3;2019S027325;26/07/2019;12:35;AUTOVIA;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14;2;Autovia
PASEO. CASTELLANA;2019S027141;26/07/2019;11:50; PASEO CASTELLANA;43;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;06;0;Paseo
CALL. ALFONSO XII / CALL. CLAUDIO MOYANO;2019S027278;27/07/2019;17:31;CALLE ALFONSO XII;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;01;2;Calle
CALL. ALFONSO XII / CALL. CLAUDIO MOYANO;2019S027278;27/07/2019;17:31;CALLE CLAUDIO MOYANO;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;01;2;Calle
CALL. ALFONSO XII / CALL. CASADO DEL ALISAL;2019S027303;28/07/2019;12:40;CALLE ALFONSO XII;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;;2;Calle
CALL. ALFONSO XII / CALL. CASADO DEL ALISAL;2019S027303;28/07/2019;12:40;CALLE CASADO DEL ALISAL;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;;2;Calle
CALL. MANZANARES / CALL. LINNEO;2019S027369;29/07/2019;13:15;CALLE MANZANARES;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;2;Calle
CALL. MANZANARES / CALL. LINNEO;2019S027369;29/07/2019;13:15;CALLE LINNEO;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;2;Calle
CUESTA DE LA VEGA;2019S027425;30/07/2019;23:05; CUESTA DE LA VEGA;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;07;0;CUESTA
CALL. DOCTOR ESQUERDO;2019S027422;30/07/2019;20:40; CALLE DOCTOR ESQUERDO;9;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01;0;Calle
AVDA. MEDITERRANEO / AUTOV. A-3;2019S027477;30/07/2019;20:40;AVENIDA MEDITERRANEO;-;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;2;Avenida
AVDA. MEDITERRANEO / AUTOV. A-3;2019S027477;30/07/2019;20:40;AUTOVIA;-;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07;2;Autovia
CALL. SANTA MARIA LA REAL DE NIEVA;2019S027418;30/07/2019;19:05; CALLE SANTA MARIA LA REAL DE NIEVA;9;ARGANZUELA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;01;0;Calle
CALL. SANTA MARIA LA REAL DE NIEVA;2019S027418;30/07/2019;19:05; CALLE SANTA MARIA LA REAL DE NIEVA;9;ARGANZUELA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14;0;Calle
AVDA. SUR DEL AEROPUERTO DE BARAJAS / AUTOV. M-22;2019S027371;30/07/2019;8:15;AVENIDA SUR DEL AEROPUERTO DE BARAJAS;-;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02;2;Avenida
AVDA. SUR DEL AEROPUERTO DE BARAJAS / AUTOV. M-22;2019S027371;30/07/2019;8:15;AUTOVIA;-;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02;2;Autovia
CALL. GENOVA / CALL. ZURBANO;2019S027541;31/07/2019;22:00;CALLE GENOVA;-;CHAMBERÍ;Alcance;;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;;2;Calle
CALL. GENOVA / CALL. ZURBANO;2019S027541;31/07/2019;22:00;CALLE ZURBANO;-;CHAMBERÍ;Alcance;;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;;2;Calle
PASEO. SANTA MARIA DE LA CABEZA / CALL. FRAY LUIS DE LEON;2019S027521;31/07/2019;10:15;PASEO SANTA MARIA DE LA CABEZA;-;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07;2;Paseo
PASEO. SANTA MARIA DE LA CABEZA / CALL. FRAY LUIS DE LEON;2019S027521;31/07/2019;10:15;CALLE FRAY LUIS DE LEON;-;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07;2;Calle
CMNO. POZO DEL TIO RAIMUNDO;2019S027558;01/08/2019;19:45; CAMINO POZO DEL TIO RAIMUNDO;25;VILLA DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;0;Camino
CALL. UNANIMIDAD / CALL. TERTULIA;2019S027511;01/08/2019;9:47;CALLE UNANIMIDAD;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;2;Calle
CALL. UNANIMIDAD / CALL. TERTULIA;2019S027511;01/08/2019;9:47;CALLE TERTULIA;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;2;Calle
CALL. VIA LIMITE / CALL. ALCOLEA;2019S027608;02/08/2019;15:50;CALLE VIA LIMITE;-;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02;2;Calle
CALL. VIA LIMITE / CALL. ALCOLEA;2019S027608;02/08/2019;15:50;CALLE ALCOLEA;-;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02;2;Calle
CALL. MEJIA LEQUERICA / CALL. SAGASTA;2019S027599;02/08/2019;11:35;CALLE MEJIA LEQUERICA;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Mujer;01;2;Calle
CALL. MEJIA LEQUERICA / CALL. SAGASTA;2019S027599;02/08/2019;11:35;CALLE SAGASTA;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Mujer;01;2;Calle
CALL. SEGOVIA;2019S027568;02/08/2019;3:01; CALLE SEGOVIA;43;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;05;0;Calle
CUSTA. VEGA;2019S027642;03/08/2019;3:30; CUESTA VEGA;3;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;;0;CUESTA
CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;2019S027795;05/08/2019;22:00; CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;66;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;03;0;Calle
AVDA. AVIACION / CTRA. BARRIO DE LA FORTUNA;2019S027855;05/08/2019;20:15;AVENIDA AVIACION;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02;2;Avenida
AVDA. AVIACION / CTRA. BARRIO DE LA FORTUNA;2019S027855;05/08/2019;20:15;CARRETERA BARRIO DE LA FORTUNA;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02;2;Carretera
CALL. LOPEZ DE HOYOS;2019S027834;05/08/2019;16:33; CALLE LOPEZ DE HOYOS;100;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DESCONOCIDA;;;0;Calle
CALL. CLAUDIO MOYANO;2019S027815;05/08/2019;12:35; CALLE CLAUDIO MOYANO;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;06;0;Calle
CALL. CLAUDIO MOYANO;2019S027815;05/08/2019;12:35; CALLE CLAUDIO MOYANO;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;MAYOR DE 74 AÑOS;Hombre;06;0;Calle
