nombreOriginal;Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO EDAD;SEXO;LESIVIDAD*;esCruce;tipoVia
PASEO. FERNAN NUÑEZ;2019S018494;10/04/2019;8:35; PASEO FERNAN NUÑEZ;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;14;0;Paseo
PASEO. FERNAN NUÑEZ;2019S018494;10/04/2019;8:35; PASEO FERNAN NUÑEZ;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 70 A 74 AÑOS;Mujer;07;0;Paseo
AVENIDA CANILLEJAS A VICÁLVARO CON GLORIETA M-40;2019S018483;10/04/2019;8:00;AVENIDA CANILLEJAS A VICÁLVARO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;06;2;Avenida
AVENIDA CANILLEJAS A VICÁLVARO CON GLORIETA M-40;2019S018483;10/04/2019;8:00;GLORIETA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;06;2;Glorieta
CALL. LUCHANA;2019S018656;11/04/2019;16:00; CALLE LUCHANA;34;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;06;0;Calle
CALL. SAN GERMAN / CALL. POETA JOAN MARAGALL;2019S018552;11/04/2019;9:00;CALLE SAN GERMAN;-;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01;2;Calle
CALL. SAN GERMAN / CALL. POETA JOAN MARAGALL;2019S018552;11/04/2019;9:00;CALLE POETA JOAN MARAGALL;-;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01;2;Calle
PASEO. EXTREMADURA;2019S019332;12/04/2019;18:30; PASEO EXTREMADURA;153;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;0;Paseo
CALL. BARCO;2019S018655;12/04/2019;14:15; CALLE BARCO;32;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02;0;Calle
CALL. BARCO;2019S018655;12/04/2019;14:15; CALLE BARCO;32;CENTRO;Caída;Despejado;Bicicleta;Peatón;DESCONOCIDA;Hombre;14;0;Calle
CALL. POETA JOAN MARAGALL / CALL. SOR ANGELA DE LA CRUZ;2019S018648;12/04/2019;12:10;CALLE POETA JOAN MARAGALL;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;2;Calle
CALL. POETA JOAN MARAGALL / CALL. SOR ANGELA DE LA CRUZ;2019S018648;12/04/2019;12:10;CALLE SOR ANGELA DE LA CRUZ;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;2;Calle
CALL. MESON DE PAREDES / RONDA. VALENCIA;2019S018960;14/04/2019;16:45;CALLE MESON DE PAREDES;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;2;Calle
CALL. MESON DE PAREDES / RONDA. VALENCIA;2019S018960;14/04/2019;16:45;RONDA VALENCIA;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;2;Ronda
CALL. CLAUDIO MOYANO / PASEO. PRADO;2019S018950;16/04/2019;18:35;CALLE CLAUDIO MOYANO;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;02;2;Calle
CALL. CLAUDIO MOYANO / PASEO. PRADO;2019S018950;16/04/2019;18:35;PASEO PRADO;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;02;2;Paseo
CALL. SANTA ISABEL;2019S018902;16/04/2019;8:30; CALLE SANTA ISABEL;50;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;05;0;Calle
CALL. DOCTOR TOLOSA LATOUR;2019S019124;17/04/2019;19:00; CALLE DOCTOR TOLOSA LATOUR;21;USERA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Mujer;06;0;Calle
CALL. GILENA;2019S019254;20/04/2019;21:00; CALLE GILENA;14;VILLAVERDE;Caída;Lluvia débil;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;01;0;Calle
CALL. SANTA ENGRACIA;2019S019257;20/04/2019;21:00; CALLE SANTA ENGRACIA;76;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;0;Calle
PQUE. JUAN CARLOS I;2019S019263;21/04/2019;17:05; PARQUE JUAN CARLOS I;1;BARAJAS;Atropello a animal;Nublado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;02;0;
AVDA. LAS FUERZAS ARMADAS;2019S019405;22/04/2019;18:40; AVENIDA LAS FUERZAS ARMADAS;118;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Mujer;07;0;Avenida
CUSTA. SANTO DOMINGO / CALL. FOMENTO;2019S019391;23/04/2019;16:35;CUESTA SANTO DOMINGO;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;2;CUESTA
CUSTA. SANTO DOMINGO / CALL. FOMENTO;2019S019391;23/04/2019;16:35;CALLE FOMENTO;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;2;Calle
CALL. ARROYO BELINCOSO;2019S019554;24/04/2019;16:00; CALLE ARROYO BELINCOSO;24;MORATALAZ;Otro;LLuvia intensa;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;0;Calle
CALL. GOBELAS / CALL. GUECHO;2019S019536;24/04/2019;9:30;CALLE GOBELAS;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;02;2;Calle
CALL. GOBELAS / CALL. GUECHO;2019S019536;24/04/2019;9:30;CALLE GUECHO;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;02;2;Calle
CALL. GRAN VIA / CALL. SAN BERNARDO;2019S019779;27/04/2019;20:15;CALLE GRAN VIA;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle
CALL. GRAN VIA / CALL. SAN BERNARDO;2019S019779;27/04/2019;20:15;CALLE SAN BERNARDO;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle
AVDA. RAFAELA YBARRA;2019S019885;27/04/2019;13:40; AVENIDA RAFAELA YBARRA;137;VILLAVERDE;Alcance;;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;14;0;Avenida
AVDA. COMUNIDADES / AVDA. DEMOCRACIA;2019S020144;27/04/2019;12:55;AVENIDA COMUNIDADES;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Avenida
AVDA. COMUNIDADES / AVDA. DEMOCRACIA;2019S020144;27/04/2019;12:55;AVENIDA DEMOCRACIA;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Avenida
CALL. JULIA GARCIA BOUTAN / CALL. SOFIA;2019S019733;27/04/2019;10:40;CALLE JULIA GARCIA BOUTAN;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02;2;Calle
CALL. JULIA GARCIA BOUTAN / CALL. SOFIA;2019S019733;27/04/2019;10:40;CALLE SOFIA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02;2;Calle
CTRA. M-616, +00600S;2019S019986;28/04/2019;17:15; CARRETERA  ;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02;0;Carretera
PLAZA. ALONSO MARTINEZ;2019S020003;29/04/2019;20:40; PLAZA ALONSO MARTINEZ;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;14;0;Plaza
CALL. ALCALA / CALL. LOS URQUIZA;2019S019899;29/04/2019;7:10;CALLE ALCALA;-;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;2;Calle
CALL. ALCALA / CALL. LOS URQUIZA;2019S019899;29/04/2019;7:10;CALLE LOS URQUIZA;-;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;2;Calle
CALL. ALCALA / CALL. LOS URQUIZA;2019S019899;29/04/2019;7:10;CALLE ALCALA;-;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Peatón;DE 55 A 59 AÑOS;Mujer;02;2;Calle
CALL. ALCALA / CALL. LOS URQUIZA;2019S019899;29/04/2019;7:10;CALLE LOS URQUIZA;-;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Peatón;DE 55 A 59 AÑOS;Mujer;02;2;Calle
BULEV. JOSE PRAT / CALL. HACIENDA DE PAVONES;2019S020247;02/05/2019;9:39;BULEVAR JOSE PRAT;-;VICÁLVARO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;14;2;Bulevar
BULEV. JOSE PRAT / CALL. HACIENDA DE PAVONES;2019S020247;02/05/2019;9:39;CALLE HACIENDA DE PAVONES;-;VICÁLVARO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;14;2;Calle
BULEV. JOSE PRAT / CALL. HACIENDA DE PAVONES;2019S020247;02/05/2019;9:39;BULEVAR JOSE PRAT;-;VICÁLVARO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 55 A 59 AÑOS;Mujer;02;2;Bulevar
BULEV. JOSE PRAT / CALL. HACIENDA DE PAVONES;2019S020247;02/05/2019;9:39;CALLE HACIENDA DE PAVONES;-;VICÁLVARO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 55 A 59 AÑOS;Mujer;02;2;Calle
CALL. SANTA CATALINA / CRA. SAN JERONIMO;2019S020462;03/05/2019;22:20;CALLE SANTA CATALINA;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01;2;Calle
CALL. SANTA CATALINA / CRA. SAN JERONIMO;2019S020462;03/05/2019;22:20;CARRETERA SAN JERONIMO;-;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01;2;Carretera
CALL. CEA BERMUDEZ / CALL. BRAVO MURILLO;2019S020351;04/05/2019;21:15;CALLE CEA BERMUDEZ;-;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;06;2;Calle
CALL. CEA BERMUDEZ / CALL. BRAVO MURILLO;2019S020351;04/05/2019;21:15;CALLE BRAVO MURILLO;-;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;06;2;Calle
PASEO. ESPERANZA;2019S020422;05/05/2019;21:00; PASEO ESPERANZA;15;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;01;0;Paseo
CALL. SESEÑA;2019S020574;05/05/2019;14:49; CALLE SESEÑA; 46A;LATINA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07;0;Calle
CALL. SESEÑA;2019S020574;05/05/2019;14:49; CALLE SESEÑA; 46A;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 65 A 69 AÑOS;Hombre;07;0;Calle
AVDA. MENENDEZ PELAYO;2019S020466;06/05/2019;18:32; AVENIDA MENENDEZ PELAYO;65;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07;0;Avenida
CALL. ALCALA;2019S020459;06/05/2019;7:40; CALLE ALCALA;346;CIUDAD LINEAL;Alcance;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;02;0;Calle
CALL. ALCALA / CALL. VELAZQUEZ;2019S020599;06/05/2019;5:05;CALLE ALCALA;-;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;2;Calle
CALL. ALCALA / CALL. VELAZQUEZ;2019S020599;06/05/2019;5:05;CALLE VELAZQUEZ;-;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;2;Calle
CALL. ALCALA;2019S020579;07/05/2019;15:10; CALLE ALCALA;142;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;14;0;Calle
CALL. SANTA ENGRACIA / CALL. MANUEL GONZALEZ LONGORIA;2019S020526;07/05/2019;13:30;CALLE SANTA ENGRACIA;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;2;Calle
CALL. SANTA ENGRACIA / CALL. MANUEL GONZALEZ LONGORIA;2019S020526;07/05/2019;13:30;CALLE MANUEL GONZALEZ LONGORIA;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;2;Calle
CALL. ALCALA / PALAC. CIBELES;2019S020547;07/05/2019;11:35;CALLE ALCALA;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;Calle
CALL. ALCALA / PALAC. CIBELES;2019S020547;07/05/2019;11:35;PALACIO CIBELES;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;2;
CALL. HERNANI;2019S020756;10/05/2019;20:00; CALLE HERNANI;35;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;0;Calle
CALL. JUAN IGNACIO LUCA DE TENA;2019S020733;10/05/2019;16:35; CALLE JUAN IGNACIO LUCA DE TENA;15;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02;0;Calle
AVDA. POBLADOS;2019S020821;10/05/2019;15:56; AVENIDA POBLADOS;74;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07;0;Avenida
AVDA. ASTURIAS;2019S020721;10/05/2019;15:30; AVENIDA ASTURIAS;56;TETUÁN;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;02;0;Avenida
MADRID RIO;2019S021283;10/05/2019;11:40; MADRID RIO;-;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;14;0;
MADRID RIO;2019S021283;10/05/2019;11:40; MADRID RIO;-;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;07;0;
MADRID RIO;2019S021283;10/05/2019;11:40; MADRID RIO;-;CARABANCHEL;Alcance;Despejado;Bicicleta;Pasajero;DE 0 A 5 AÑOS;Hombre;14;0;
CALL. ARROYO FONTARRON;2019S020803;10/05/2019;9:50; CALLE ARROYO FONTARRON;393;MORATALAZ;Colisión fronto-lateral;;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;;0;Calle
CALL. ALCALA;2019S020683;10/05/2019;1:20; CALLE ALCALA;44;CENTRO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;0;Calle
CALL. GABRIELA MISTRAL;2019S021095;11/05/2019;20:00; CALLE GABRIELA MISTRAL;20;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;02;0;Calle
PASEO. PLATANOS / PASEO. PUERTA DEL ANGEL;2019S020921;11/05/2019;19:50;PASEO PLATANOS;-;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;02;2;Paseo
PASEO. PLATANOS / PASEO. PUERTA DEL ANGEL;2019S020921;11/05/2019;19:50;PASEO PUERTA DEL ANGEL;-;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;02;2;Paseo
AVDA. CERRO MILANO;2019S021189;11/05/2019;11:03; AVENIDA CERRO MILANO;1;VILLA DE VALLECAS;Colisión lateral;Se desconoce;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;01;0;Avenida
AVDA. CERRO MILANO;2019S021189;11/05/2019;11:03; AVENIDA CERRO MILANO;1;VILLA DE VALLECAS;Colisión lateral;Se desconoce;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14;0;Avenida
CALL. MARQUES DE VIANA;2019S020923;12/05/2019;20:30; CALLE MARQUES DE VIANA;38;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07;0;Calle
CALL. MARQUES DE VIANA;2019S020923;12/05/2019;20:30; CALLE MARQUES DE VIANA;38;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;14;0;Calle
CALL. GOYA / CALL. ALCALA;2019S021387;13/05/2019;23:18;CALLE GOYA;-;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;;2;Calle
CALL. GOYA / CALL. ALCALA;2019S021387;13/05/2019;23:18;CALLE ALCALA;-;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;;2;Calle
CALL. HACIENDA DE PAVONES / CALL. LUIS DE HOYOS SAINZ;2019S021108;13/05/2019;15:15;CALLE HACIENDA DE PAVONES;-;MORATALAZ;Alcance;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;01;2;Calle
CALL. HACIENDA DE PAVONES / CALL. LUIS DE HOYOS SAINZ;2019S021108;13/05/2019;15:15;CALLE LUIS DE HOYOS SAINZ;-;MORATALAZ;Alcance;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;01;2;Calle
PASEO. CASTELLANA / CALL. MARIA DE MOLINA;2019S020975;13/05/2019;13:05;PASEO CASTELLANA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;2;Paseo
PASEO. CASTELLANA / CALL. MARIA DE MOLINA;2019S020975;13/05/2019;13:05;CALLE MARIA DE MOLINA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07;2;Calle
AVDA. BADAJOZ / CALL. MADRE ANTONIA PARIS;2019S021107;14/05/2019;17:45;AVENIDA BADAJOZ;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;14;2;Avenida
AVDA. BADAJOZ / CALL. MADRE ANTONIA PARIS;2019S021107;14/05/2019;17:45;CALLE MADRE ANTONIA PARIS;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;14;2;Calle
CALL. ISABEL LA CATOLICA;2019S021079;14/05/2019;14:30; CALLE ISABEL LA CATOLICA;5;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07;0;Calle
CALL. ALCALA / CALL. RAQUEL MELLER;2019S021149;15/05/2019;14:30;CALLE ALCALA;-;CIUDAD LINEAL;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle
CALL. ALCALA / CALL. RAQUEL MELLER;2019S021149;15/05/2019;14:30;CALLE RAQUEL MELLER;-;CIUDAD LINEAL;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07;2;Calle
CALL. PUERTO SERRANO / CALL. PUERTO DE LA CRUZ VERDE;2019S021207;15/05/2019;14:05;CALLE PUERTO SERRANO;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;14;2;Calle
CALL. PUERTO SERRANO / CALL. PUERTO DE LA CRUZ VERDE;2019S021207;15/05/2019;14:05;CALLE PUERTO DE LA CRUZ VERDE;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;14;2;Calle
AVDA. SAN DIEGO / CALL. MONTES UNIVERSALES;2019S021650;16/05/2019;23:10;AVENIDA SAN DIEGO;-;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01;2;Avenida
AVDA. SAN DIEGO / CALL. MONTES UNIVERSALES;2019S021650;16/05/2019;23:10;CALLE MONTES UNIVERSALES;-;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01;2;Calle
CALL. SEBASTIAN HERRERA;2019S021302;16/05/2019;22:20; CALLE SEBASTIAN HERRERA;15;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07;0;Calle
CALL. BARCELO;2019S021258;16/05/2019;19:40; CALLE BARCELO;6;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;05;0;Calle
PASEO. PRADO;2019S021343;16/05/2019;16:25; PASEO PRADO;4;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07;0;Paseo
CTRA. ESTACION DE HORTALEZA / AUTOV. M-11;2019S021280;16/05/2019;8:05;CARRETERA ESTACION DE HORTALEZA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;02;2;Carretera
CTRA. ESTACION DE HORTALEZA / AUTOV. M-11;2019S021280;16/05/2019;8:05;AUTOVIA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;02;2;Autovia
PASEO. ACACIAS;2019S021200;16/05/2019;1:00; PASEO ACACIAS; 25A;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;05;0;Paseo
CALL. JOSE ABASCAL;2019S021377;17/05/2019;22:52; CALLE JOSE ABASCAL;5;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;;0;Calle
PQUE. JUAN CARLOS I;2019S021429;18/05/2019;17:55; PARQUE JUAN CARLOS I;1;BARAJAS;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;02;0;
PASEO. PINTOR ROSALES / PASEO. MORET;2019S021497;18/05/2019;17:41;PASEO PINTOR ROSALES;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;14;2;Paseo
PASEO. PINTOR ROSALES / PASEO. MORET;2019S021497;18/05/2019;17:41;PASEO MORET;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;14;2;Paseo
PASEO. PINTOR ROSALES / PASEO. MORET;2019S021497;18/05/2019;17:41;PASEO PINTOR ROSALES;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 40 A 44 AÑOS;Mujer;06;2;Paseo
PASEO. PINTOR ROSALES / PASEO. MORET;2019S021497;18/05/2019;17:41;PASEO MORET;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 40 A 44 AÑOS;Mujer;06;2;Paseo
PASEO. PINTOR ROSALES / PASEO. MORET;2019S021497;18/05/2019;17:41;PASEO PINTOR ROSALES;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 10 A 14 AÑOS;Mujer;06;2;Paseo
PASEO. PINTOR ROSALES / PASEO. MORET;2019S021497;18/05/2019;17:41;PASEO MORET;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 10 A 14 AÑOS;Mujer;06;2;Paseo
CALL. MAYOR;2019S022216;19/05/2019;20:31; CALLE MAYOR;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;14;0;Calle
CALL. MAYOR;2019S022216;19/05/2019;20:31; CALLE MAYOR;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 21 A 24 AÑOS;Mujer;07;0;Calle
CTRA. CIUDAD UNIVERSITARIA / PASEO. VENTA;2019S021964;19/05/2019;17:45;CARRETERA CIUDAD UNIVERSITARIA;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;2;Carretera
CTRA. CIUDAD UNIVERSITARIA / PASEO. VENTA;2019S021964;19/05/2019;17:45;PASEO VENTA;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07;2;Paseo
AVDA. LOGROÑO / AUTOV. M-40;2019S021486;19/05/2019;10:45;AVENIDA LOGROÑO;-;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14;2;Avenida
AVDA. LOGROÑO / AUTOV. M-40;2019S021486;19/05/2019;10:45;AUTOVIA;-;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14;2;Autovia
CALL. BRAVO MURILLO;2019S021460;19/05/2019;4:15; CALLE BRAVO MURILLO;164;TETUÁN;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07;0;Calle
CALL. PALOMARES / CALL. JUAN PEÑALVER;2019S021607;20/05/2019;14:30;CALLE PALOMARES;-;VILLAVERDE;Atropello a persona;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;14;2;Calle
CALL. PALOMARES / CALL. JUAN PEÑALVER;2019S021607;20/05/2019;14:30;CALLE JUAN PEÑALVER;-;VILLAVERDE;Atropello a persona;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;14;2;Calle
CALL. PALOMARES / CALL. JUAN PEÑALVER;2019S021607;20/05/2019;14:30;CALLE PALOMARES;-;VILLAVERDE;Atropello a persona;Despejado;Bicicleta;Peatón;MAYOR DE 74 AÑOS;Hombre;05;2;Calle
CALL. PALOMARES / CALL. JUAN PEÑALVER;2019S021607;20/05/2019;14:30;CALLE JUAN PEÑALVER;-;VILLAVERDE;Atropello a persona;Despejado;Bicicleta;Peatón;MAYOR DE 74 AÑOS;Hombre;05;2;Calle
CALL. ORENSE;2019S021542;20/05/2019;8:55; CALLE ORENSE;27;TETUÁN;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;06;0;Calle
