CAPA;TX_NOMBRE;MaxSimpTol;MinSimpTol;FECHA;Longitud
CICLOCALLES;Alfonso XII;1352,62459342000;0,20000000000;20140801;1,35262459342
CICLOCALLES;Ciudad de Barcelona;1181,35506352000;0,20000000000;20140801;1,18135506352
CICLOCALLES;Ciudad de Barcelona;1273,70795080000;0,20000000000;20140801;1,27370795080
CICLOCALLES;Jes∑s Aprendiz;451,02037128200;0,20000000000;20140801;0,45102037128
CICLOCALLES;Jes∑s Aprendiz;297,26022782000;0,20000000000;20140801;0,29726022782
CICLOCALLES;Lira;310,11734600000;0,20000000000;20140801;0,31011734600
CICLOCALLES;Lira;399,99361196600;0,20000000000;20140801;0,39999361197
CICLOCALLES;Men⁄ndez Pelayo;2185,76477451000;0,20000000000;20140801;2,18576477451
CICLOCALLES;Men⁄ndez Pelayo;2169,10110617000;0,20000000000;20140801;2,16910110617
CICLOCALLES;Pr›ncipe de Vergara;1775,12165474000;0,20000000000;20140801;1,77512165474
CICLOCALLES;Pr›ncipe de Vergara;1802,28361392000;0,20000000000;20140801;1,80228361392
CICLOCALLES;Narvﬂez;996,07436258500;0,20000000000;20140801;0,99607436259
CICLOCALLES;Narvﬂez;995,71894839100;0,20000000000;20140801;0,99571894839
CICLOCALLES;Conde de Pe±alver;1066,64871190000;0,20000000000;20140801;1,06664871190
CICLOCALLES;Conde de Pe±alver;1069,53785071000;0,20000000000;20140801;1,06953785071
CICLOCALLES;Ortega y Gasset;1586,77976118000;0,20000000000;20140801;1,58677976118
CICLOCALLES;Ortega y Gasset;1582,17005478000;0,20000000000;20140801;1,58217005478
CICLOCALLES;Francisco Silvela;1607,68640899000;0,20000000000;20140801;1,60768640899
CICLOCALLES;Francisco Silvela;1613,95567824000;0,20000000000;20140801;1,61395567824
CICLOCALLES;Doctor Esquerdo;3054,85107905000;0,20000000000;20140801;3,05485107905
CICLOCALLES;Doctor Esquerdo;3041,68123908000;0,20000000000;20140801;3,04168123908
CICLOCALLES;Goya;1794,55779169000;0,20000000000;20140801;1,79455779169
CICLOCALLES;Goya;1792,90263043000;0,20000000000;20140801;1,79290263043
CICLOCALLES;Alcalﬂ;1346,26265061000;0,20000000000;20140801;1,34626265061
CICLOCALLES;Alcalﬂ;1370,99166437000;0,20000000000;20140801;1,37099166437
CICLOCALLES;Guzmﬂn El Bueno;786,98990482800;0,20000000000;20140801;0,78698990483
CICLOCALLES;Granada;701,76168596300;0,20000000000;20140801;0,70176168596
CICLOCALLES;Atocha;315,50262046900;0,20000000000;20140801;0,31550262047
CICLOCALLES;Atocha;670,55119080900;0,20000000000;20140801;0,67055119081
CICLOCALLES;Vallehermoso;959,46535179500;0,20000000000;20140801;0,95946535180
CICLOCALLES;Paseo Castellana;0,00000000000;0,00000000000;20141125;3,46432681359
CICLOCALLES;Paseo Castellana;0,00000000000;0,00000000000;20141125;3,42607134154
CICLOCALLES;Pr›ncipe de Vergara;0,00000000000;0,00000000000;20141125;3,16317772325
CICLOCALLES;Serrano;0,00000000000;0,00000000000;20141125;0,82941748343
CICLOCALLES;Serrano;0,00000000000;0,00000000000;20141125;1,33138079977
CICLOCALLES;Joaquin Costa;0,00000000000;0,00000000000;20141125;1,22190905932
CICLOCALLES;Vallehermoso;0,00000000000;0,00000000000;20141125;0,21780941714
CICLOCALLES;Santander;0,00000000000;0,00000000000;20141125;0,40219189706
CICLOCALLES;Gral Iba±ez de Ibero;0,00000000000;0,00000000000;20141125;0,34144629439
CICLOCALLES;Guzman el Bueno;0,00000000000;0,00000000000;20141125;0,82257319846
CICLOCALLES;Bravo Murillo;0,00000000000;0,00000000000;20141125;2,59589728392
CICLOCALLES;San Bernardino Sahag∑n;0,00000000000;0,00000000000;20141125;0,48613238954
CICLOCALLES;Mateo Inurria;0,00000000000;0,00000000000;20141125;0,23584240332
CICLOCALLES;Mateo Inurria;0,00000000000;0,00000000000;20141125;1,01310223940
CICLOCALLES;Plater›as;0,00000000000;0,00000000000;20141125;0,18575863221
CICLOCALLES;San Bernardo;0,00000000000;0,00000000000;20141125;0,45249128906
CICLOCALLES;Donoso Cort⁄s;0,00000000000;0,00000000000;20141125;1,16266127439
CICLOCALLES;Fernﬂndez de los Rios;0,00000000000;0,00000000000;20141125;1,19140461089
CICLOCALLES;Bravo Murillo;0,00000000000;0,00000000000;20141125;0,26226692450
CICLOCALLES;Gral Martinez Campos;0,00000000000;0,00000000000;20141125;1,27625039513
CICLOCALLES;Bravo Murillo;0,00000000000;0,00000000000;20141125;1,18976997050
CICLOCALLES;Sta Engracia;0,00000000000;0,00000000000;20141125;1,68880563998
CICLOCALLES;Gral ?lvarez de Castro;0,00000000000;0,00000000000;20141125;0,36932395427
CICLOCALLES;Modesto Lafuente;0,00000000000;0,00000000000;20141125;1,27579241268
CICLOCALLES;Alonso Cano;0,00000000000;0,00000000000;20141125;1,27794176107
CICLOCALLES;Gral Moscardæ;0,00000000000;0,00000000000;20141125;0,65880869862
CICLOCALLES;Alfonso XIII;0,00000000000;0,00000000000;20141125;1,54091181760
CICLOCALLES;Camilo Jos⁄ Cela - Azcona;0,00000000000;0,00000000000;20141125;0,95722930332
CICLOCALLES;Gral Peræn;0,00000000000;0,00000000000;20141125;1,10685242482
CICLOCALLES;Juan de Ol›as;0,00000000000;0,00000000000;20141125;0,31829056814
CICLOCALLES;Gral Yag≥e;0,00000000000;0,00000000000;20141125;1,02318093719
CICLOCALLES;Francos Rodriguez;0,00000000000;0,00000000000;20141125;1,60643474311
CICLOCALLES;Ofelia Nieto;0,00000000000;0,00000000000;20141125;0,59383743011
CICLOCALLES;Asturias;0,00000000000;0,00000000000;20141125;1,11106824397
CICLOCALLES;Francos Rodriguez;0,00000000000;0,00000000000;20141125;0,32512989087
CICLOCALLES;Pablo Iglesias;0,00000000000;0,00000000000;20141125;0,62537226255
CICLOCALLES;Pablo Iglesias;0,00000000000;0,00000000000;20141125;0,44791624616
CICLOCALLES;Numancia;0,00000000000;0,00000000000;20141125;0,28259795003
CICLOCALLES;Marqu⁄s de Viana - Sor Angela de la Cruz;0,00000000000;0,00000000000;20141125;1,48676966929
CICLOCALLES;Ofelia Nieto;0,00000000000;0,00000000000;20141125;0,26084773716
CICLOCALLES;Concha Espina;0,00000000000;0,00000000000;20141125;1,05768648670
CICLOCALLES;Badajoz;0,00000000000;0,00000000000;20141125;0,49902998120
CICLOCALLES;Toreros;0,00000000000;0,00000000000;20141125;0,81923522324
CICLOCALLES;Toreros;0,00000000000;0,00000000000;20141125;0,28674326324
CICLOCALLES;Cartagena;0,00000000000;0,00000000000;20141125;0,18738565776
CICLOCALLES;Martinez Izquierdo;0,00000000000;0,00000000000;20141125;1,01579906811
CICLOCALLES;Alberto Alcocer;0,00000000000;0,00000000000;20141125;1,01841535154
CICLOCALLES;Pablo Iglesias;0,00000000000;0,00000000000;20141125;0,20448136123
CICLOCALLES;Infanta Mercedes;0,00000000000;0,00000000000;20141125;0,06996418216
CICLOCALLES;Padre Damiﬂn;0,00000000000;0,00000000000;20141125;1,24401684310
CICLOCALLES;Comandante Zorita;0,00000000000;0,00000000000;20141125;0,64602087971
CICLOCALLES;Diego de Leæn;0,00000000000;0,00000000000;20141125;0,98939893238
CICLOCALLES;Costa Rica;0,00000000000;0,00000000000;20141125;0,68480237029
CICLOCALLES;Costa Rica;0,00000000000;0,00000000000;20141125;0,70239551544
CICLOCALLES;Ramæn y Cajal;0,00000000000;0,00000000000;20141125;0,84715863916
CICLOCALLES;Bruselas;0,00000000000;0,00000000000;20141125;0,24385775385
CICLOCALLES;Francisco Santos;0,00000000000;0,00000000000;20141125;0,06438666176
CICLOCALLES;Corazæn de Mar›a;0,00000000000;0,00000000000;20141125;0,48972349996
CICLOCALLES;Reina Victoria;0,00000000000;0,00000000000;20141125;0,95261818321
CICLOCALLES;Raimundo Fernandez Villaverde;0,00000000000;0,00000000000;20141125;1,08628203597
CICLOCALLES;Gral Læpez Pozas;0,00000000000;0,00000000000;20141125;0,42560529795
CICLOCALLES;Alfonso XIII;0,00000000000;0,00000000000;20141125;0,34702471083
CICLOCALLES;Alfonso XIII;0,00000000000;0,00000000000;20141125;1,05411173788
