nombreOriginal;OBJECTID;ID_EJE;ID_GRUPO;ID_TIPO;TX_CAPA;NU_DIRECCI;NU_DOBLE_S;TX_NOMBRE;TX_NOMBRE_;Shape_Leng;tipoVia
Marchamalo;1872;0;0;1;CICLOCALLES;0;1; MARCHAMALO;;259,40610161400;
San Feli·/Avenida de la Albufera;1873;0;0;1;CICLOCALLES;1;0; SAN FELI· / AVENIDA DE LA ALBUFERA;;132,85001814100;
Parque Fof¾;1874;0;0;2;PEATONAL;0;0; PARQUE FOFÓ;;581,24738842600;
Javier de Miguel;1875;0;0;1;CICLOCALLES;0;1; JAVIER DE MIGUEL;;784,48612408900;
Los Santos Inocentes;1876;0;0;1;CICLOCALLES;1;0; LOS SANTOS INOCENTES;;42,47346357760;
Paso Estaci¾n de El Pozo;1877;0;0;2;PEATONAL;0;0; PASO ESTACIÓN DE EL POZO;;65,76917712520;
Viridiana;1878;0;0;1;CICLOCALLES;1;0; VIRIDIANA;;239,31492987800;
Sierra de Tejeda;1879;0;0;1;CICLOCALLES;1;0; SIERRA DE TEJEDA;;102,28737789800;
Doctor Sßnchez;1880;0;0;1;CICLOCALLES;1;0; DOCTOR ÁSNCHEZ;;214,19018683500;
Sierra de Tejeda;1881;0;0;1;CICLOCALLES;1;0; SIERRA DE TEJEDA;;115,73280274800;
San MoisÚs;1882;0;0;1;CICLOCALLES;1;0; SAN MOISÚS;;198,09315041700;
Viridiana;1883;0;0;1;CICLOCALLES;0;1; VIRIDIANA;;369,85236371700;
Antonio Garisa;1884;0;0;1;CICLOCALLES;1;0; ANTONIO GARISA;;34,36528056970;
Antonio Garisa;1885;0;0;1;CICLOCALLES;1;0; ANTONIO GARISA;;31,74484304530;
Los Santos Inocentes;1886;0;0;1;CICLOCALLES;1;0; LOS SANTOS INOCENTES;;174,46258015500;
Los Santos Inocentes;1887;0;0;1;CICLOCALLES;1;0; LOS SANTOS INOCENTES;;119,09788539500;
Los Santos Inocentes;1888;0;0;1;CICLOCALLES;1;0; LOS SANTOS INOCENTES;;173,53282420600;
Los Santos Inocentes;1889;0;0;1;CICLOCALLES;1;0; LOS SANTOS INOCENTES;;135,28574763300;
Parque de Palomeras Bajas;1890;0;0;1;CICLOCALLES;0;1; PARQUE DE PALOMERAS BAJAS;;82,51775027240;
Mogambo;1891;0;0;1;CICLOCALLES;0;1; MOGAMBO;;287,65971563800;
Viridiana;1892;0;0;1;CICLOCALLES;1;0; VIRIDIANA;;166,33071816200;
Sabrina;1893;0;0;1;CICLOCALLES;1;0; SABRINA;;185,01414185000;
Candilejas;1894;0;0;1;CICLOCALLES;0;1; CANDILEJAS;;104,34077275300;
MartÝnez de la Riva;1895;0;0;1;CICLOCALLES;1;0; MARTÍNEZ DE LA RIVA;;103,89594665700;
Historias de la Radio;1896;0;1;1;CICLOCALLES;1;0; HISTORIAS DE LA RADIO;;225,81015530800;
La Cenicienta;1897;0;0;1;CICLOCALLES;0;1; LA CENICIENTA;;177,05156670400;
Viridiana/Mogambo;1898;0;0;1;CICLOCALLES;1;0; VIRIDIANA / MOGAMBO;;132,85003304600;
Avda. Pablo Neruda/La Cenicienta;1899;0;0;1;CICLOCALLES;1;0; AVENIDA PABLO NERUDA / LA CENICIENTA;;132,85001654500;Avenida
La Diligencia;1900;0;0;1;CICLOCALLES;0;1; LA DILIGENCIA;;209,75667175700;
Alianza;1902;0;0;1;CICLOCALLES;1;0; ALIANZA;;237,43192372100;
Coalici¾n;1903;0;0;1;CICLOCALLES;1;0; COALICIÓN;;288,74415926600;
Parque Espinillo;1904;0;0;2;PEATONAL;0;0; PARQUE ESPINILLO;;301,52025887900;
Alianza;1905;0;0;1;CICLOCALLES;0;1; ALIANZA;;110,93876731800;
Avda. Orovilla/Unanimidad;1906;0;0;1;CICLOCALLES;1;0; AVENIDA OROVILLA / UNANIMIDAD;;132,85004278500;Avenida
Avda. Andalucia/Bohemios;1907;0;0;1;CICLOCALLES;1;0; AVENIDA ANDALUCIA / BOHEMIOS;;321,33612536600;Avenida
Bohemios;1908;0;0;1;CICLOCALLES;1;0; BOHEMIOS;;297,60028716100;
La del Manojo de Rosas;1909;0;0;1;CICLOCALLES;1;0; LA DEL MANOJO DE ROSAS;;421,74999992900;
Clara Shumann;1910;0;0;1;CICLOCALLES;0;1; CLARA SHUMANN;;216,98663506300;
Selma Lagerloff;1911;0;0;1;CICLOCALLES;0;1; SELMA LAGERLOFF;;214,58150769800;
Diamante;1912;0;0;1;CICLOCALLES;0;1; DIAMANTE;;59,55287830520;
Villaverde a Vallecas;1913;0;0;1;CICLOCALLES;0;1; VILLAVERDE A VALLECAS;;31,09068587000;
Vilafuerte;1914;0;0;1;CICLOCALLES;0;1; VILAFUERTE;;286,13266833500;
CiudadanÝa;1915;0;0;1;CICLOCALLES;0;1; CIUDADANÍA;;256,37558252800;
La Corte del Fara¾n;1916;0;0;1;CICLOCALLES;0;1; LA CORTE DEL FARAÓN;;341,70692372100;
Unanimidad;1917;0;0;1;CICLOCALLES;1;0; UNANIMIDAD;;746,27843014900;
Unanimidad;1918;0;0;1;CICLOCALLES;1;0; UNANIMIDAD;;347,63449351600;
Unanimidad;1919;0;0;1;CICLOCALLES;0;1; UNANIMIDAD;;254,12402951500;
Tertulia;1920;0;0;1;CICLOCALLES;0;1; TERTULIA;;481,33961082700;
Pasarela M-30;1923;0;0;2;PEATONAL;0;0; PASARELA ;;219,53317209700;Pasarela
Sandalio L¾pez;1925;0;0;2;PEATONAL;0;0; SANDALIO LÓPEZ;;141,90157242900;
Llodio/Manresa;1926;0;0;1;CICLOCALLES;0;1; LLODIO / MANRESA;;301,42742318600;
Tutor;1927;0;0;1;CICLOCALLES;1;0; TUTOR;;252,87638176300;
Francisco Navacerrada;1928;0;0;1;CICLOCALLES;1;0; FRANCISCO NAVACERRADA;;535,80756617400;
Carlos Pereyra;1929;0;0;1;CICLOCALLES;0;1; CARLOS PEREYRA;;152,08960368900;
Pradillo;1931;0;0;1;CICLOCALLES;1;0; PRADILLO;;74,59834853800;
Gustavo Fernßndez Balbuena;1932;0;0;1;CICLOCALLES;1;0; GUSTAVO FERNÁNDEZ BALBUENA;;76,25241547940;
Luis Larrainza;1933;0;0;1;CICLOCALLES;1;0; LUIS LARRAINZA;;118,03903726800;
Jorge Manrique;1934;0;0;1;CICLOCALLES;1;0; JORGE MANRIQUE;;190,48085253400;
Juan de la Cierva;1935;0;0;1;CICLOCALLES;1;0; JUAN DE LA CIERVA;;176,76719363300;
JoaquÝn Costa;1936;0;0;1;CICLOCALLES;1;0; JOAQUÍN COSTA;;120,08936293500;
JoaquÝn Costa;1937;0;0;2;PEATONAL;0;0; JOAQUÍN COSTA;;121,62684404700;
MarquÚs de Ahumada/Ferrer del RÝo;1938;0;0;1;CICLOCALLES;1;0; MARQUÉS DE AHUMADA / FERRER DEL RÍO;;361,83749030000;
Francisco Remiro;1940;0;0;1;CICLOCALLES;1;0; FRANCISCO REMIRO;;345,65441365800;
Bonn;1941;0;0;1;CICLOCALLES;1;0; BONN;;82,45886758850;
Bonn;1942;0;0;1;CICLOCALLES;1;0; BONN;;312,59894124000;
Conde de Vilches;1944;0;0;1;CICLOCALLES;1;0; CONDE DE VILCHES;;349,87400403300;
Francisco Remiro;1945;0;0;1;CICLOCALLES;1;0; FRANCISCO REMIRO;;374,93634649700;
Francisco Remiro;1946;0;0;1;CICLOCALLES;1;0; FRANCISCO REMIRO;;64,06650654620;
Bonn;1947;0;0;1;CICLOCALLES;1;0; BONN;;103,14106173900;
Bonn;1948;0;0;1;CICLOCALLES;1;0; BONN;;312,70391914000;
Pilar de Zaragoza;1949;0;0;1;CICLOCALLES;1;0; PILAR DE ZARAGOZA;;278,99665426700;
Parque Fuente del Berro;1950;0;0;2;PEATONAL;0;0; PARQUE FUENTE DEL BERRO;;465,38521981400;
Arroyo de la Media Legua;1951;0;0;1;CICLOCALLES;0;1; ARROYO DE LA MEDIA LEGUA;;250,38983806900;Arroyo
Juan Esplandiu;1952;0;0;1;CICLOCALLES;1;0; JUAN ESPLANDIU;;419,69495284400;
Doce de Octubre;1953;0;0;1;CICLOCALLES;0;1; DOCE DE OCTUBRE;;212,08544314800;
Antonio Arias;1954;0;0;1;CICLOCALLES;1;0; ANTONIO ARIAS;;404,31190026600;
Acceso Retiro por calle 12 de Octubre;1955;0;0;1;CICLOCALLES;0;1; ACCESO RETIRO POR CALLE  DE OCTUBRE;;247,96100294100;Acceso
Don Felipe;1957;0;0;1;CICLOCALLES;1;0; DON FELIPE;;37,16822831210;
Molino de Viento;1958;0;0;1;CICLOCALLES;1;0; MOLINO DE VIENTO;;170,17965807600;
Carlos Cambronero;1959;0;0;1;CICLOCALLES;1;0; CARLOS CAMBRONERO;;56,04339970490;
San Roque;1960;0;0;1;CICLOCALLES;1;0; SAN ROQUE;;154,08991547000;
Silva;1961;0;0;1;CICLOCALLES;1;0; SILVA;;313,68958242100;
Ponzano/Virtudes;1962;0;0;1;CICLOCALLES;0;1; PONZANO / VIRTUDES;;570,22026871400;
Ponzano;1963;0;0;1;CICLOCALLES;1;0; PONZANO;;220,72614388800;
Juan Vig¾n;1964;0;0;1;CICLOCALLES;0;1; JUAN VIGÓN;;353,55260713900;
Paseo de Camoens;1965;0;0;2;PEATONAL;0;0; PASEO DE CAMOENS;;32,67716674440;Paseo
Parque del Oeste;1966;0;0;2;PEATONAL;0;0; PARQUE DEL OESTE;;156,51949673100;
Paso Moncloa;1967;0;0;2;PEATONAL;0;0; PASO MONCLOA;;147,17195926500;
Mario Recuero;1970;0;0;1;CICLOCALLES;1;0; MARIO RECUERO;;57,82206010710;
Basilio de Prado;1971;0;0;1;CICLOCALLES;1;0; BASILIO DE PRADO;;107,65877202700;
Vicente Baena;1972;0;0;1;CICLOCALLES;1;0; VICENTE BAENA;;253,69403433700;
Alejandro Casona;1973;0;0;1;CICLOCALLES;1;0; ALEJANDRO CASONA;;135,35171140900;
Alejandro Casona;1974;0;0;1;CICLOCALLES;1;0; ALEJANDRO CASONA;;332,69913787600;
Islas Mascare±as;1975;0;0;1;CICLOCALLES;1;0; ISLAS MASCAREÑAS;;204,64402284100;
Mario Recuero;1976;0;0;1;CICLOCALLES;1;0; MARIO RECUERO;;243,25981597500;
RosalÝa de Castro;1977;0;0;1;CICLOCALLES;0;1; ROSALÍA DE CASTRO;;349,99981149400;
Golfo de Sal¾nica;1978;0;0;1;CICLOCALLES;0;1; GOLFO DE SALÓNICA;;915,49453362700;
Manoteras;1991;0;0;1;CICLOCALLES;1;0; MANOTERAS;;677,49412070700;
Manoteras;1992;0;0;1;CICLOCALLES;1;0; MANOTERAS;;192,50009086500;
O±a;1993;0;0;1;CICLOCALLES;1;0; OÑA;;132,85004121300;
Pintor Lucio Mu±oz;1994;0;0;1;CICLOCALLES;1;0; PINTOR LUCIO MUÑOZ;;1071,65666619000;
Dulce Chac¾n;1995;0;0;2;PEATONAL;0;0; DULCE CHACÓN;;239,98193131700;
Paso sobre M-11;1996;0;0;2;PEATONAL;0;0; PASO SOBRE ;;153,79867138000;
Acceso pasarela M-11;1997;0;0;2;PEATONAL;0;0; ACCESO PASARELA ;;199,63160393300;Acceso
Roquetas de Mar;1998;0;0;1;CICLOCALLES;0;1; ROQUETAS DE MAR;;657,99934477300;
Montoro;2000;0;0;1;CICLOCALLES;1;0; MONTORO;;214,40099919100;
Montoro;2001;0;0;1;CICLOCALLES;1;0; MONTORO;;234,84412319500;
Montoro;2002;0;0;1;CICLOCALLES;1;0; MONTORO;;199,27505812500;
Montoro;2003;0;0;1;CICLOCALLES;0;1; MONTORO;;373,98733956300;
Parque calle del PÚndulo;2004;0;0;2;PEATONAL;0;0; PARQUE CALLE DEL PÚNDULO;;31,84853865160;
Sierra Gador;2005;0;0;1;CICLOCALLES;1;0; SIERRA GADOR;;28,13277791600;
Sierra de Guadalupe;2006;0;0;1;CICLOCALLES;1;0; SIERRA DE GUADALUPE;;214,10618968000;
Sierra Gador;2007;0;0;1;CICLOCALLES;1;0; SIERRA GADOR;;28,13278330670;
Monte Aya;2008;0;0;1;CICLOCALLES;0;1; MONTE AYA;;85,65906319190;
Fuentidue±a;2009;0;0;2;PEATONAL;0;0; FUENTIDUEÑA;;34,82645433060;
Fuentidue±a;2010;0;0;1;CICLOCALLES;0;1; FUENTIDUEÑA;;95,63737057020;
Pe±a Cervera;2011;0;0;1;CICLOCALLES;0;1; PEÑA CERVERA;;318,36175528400;
Congosto;2012;0;0;1;CICLOCALLES;0;1; CONGOSTO;;780,29923987000;
Jes·s del Pino;2013;0;0;1;CICLOCALLES;1;0; JESÚS DEL PINO;;270,59264388100;
Juan de Malasa±a;2014;0;0;1;CICLOCALLES;1;0; JUAN DE MALASAÑA;;78,52692733240;
Real de Arganda;2015;0;0;1;CICLOCALLES;1;0; REAL DE ARGANDA;;144,01361701000;
Montes de Barbanza;2016;0;0;1;CICLOCALLES;0;1; MONTES DE BARBANZA;;429,29016803300;
Puerto de Porzuna;2017;0;0;1;CICLOCALLES;0;1; PUERTO DE PORZUNA;;312,27739596500;
Jes·s del Pino;2018;0;0;1;CICLOCALLES;1;0; JESÚS DEL PINO;;209,12130929100;
Sierra de Guadalupe;2019;0;0;1;CICLOCALLES;1;0; SIERRA DE GUADALUPE;;209,12135153600;
Camino de Vasares;2020;0;0;1;CICLOCALLES;0;1; CAMINO DE VASARES;;568,76700376300;Camino
Felipe ?lvarez;2021;0;0;1;CICLOCALLES;0;1; FELIPE ÁLVAREZ;;302,69156450100;
Felipe ?lvarez;2022;0;0;1;CICLOCALLES;0;1; FELIPE ÁLVAREZ;;132,85003636200;
Avda. Albufera con Felipe ?lvarez;2023;0;0;1;CICLOCALLES;1;0; AVENIDA ALBUFERA CON FELIPE ÁLVAREZ;;132,85005529700;Avenida
Avda. Albufera con Arboleda y Democracia;2024;0;0;1;CICLOCALLES;1;0; AVENIDA ALBUFERA CON ARBOLEDA Y DEMOCRACIA;;227,09308307200;Avenida
Albufera;2025;0;0;2;PEATONAL;0;0; ALBUFERA;;321,30757941100;
Arboleda;2026;0;0;1;CICLOCALLES;0;1; ARBOLEDA;;520,13815634400;
Campus Sur UPM;2027;0;0;1;CICLOCALLES;1;0; CAMPUS SUR UPM;;346,27780272100;
Parque calle del PÚndulo;2028;0;0;2;PEATONAL;0;0; PARQUE CALLE DEL PÚNDULO;;39,49392257160;
Parque calle del PÚndulo;2029;0;0;2;PEATONAL;0;0; PARQUE CALLE DEL PÚNDULO;;104,23656577300;
Paso A3/Calle del PÚndulo;2030;0;0;2;PEATONAL;0;0; PASO  / CALLE DEL PÚNDULO;;39,33953471940;
Paso A3/Calle del PÚndulo;2031;0;0;2;PEATONAL;0;0; PASO  / CALLE DEL PÚNDULO;;230,95501123000;
Pasarela sobre A-3 de Campus Sur a calle PÚndulo;2032;0;0;2;PEATONAL;0;0; PASARELA SOBRE  DE CAMPUS SUR A CALLE PÚNDULO;;232,87897353600;Pasarela
Campus Sur UPM;2033;0;0;1;CICLOCALLES;0;1; CAMPUS SUR UPM;;282,43452846500;
Acceso FAUNIA;2034;0;0;2;PEATONAL;0;0; ACCESO FAUNIA;;259,78215992800;Acceso
Cordel de Pavones;2035;0;0;2;PEATONAL;0;0; CORDEL DE PAVONES;;71,41236552420;
PÚndulo;2036;0;0;1;CICLOCALLES;1;0; PÚNDULO;;464,46891817200;
Ladera de los Almendros;2037;0;0;1;CICLOCALLES;1;0; LADERA DE LOS ALMENDROS;;72,52785204010;
Poetas;2039;0;0;1;CICLOCALLES;1;0; POETAS;;458,52283931300;
Pinillas;2040;0;0;1;CICLOCALLES;1;0; PINILLAS;;461,58723355700;
Ladera de los Almendros;2041;0;0;1;CICLOCALLES;1;0; LADERA DE LOS ALMENDROS;;1053,86548475000;
Cordel de Pavones;2042;0;0;1;CICLOCALLES;1;0; CORDEL DE PAVONES;;1064,36083745000;
Juglares;2043;0;0;1;CICLOCALLES;1;0; JUGLARES;;461,04228519900;
Raya;2044;0;0;1;CICLOCALLES;1;0; RAYA;;461,30982722000;
Fuentidue±a;2045;0;0;1;CICLOCALLES;0;1; FUENTIDUEÑA;;670,23885136000;
Villar del Olmo;2046;0;0;1;CICLOCALLES;0;1; VILLAR DEL OLMO;;283,72146453500;
Laponia;2047;0;0;1;CICLOCALLES;0;1; LAPONIA;;780,04359174300;
Luis de Hoyos Sßinz;2048;0;0;1;CICLOCALLES;0;1; LUIS DE HOYOS ÁSINZ;;652,48574525500;
Pasarela M-40;2051;0;0;2;PEATONAL;0;0; PASARELA ;;505,29774203700;Pasarela
Valdebernardo;2052;0;0;1;CICLOCALLES;0;1; VALDEBERNARDO;;786,60947501800;
Encomienda de Palacios;2053;0;0;1;CICLOCALLES;0;1; ENCOMIENDA DE PALACIOS;;779,14993791200;
Encomienda de Palacios;2054;0;0;1;CICLOCALLES;0;1; ENCOMIENDA DE PALACIOS;;389,25487793900;
Pico de los Artilleros;2055;0;0;1;CICLOCALLES;0;1; PICO DE LOS ARTILLEROS;;757,51428980100;
Mario CabrÚ;2056;0;0;1;CICLOCALLES;0;1; MARIO CABRÚ;;365,94339593300;
JosÚ BergamÝn;2057;0;0;1;CICLOCALLES;0;1; JOSÚ BERGAMÍN;;712,88852482100;
Molina de Segura;2058;0;0;1;CICLOCALLES;0;1; MOLINA DE SEGURA;;291,19860065300;
Molina de Segura;2059;0;0;1;CICLOCALLES;0;1; MOLINA DE SEGURA;;352,92839624100;
Luis de Hoyos Sßinz;2060;0;0;1;CICLOCALLES;0;1; LUIS DE HOYOS ÁSINZ;;426,19654685800;
Encuentro;2061;0;0;1;CICLOCALLES;1;0; ENCUENTRO;;199,27504440300;
Arroyo Fontarr¾n;2062;0;0;1;CICLOCALLES;0;1; ARROYO FONTARRÓN;;189,88503516300;Arroyo
Corregidor Juan Francisco de Lujßn;2063;0;0;1;CICLOCALLES;0;1; CORREGIDOR JUAN FRANCISCO DE LUJÁN;;542,04061585900;
Corregidor Juan Francisco de Lujßn;2064;0;0;2;PEATONAL;0;0; CORREGIDOR JUAN FRANCISCO DE LUJÁN;;50,82283145650;
Corregidor Juan Francisco de Lujßn;2065;0;0;1;CICLOCALLES;0;1; CORREGIDOR JUAN FRANCISCO DE LUJÁN;;173,53426641800;
Doctor GarcÝa Tapia;2066;0;0;2;PEATONAL;0;0; DOCTOR GARCÍA TAPIA;;131,50817891200;
Arroyo Belincoso;2067;0;0;1;CICLOCALLES;0;1; ARROYO BELINCOSO;;525,36969639900;Arroyo
Arroyo de las Pilillas;2068;0;0;1;CICLOCALLES;0;1; ARROYO DE LAS PILILLAS;;225,53116168200;Arroyo
Parque Lineal de Palomeras con Gonzßlez Dßvila;2069;0;0;2;PEATONAL;0;0; PARQUE LINEAL DE PALOMERAS CON GONZÁLEZ DÁVILA;;699,02451519100;
Jardines Campo de la Paloma;2070;0;0;1;CICLOCALLES;0;1; JARDIN CAMPO DE LA PALOMA;;237,44901923800;Jadin
MartÝnez de la Riva;2071;0;0;1;CICLOCALLES;1;0; MARTÍNEZ DE LA RIVA;;707,29668913500;
Santa Julia;2072;0;0;1;CICLOCALLES;1;0; SANTA JULIA;;95,65323644230;
Sanz Raso;2073;0;0;1;CICLOCALLES;1;0; SANZ RASO;;383,59054740100;
Picos de Europa;2074;0;0;1;CICLOCALLES;1;0; PICOS DE EUROPA;;31,44457373540;
San Virgilio;2075;0;0;1;CICLOCALLES;1;0; SAN VIRGILIO;;62,25560916210;
Alguacil;2076;0;0;1;CICLOCALLES;1;0; ALGUACIL;;56,82922300020;
San Diego;2077;0;0;1;CICLOCALLES;0;1; SAN DIEGO;;149,24765616300;
Carlos MartÝn ?lvarez;2078;0;0;1;CICLOCALLES;0;1; CARLOS MARTÍN ÁLVAREZ;;840,20756352500;
Sierra de Cadi;2079;0;0;1;CICLOCALLES;0;1; SIERRA DE CADI;;205,85551093400;
Rogelio Folgueras;2080;0;0;1;CICLOCALLES;1;0; ROGELIO FOLGUERAS;;193,65389770900;
JosÚ Paulete;2081;0;0;1;CICLOCALLES;1;0; JOSÚ PAULETE;;195,70941757500;
C? Valderribas;2083;0;0;1;CICLOCALLES;0;1; CALLE VALDERRIBAS;;43,65330029220;Calle
Valderribas;2084;0;0;1;CICLOCALLES;1;0; VALDERRIBAS;;224,33514118600;
L¾pez Grass;2085;0;0;1;CICLOCALLES;1;0; LÓPEZ GRASS;;249,17785996700;
Venancio MartÝn;2086;0;0;1;CICLOCALLES;1;0; VENANCIO MARTÍN;;271,81117640300;
Valderribas;2087;0;0;1;CICLOCALLES;1;0; VALDERRIBAS;;413,61233171300;
Puerto de Canfranc;2088;0;0;1;CICLOCALLES;1;0; PUERTO DE CANFRANC;;660,16904044200;
Albufera;2089;0;0;1;CICLOCALLES;1;0; ALBUFERA;;41,19666391590;
Puerto Pajares;2090;0;0;1;CICLOCALLES;1;0; PUERTO PAJARES;;238,20541546100;
Ruices;2091;0;0;1;CICLOCALLES;1;0; RUICES;;66,91255349820;
MartÝnez de la Riva;2092;0;0;1;CICLOCALLES;1;0; MARTÍNEZ DE LA RIVA;;89,38544318840;
Pßrroco Don Emilio Franco;2093;0;0;1;CICLOCALLES;1;0; PÁRROCO DON EMILIO FRANCO;;96,06739756850;
Arroyo del Olivar;2094;0;0;1;CICLOCALLES;1;0; ARROYO DEL OLIVAR;;623,08912831300;Arroyo
MartÝnez de la Riva;2095;0;0;1;CICLOCALLES;0;1; MARTÍNEZ DE LA RIVA;;411,32719540500;
Sierra de Filabres;2096;0;0;1;CICLOCALLES;1;0; SIERRA DE FILABRES;;108,08001100200;
Sierra de Filabres;2097;0;0;1;CICLOCALLES;1;0; SIERRA DE FILABRES;;377,65880435900;
Enrique Velasco;2098;0;0;1;CICLOCALLES;1;0; ENRIQUE VELASCO;;445,26924540600;
Payaso Fof¾;2099;0;0;1;CICLOCALLES;0;1; PAYASO FOFÓ;;817,19481592400;
La Diligencia;2100;0;0;1;CICLOCALLES;0;1; LA DILIGENCIA;;580,06544320400;
Valderribas;2101;0;0;1;CICLOCALLES;-1;0; VALDERRIBAS;;329,20453344400;
Gutenberg;2102;0;0;1;CICLOCALLES;1;0; GUTENBERG;;121,22270236600;
VandergotÚn;2103;0;0;1;CICLOCALLES;1;0; VANDERGOTÚN;;158,67855242300;
Ciudad de Barcelona;2104;0;0;1;CICLOCALLES;1;0; CIUDAD DE BARCELONA;;55,69783004040;
Antonio Nebrija;2105;0;0;1;CICLOCALLES;1;0; ANTONIO NEBRIJA;;111,35073629000;
TÚllez;2106;0;0;2;PEATONAL;0;0; TÚLLEZ;;402,26051607800;
Juan de Urbieta;2107;0;0;1;CICLOCALLES;1;0; JUAN DE URBIETA;;387,97844445000;
Cocheras;2108;0;0;1;CICLOCALLES;0;1; COCHERAS;;117,77477204200;
Hoyuelo;2109;0;0;1;CICLOCALLES;0;1; HOYUELO;;78,24234146980;
TÚllez;2110;0;0;1;CICLOCALLES;0;1; TÚLLEZ;;135,75315762600;
TÚllez;2111;0;0;1;CICLOCALLES;0;1; TÚLLEZ;;71,63198171680;
Alberche;2112;0;0;2;PEATONAL;0;0; ALBERCHE;;164,15365829700;
Cerro de la Plata;2113;0;0;2;PEATONAL;0;0; CERRO DE LA PLATA;;156,08358847800;
Jßtiva;2114;0;0;1;CICLOCALLES;1;0; JÁTIVA;;421,29232460400;
Cerro de la Plata;2115;0;0;1;CICLOCALLES;1;0; CERRO DE LA PLATA;;92,30257406460;
Cerro de la Plata;2116;0;0;1;CICLOCALLES;1;0; CERRO DE LA PLATA;;426,25319323100;
Calle del Comercio (Bajada aparcamiento de Atocha);2118;0;0;2;PEATONAL;0;0; CALLE DEL COMERCIO ( BAJADA APARCAMIENTO DE ATOCHA );;461,31411992100;Calle
Avenida del Manzanares;2119;0;0;1;CICLOCALLES;1;0; AVENIDA DEL MANZANARES;;222,93819471700;Avenida
Ermita del Santo;2120;0;0;1;CICLOCALLES;1;0; ERMITA DEL SANTO;;240,72723041100;
Paseo de la Esperanza;2121;0;0;1;CICLOCALLES;0;1; PASEO DE LA ESPERANZA;;225,58151481600;Paseo
Palo de Rosa;2122;0;0;1;CICLOCALLES;0;1; PALO DE ROSA;;130,01438708300;
Gas¾metro;2123;0;0;1;CICLOCALLES;0;1; GASÓMETRO;;156,30685998000;
Gas¾metro;2124;0;0;1;CICLOCALLES;0;1; GASÓMETRO;;114,73018570800;
Gas¾metro;2125;0;0;1;CICLOCALLES;0;1; GASÓMETRO;;91,42054976690;
Palo de Rosa;2126;0;0;2;PEATONAL;0;0; PALO DE ROSA;;118,49399976900;
Arganda/Melilla;2127;0;0;2;PEATONAL;0;0; ARGANDA / MELILLA;;165,48062990700;
Arganda;2128;0;0;1;CICLOCALLES;1;0; ARGANDA;;552,97789539700;
Nebulosas;2129;0;0;1;CICLOCALLES;0;1; NEBULOSAS;;484,84560587800;
Bolivar;2130;0;0;1;CICLOCALLES;1;0; BOLIVAR;;540,58793048200;
Ricardo Damas;2131;0;0;1;CICLOCALLES;0;1; RICARDO DAMAS;;446,23936649200;
Teniente Coronel Nore±a;2132;0;0;1;CICLOCALLES;0;1; TENIENTE CORONEL NOREÑA;;134,35567937700;
Bronce;2133;0;0;1;CICLOCALLES;1;0; BRONCE;;243,63358470600;
Hierro;2134;0;0;1;CICLOCALLES;0;1; HIERRO;;593,50161836900;
Villaverde a Vallecas;2135;0;0;1;CICLOCALLES;0;1; VILLAVERDE A VALLECAS;;78,24071455240;
Augustobriga;2136;0;0;1;CICLOCALLES;0;1; AUGUSTOBRIGA;;656,49374618100;
Domingo Pßrraga;2137;0;0;1;CICLOCALLES;0;1; DOMINGO PÁRRAGA;;639,33400090400;
Real de Pinto;2138;0;0;1;CICLOCALLES;0;1; REAL DE PINTO;;152,04182551400;
Valle de Tobalina;2139;0;0;1;CICLOCALLES;0;1; VALLE DE TOBALINA;;183,99154046000;Valle
Bascu±uelos;2140;0;0;1;CICLOCALLES;0;1; BASCUÑUELOS;;597,39362691200;
Ciudad de FrÝas;2141;0;0;1;CICLOCALLES;0;1; CIUDAD DE FRÍAS;;447,23986155400;
San Ezequiel;2142;0;0;1;CICLOCALLES;0;1; SAN EZEQUIEL;;113,52291907500;
Valle de Tobalina;2143;0;0;1;CICLOCALLES;0;1; VALLE DE TOBALINA;;306,55234593300;Valle
Real de Pinto;2144;0;0;1;CICLOCALLES;0;1; REAL DE PINTO;;378,20032166900;
Camino Viejo de Villaverde;2145;0;0;1;CICLOCALLES;1;0; CAMINO VIEJO DE VILLAVERDE;;339,45316136400;Camino
Gran Avenida;2146;0;0;1;CICLOCALLES;1;0; GRAN AVENIDA;;650,92026365800;
Nivar;2147;0;0;1;CICLOCALLES;1;0; NIVAR;;182,24849252700;
Orcasur;2148;0;0;1;CICLOCALLES;1;0; ORCASUR;;241,46172931000;
Salvador MartÝnez;2149;0;0;1;CICLOCALLES;1;0; SALVADOR MARTÍNEZ;;289,18497405700;
ConÝferas;2150;0;0;1;CICLOCALLES;1;0; CONÍFERAS;;213,18776945300;
Camino Viejo de Villaverde;2151;0;0;1;CICLOCALLES;1;0; CAMINO VIEJO DE VILLAVERDE;;327,20436928700;Camino
Gran Avenida;2152;0;0;1;CICLOCALLES;1;0; GRAN AVENIDA;;647,35921395300;
Sacromonte;2153;0;0;1;CICLOCALLES;1;0; SACROMONTE;;192,99668722600;
Orcasur;2154;0;0;1;CICLOCALLES;1;0; ORCASUR;;273,90908748500;
Salvador MartÝnez;2155;0;0;1;CICLOCALLES;1;0; SALVADOR MARTÍNEZ;;296,22273709600;
ConÝferas;2156;0;0;1;CICLOCALLES;1;0; CONÍFERAS;;202,66994927400;
Parque de las Cruces;2157;0;0;2;PEATONAL;0;0; PARQUE DE LAS CRUCES;;308,61244516500;
