nombreOriginal;OBJECTID;ID_EJE;ID_GRUPO;ID_TIPO;TX_CAPA;NU_DIRECCI;NU_DOBLE_S;TX_NOMBRE;TX_NOMBRE_;Shape_Leng;tipoVia
Calle de Barcel¾;467;423;425;1;CICLOCALLES;-1;0; CALLE DE BARCELÓ;BARCELO;206,66982093900;Calle
Calle de Alburquerque;468;424;427;1;CICLOCALLES;1;0; CALLE DE ALBURQUERQUE;ALBURQUERQUE;19,88022450390;Calle
Calle del General Ampudia;1477;1469;1983;1;CICLOCALLES;-1;0; CALLE DEL GENERAL AMPUDIA;GENERAL AMPUDIA;344,32710640000;Calle
Calle del Rector Royo-Villanova;1478;1470;1985;1;CICLOCALLES;0;1; CALLE DEL RECTOR ROYO-VILLANOVA;RECTOR ROYO-VILLANOVA;445,67350343100;Calle
Avenida del Doctor Federico Rubio y GalÝ;1479;1471;1988;1;CICLOCALLES;1;0; AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALÍ;DOCTOR FEDERICO RUBIO Y GALI;36,36021887870;Avenida
Calle del Camino de la Moreras;1480;1472;1989;1;CICLOCALLES;1;0; CALLE DEL CAMINO DE LA MORERAS;MORERAS;309,49521305200;Calle
Paseo de la Direcci¾n;1481;1473;1990;1;CICLOCALLES;1;0; PASEO DE LA DIRECCIÓN;DIRECCION;345,95625291600;Paseo
Calle de Lorenzana;1482;1474;1991;1;CICLOCALLES;1;0; CALLE DE LORENZANA;LORENZANA;138,46200420600;Calle
Calle de San Restituto;1483;1475;1992;1;CICLOCALLES;0;1; CALLE DE SAN RESTITUTO;SAN RESTITUTO;261,21351615600;Calle
Calle de Sinesio Delgado;1484;1476;1993;2;PEATONAL;0;0; CALLE DE SINESIO DELGADO;SINESIO DELGADO;115,65736500200;Calle
Calle de Valdeverdeja;1485;1477;1994;1;CICLOCALLES;0;1; CALLE DE VALDEVERDEJA;VALDEVERDEJA;119,92378166300;Calle
Calle de CÚsar Manrique;1486;1478;1995;1;CICLOCALLES;0;1; CALLE DE CÚSAR MANRIQUE;CESAR MANRIQUE;154,36482006900;Calle
Calle de Antonio Machado;1487;1479;1996;1;CICLOCALLES;0;1; CALLE DE ANTONIO MACHADO;ANTONIO MACHADO;168,72357837500;Calle
Calle de Valderrodrigo;1488;1480;1997;1;CICLOCALLES;0;1; CALLE DE VALDERRODRIGO;VALDERRODRIGO;71,07857234320;Calle
Calle de ValdevarnÚs;1489;1481;1998;1;CICLOCALLES;0;1; CALLE DE VALDEVARNÚS;VALDEVARNES;238,34675626600;Calle
Calle de Valdesangil;1490;1482;1999;1;CICLOCALLES;0;1; CALLE DE VALDESANGIL;VALDESANGIL;110,74217952800;Calle
Calle de Gascones;1491;1483;2000;1;CICLOCALLES;0;1; CALLE DE GASCONES;GASCONES;97,84997980290;Calle
Calle de Amadeo G¾mez;1492;1484;2001;1;CICLOCALLES;-1;0; CALLE DE AMADEO GÓMEZ;AMADEO GOMEZ;138,83860571600;Calle
Calle de la Senda del Infante;1493;1485;2002;1;CICLOCALLES;0;1; CALLE DE LA SENDA DEL INFANTE;SENDA DEL INFANTE;296,94784550000;Calle
Calle de Moralzarzal;1494;1486;2003;1;CICLOCALLES;0;1; CALLE DE MORALZARZAL;MORALZARZAL;300,81060022200;Calle
Calle de Monasterio de El Paular;1495;1487;2004;1;CICLOCALLES;0;1; CALLE DE MONASTERIO DE EL PAULAR;MONASTERIO DE EL PAULAR;535,05390318400;Calle
Calle de Alfredo Marquerie;1496;1488;2005;1;CICLOCALLES;0;1; CALLE DE ALFREDO MARQUERIE;ALFREDO MARQUERIE;447,45048431900;Calle
Calle de Moralzarzal;1497;1489;2006;1;CICLOCALLES;0;1; CALLE DE MORALZARZAL;MORALZARZAL;363,99815275300;Calle
Calle de Pe±a Sirio;1498;1490;2007;1;CICLOCALLES;0;1; CALLE DE PEÑA SIRIO;PEÐA SIRIO;184,74628953600;Calle
Calle de Lezama;1499;1491;2008;1;CICLOCALLES;1;0; CALLE DE LEZAMA;LEZAMA;288,51456983100;Calle
Calle de Labastida;1500;1492;2009;1;CICLOCALLES;0;1; CALLE DE LABASTIDA;LABASTIDA;161,74057693600;Calle
Calle de Antoniorrobles;1501;1493;2010;1;CICLOCALLES;1;0; CALLE DE ANTONIORROBLES;ANTONIORROBLES;58,99952886480;Calle
Calle de Llodio;1502;1494;2011;1;CICLOCALLES;-1;0; CALLE DE LLODIO;LLODIO;65,94050031110;Calle
Calle de Salvatierra;1503;1495;2012;1;CICLOCALLES;-1;0; CALLE DE SALVATIERRA;SALVATIERRA;284,26684469300;Calle
Calle de La Estrada;1504;1496;2013;1;CICLOCALLES;-1;0; CALLE DE LA ESTRADA;LA ESTRADA;192,73438175900;Calle
Calle de Nuria;1505;1497;2014;2;PEATONAL;0;0; CALLE DE NURIA;NURIA;56,45487774010;Calle
Calle de Marbella;1506;1498;2015;1;CICLOCALLES;0;1; CALLE DE MARBELLA;MARBELLA;415,93539320800;Calle
Calle de La Maso;1507;1499;2016;1;CICLOCALLES;0;1; CALLE DE LA MASO;LA MASO;259,87658619700;Calle
Calle de La Maso;1508;1500;2017;1;CICLOCALLES;0;1; CALLE DE LA MASO;LA MASO;468,90401612400;Calle
Calle de La Maso;1509;1501;2018;1;CICLOCALLES;0;1; CALLE DE LA MASO;LA MASO;60,12362042500;Calle
Calle de la Costa Brava;1510;1502;2020;1;CICLOCALLES;0;1; CALLE DE LA COSTA BRAVA;COSTA BRAVA;245,08671510600;Calle
Calle de FermÝn Caballero;1512;1504;2022;1;CICLOCALLES;0;1; CALLE DE FERMÍN CABALLERO;FERMIN CABALLERO;70,62440930400;Calle
Calle de la Isla de Arosa;1513;1505;2023;1;CICLOCALLES;0;1; CALLE DE LA ISLA DE AROSA;ISLA DE AROSA;97,35161114700;Calle
Calle de FermÝn Caballero;1514;1506;2024;1;CICLOCALLES;0;1; CALLE DE FERMÍN CABALLERO;FERMIN CABALLERO;152,53487587800;Calle
Avenida de Betanzos;1515;1507;2025;1;CICLOCALLES;-1;0; AVENIDA DE BETANZOS;BATANZOS;141,69766524700;Avenida
Calle de Fuencarral;469;425;427;1;CICLOCALLES;1;0; CALLE DE FUENCARRAL;FUENCARRAL;561,56360064100;Calle
Calle de Alburquerque;470;426;428;1;CICLOCALLES;-1;0; CALLE DE ALBURQUERQUE;ALBURQUERQUE;312,23044507700;Calle
;471;427;429;2;PEATONAL;0;0;;;297,76977057300;
Calle de Gonzalo de C¾rdoba;472;428;431;1;CICLOCALLES;-1;0; CALLE DE GONZALO DE CÓRDOBA;GONZALO DE CORDOBA;190,91435206400;Calle
Calle de Barquillo;474;430;442;1;CICLOCALLES;1;0; CALLE DE BARQUILLO;BARQUILLO;601,90009521600;Calle
Calle de BelÚn;475;431;443;1;CICLOCALLES;1;0; CALLE DE BELÚN;BELEN;144,27470295100;Calle
Calle del Arquitecto L¾pez Otero;476;432;444;1;CICLOCALLES;1;0; CALLE DEL ARQUITECTO LÓPEZ OTERO;ARQUITECTO LOPEZ OTERO;939,11392471100;Calle
Calle de MartÝn Fierro;477;433;444;1;CICLOCALLES;1;0; CALLE DE MARTÍN FIERRO;MARTIN FIERRO;243,90609383900;Calle
Calle de Amado Nervo;481;436;451;1;CICLOCALLES;-1;0; CALLE DE AMADO NERVO;AMADO NERVO;300,65129318500;Calle
Calle de Cavanilles;482;437;452;1;CICLOCALLES;0;1; CALLE DE CAVANILLES;CAVANILLES;114,49021254300;Calle
Calle de Francisco Vitoria;483;438;453;1;CICLOCALLES;-1;0; CALLE DE FRANCISCO VITORIA;FRANCISCO VITORIA;111,67000984900;Calle
Calle de Juan de Urbieta;484;439;454;1;CICLOCALLES;-1;0; CALLE DE JUAN DE URBIETA;JUAN DE URBIETA;309,96618896600;Calle
Calle de Antonio DÝaz-Ca±abate;485;440;455;2;PEATONAL;0;0; CALLE DE ANTONIO DÍAZ-CA±ABATE;ANTONIO DIAZ-CAÐABATE;111,32822244700;Calle
Calle de PÝo Baroja;486;441;456;1;CICLOCALLES;0;1; CALLE DE PÍO BAROJA;PIO BAROJA;421,72595203800;Calle
Calle del Doce de Octubre;488;443;460;1;CICLOCALLES;1;0; CALLE DEL DOCE DE OCTUBRE;DOCE DE OCTUBRE;132,57110772300;Calle
Plaza del Doctor Laguna;489;444;464;2;PEATONAL;0;0; PLAZA DEL DOCTOR LAGUNA;DOCTOR LAGUNA;50,52422835090;Plaza
Calle de PÝo Baroja;490;445;465;1;CICLOCALLES;0;1; CALLE DE PÍO BAROJA;PIO BAROJA;96,08173085050;Calle
Calle de Maldonado;491;446;468;1;CICLOCALLES;-1;0; CALLE DE MALDONADO;MALDONADO;738,74878000900;Calle
Calle de Aguirre;492;447;469;1;CICLOCALLES;1;0; CALLE DE AGUIRRE;AGUIRRE;87,68964250850;Calle
Calle de Claudio Coello;493;448;470;1;CICLOCALLES;1;0; CALLE DE CLAUDIO COELLO;CLAUDIO COELLO;1035,13810377000;Calle
Calle de Alcalß;494;449;480;2;PEATONAL;0;0; CALLE DE ALCALÁ;ALCALA;131,67510816000;Calle
Calle de Enrique Larreta;498;453;500;1;CICLOCALLES;1;0; CALLE DE ENRIQUE LARRETA;ENRIQUE LARRETA;243,60838340700;Calle
Paseo de la Habana;499;454;501;1;CICLOCALLES;1;0; PASEO DE LA HABANA;HABANA;60,33244419830;Paseo
Calle de Enrique Larreta;500;455;502;1;CICLOCALLES;1;0; CALLE DE ENRIQUE LARRETA;ENRIQUE LARRETA;238,92248125400;Calle
Parque de RodrÝguez Sahag·n;503;458;503;2;PEATONAL;0;0; PARQUE DE RODRÍGUEZ SAHAGÚN;RODRIGUEZ SAHAGUN;79,60129978800;
Parque de RodrÝguez Sahag·n;504;459;504;2;PEATONAL;0;0; PARQUE DE RODRÍGUEZ SAHAGÚN;RODRIGUEZ SAHAGUN;357,10104204000;
Avenida de PÝo XII;505;460;505;1;CICLOCALLES;1;0; AVENIDA DE PÍO XII;PIO XII;470,97541484700;Avenida
Calle de Fulgencio de Miguel;506;461;506;1;CICLOCALLES;1;0; CALLE DE FULGENCIO DE MIGUEL;FULGENCIO DE MIGUEL;61,68511491010;Calle
Calle de Manuel Luna;507;462;506;1;CICLOCALLES;1;0; CALLE DE MANUEL LUNA;MANUEL LUNA;318,97900808400;Calle
Calle de Florencio GarcÝa;1600;1591;1206;1;CICLOCALLES;0;1; CALLE DE FLORENCIO GARCÍA;FLORENCIO GARCIA;133,07433240600;Calle
Calle de Doroteo Benache;508;463;507;1;CICLOCALLES;0;1; CALLE DE DOROTEO BENACHE;DOROTEO BENACHE;158,92779005000;Calle
Avenida de la Ilustraci¾n;509;464;508;2;PEATONAL;0;0; AVENIDA DE LA ILUSTRACIÓN;ILUSTRACION;395,93472313800;Avenida
Calle de Marcelina;510;465;510;1;CICLOCALLES;1;0; CALLE DE MARCELINA;MARCELINA;362,18134225000;Calle
Calle de Molina;511;466;510;1;CICLOCALLES;1;0; CALLE DE MOLINA;MOLINA;437,24007334800;Calle
Calle de los Voluntarios Catalanes;512;467;511;1;CICLOCALLES;-1;0; CALLE DE LOS VOLUNTARIOS CATALANES;VOLUNTARIOS CATALANES;519,42332308300;Calle
Calle de Nuria;513;468;512;1;CICLOCALLES;0;1; CALLE DE NURIA;NURIA;548,84786330000;Calle
Calle de MarÝa de Guzmßn;514;469;513;1;CICLOCALLES;-1;0; CALLE DE MARÍA DE GUZMÁN;MARIA DE GUZMAN;757,56070536400;Calle
Calle del Conde del Serrallo;515;470;514;1;CICLOCALLES;-1;0; CALLE DEL CONDE DEL SERRALLO;CONDE DE SERRALLO;90,69865796670;Calle
Calle de La Maso;516;471;515;1;CICLOCALLES;0;1; CALLE DE LA MASO;LA MASO;88,04620561150;Calle
Calle de Marbella;517;472;516;1;CICLOCALLES;0;1; CALLE DE MARBELLA;MARBELLA;481,16109751700;Calle
Calle del Plßtano;518;473;517;1;CICLOCALLES;-1;0; CALLE DEL PLÁTANO;PLATANO;283,19190459700;Calle
Calle de Navarra;520;475;518;1;CICLOCALLES;1;0; CALLE DE NAVARRA;NAVARRA;248,31017805100;Calle
Calle de Oudrid;521;476;518;1;CICLOCALLES;1;0; CALLE DE OUDRID;OUDRID;126,47002969900;Calle
Calle de Juan Pantoja;522;477;519;1;CICLOCALLES;1;0; CALLE DE JUAN PANTOJA;JUAN PANTOJA;202,63052320800;Calle
Calle de Palencia;523;478;519;1;CICLOCALLES;1;0; CALLE DE PALENCIA;PALENCIA;440,40258952300;Calle
Calle de Alcolea;524;479;520;1;CICLOCALLES;-1;0; CALLE DE ALCOLEA;ALCOLEA;101,63750032100;Calle
Calle del Ca±averal;525;480;520;1;CICLOCALLES;1;0; CALLE DEL CAÑAVERAL;CAÐAVERAL;506,68763098700;Calle
Calle VÝa LÝmite;526;481;520;1;CICLOCALLES;1;0; CALLE VÍA LÍMITE;VIA LIMITE;143,29816805600;Calle
Calle de Feijoo;527;482;521;1;CICLOCALLES;1;0; CALLE DE FEIJOO;FEIJOO;198,29763506100;Calle
Calle de Crist¾bal Bordi·;529;484;523;1;CICLOCALLES;1;0; CALLE DE CRISTÓBAL BORDI·;CRISTOBAL BORDIU;787,29516249800;Calle
Calle de Ramiro II;530;485;523;1;CICLOCALLES;1;0; CALLE DE RAMIRO II;RAMIRO II;135,56903182300;Calle
Calle de Goiri;531;486;524;1;CICLOCALLES;-1;0; CALLE DE GOIRI;GOIRI;114,61550696000;Calle
Calle del Conde del Serrallo;532;487;525;1;CICLOCALLES;1;0; CALLE DEL CONDE DEL SERRALLO;CONDE DE SERRALLO;108,96747973200;Calle
Calle de Le±eros;533;488;526;1;CICLOCALLES;1;0; CALLE DE LEÑEROS;LEÐEROS;56,38288837630;Calle
Calle de Zamora;534;489;526;1;CICLOCALLES;1;0; CALLE DE ZAMORA;ZAMORA;399,78018005600;Calle
Avenida Complutense;535;490;527;1;CICLOCALLES;-1;0; AVENIDA COMPLUTENSE;COMPLUTENSE;356,60113331100;Avenida
Calle de Leonardo Prieto Castro;536;491;528;1;CICLOCALLES;0;1; CALLE DE LEONARDO PRIETO CASTRO;LEONARDO PRIETO CASTRO;804,88276433800;Calle
Calle del Arquitecto L¾pez Otero;537;492;529;1;CICLOCALLES;-1;0; CALLE DEL ARQUITECTO LÓPEZ OTERO;ARQUITECTO LOPEZ OTERO;973,11824675300;Calle
Calle de MartÝn Fierro;538;493;529;1;CICLOCALLES;-1;0; CALLE DE MARTÍN FIERRO;MARTIN FIERRO;392,31475400800;Calle
Avenida Complutense;539;494;531;1;CICLOCALLES;-1;0; AVENIDA COMPLUTENSE;COMPLUTENSE;326,18808514200;Avenida
Calle de Juan del Rosal;540;495;532;1;CICLOCALLES;1;0; CALLE DE JUAN DEL ROSAL;JUAN DEL ROSAL;216,33934483900;Calle
Calle del Profesor JosÚ GarcÝa Santesmases;541;496;533;1;CICLOCALLES;1;0; CALLE DEL PROFESOR JOSÚ GARCÍA SANTESMASES;PROFESOR JOSE GARCIA SANTESMASES;556,67599691900;Calle
Calle de Juan Montalvo;542;497;534;1;CICLOCALLES;-1;0; CALLE DE JUAN MONTALVO;JUAN MONTALVO;448,64729305100;Calle
Avenida del Valle;543;498;535;1;CICLOCALLES;-1;0; AVENIDA DEL VALLE;VALLE;206,01159993400;Avenida
Calle de Isaac Peral;546;501;542;1;CICLOCALLES;1;0; CALLE DE ISAAC PERAL;ISAAC PERAL;124,19026665300;Calle
Calle de Beatriz de Bobadilla;547;502;548;1;CICLOCALLES;-1;0; CALLE DE BEATRIZ DE BOBADILLA;BEATRIZ BOBADILLA;404,01615416300;Calle
Avenida de la Reina Victoria;548;503;549;2;PEATONAL;0;0; AVENIDA DE LA REINA VICTORIA;REINA VICTORIA;143,60852905500;Avenida
Plaza de San Francisco;549;504;553;1;CICLOCALLES;1;0; PLAZA DE SAN FRANCISCO;SAN FRANCISCO;353,59687142700;Plaza
Avenida del Doctor Federico Rubio y GalÝ;550;505;554;1;CICLOCALLES;-1;0; AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALÍ;DOCTOR FEDERICO RUBIO Y GALI;258,01708575100;Avenida
Calle del Topete;551;506;555;1;CICLOCALLES;-1;0; CALLE DEL TOPETE;TOPETE;352,85978149900;Calle
Calle de Abel;552;507;556;1;CICLOCALLES;1;0; CALLE DE ABEL;ABEL;162,40532735800;Calle
Avenida de Pablo Iglesias;553;508;557;1;CICLOCALLES;-1;0; AVENIDA DE PABLO IGLESIAS;PABLO IGLESIAS;141,55289032600;Avenida
Calle de Aranjuez;554;509;558;1;CICLOCALLES;1;0; CALLE DE ARANJUEZ;ARANJUEZ;58,77847292590;Calle
Avenida del Doctor Federico Rubio y GalÝ;555;510;559;1;CICLOCALLES;1;0; AVENIDA DEL DOCTOR FEDERICO RUBIO Y GALÍ;DOCTOR FEDERICO RUBIO Y GALI;83,68261491170;Avenida
Avenida de Pablo Iglesias;556;511;561;1;CICLOCALLES;0;1; AVENIDA DE PABLO IGLESIAS;PABLO IGLESIAS;328,10064581700;Avenida
Calle del Seminario de Nobles;557;512;563;1;CICLOCALLES;1;0; CALLE DEL SEMINARIO DE NOBLES;SEMINARIO DE NOBLES;107,83677248500;Calle
Calle de Antonia DomÝnguez;559;514;566;1;CICLOCALLES;1;0; CALLE DE ANTONIA DOMÍNGUEZ;ANTONIA DOMINGUEZ;74,08700057330;Calle
Calle de MarÝa Pedraza;560;515;566;1;CICLOCALLES;1;0; CALLE DE MARÍA PEDRAZA;MARIA PEDRAZA;262,40541807700;Calle
Calle de Villaamil;561;516;567;1;CICLOCALLES;1;0; CALLE DE VILLAAMIL;VILLAAMIL;144,23286274300;Calle
Calle de San Restituto;562;517;568;1;CICLOCALLES;0;1; CALLE DE SAN RESTITUTO;SAN RESTITUTO;511,83370526300;Calle
Calle de la Encomienda de Palacios;563;518;569;1;CICLOCALLES;-1;0; CALLE DE LA ENCOMIENDA DE PALACIOS;ENCOMIENDA DE PALACIOS;142,54546868400;Calle
Calle de la Tacona;564;519;569;1;CICLOCALLES;-1;0; CALLE DE LA TACONA;TACONA;276,71080580300;Calle
Calle de Sinesio Delgado;565;520;570;2;PEATONAL;0;0; CALLE DE SINESIO DELGADO;SINESIO DELGADO;175,99720467100;Calle
Calle de JoaquÝn Arjona;566;521;571;1;CICLOCALLES;1;0; CALLE DE JOAQUÍN ARJONA;JOAQUIN ARJONA;45,23814140490;Calle
Calle de Jer¾nima Llorente;567;522;573;1;CICLOCALLES;-1;0; CALLE DE JERÓNIMA LLORENTE;JERONIMA LLORENTE;106,25355119300;Calle
Paseo de la Direcci¾n;568;523;574;2;PEATONAL;0;0; PASEO DE LA DIRECCIÓN;DIRECCION;383,75589896400;Paseo
Calle de Villaamil;569;524;576;2;PEATONAL;0;0; CALLE DE VILLAAMIL;VILLAAMIL;141,46174040200;Calle
Calle de Villaamil;570;525;577;1;CICLOCALLES;1;0; CALLE DE VILLAAMIL;VILLAAMIL;238,64267853600;Calle
Calle del Pintor Francisco Llorens;571;526;578;1;CICLOCALLES;-1;0; CALLE DEL PINTOR FRANCISCO LLORENS;PINTOR FRANCISCO LLORENS;125,77935498100;Calle
Calle del Mirador de la Reina;572;527;579;1;CICLOCALLES;1;0; CALLE DEL MIRADOR DE LA REINA;MIRADOR DE LA REINA;249,85967270600;Calle
Avenida del Ventisquero de la Condesa;573;528;580;1;CICLOCALLES;0;1; AVENIDA DEL VENTISQUERO DE LA CONDESA;VENTISQUERO DE LA CONDESA;352,65228926500;Avenida
Calle del Valle de Pinares Llanos;574;529;581;1;CICLOCALLES;0;1; CALLE DEL VALLE DE PINARES LLANOS;VALLE DE PINARES LLANOS;315,17553819500;Calle
Calle de las Islas HÚbridas;575;530;582;1;CICLOCALLES;-1;0; CALLE DE LAS ISLAS HÚBRIDAS;ISLAS HEBRIDAS;45,44092634230;Calle
Calle de JoaquÝn Lorenzo;576;531;584;1;CICLOCALLES;-1;0; CALLE DE JOAQUÍN LORENZO;JOAQUIN LORENZO;293,13322351600;Calle
Calle de la Isla de los Galßpagos;577;532;586;1;CICLOCALLES;1;0; CALLE DE LA ISLA DE LOS GALÁPAGOS;ISLA DE LOS GALAPAGOS;156,33816203500;Calle
Calle de las Islas Bahamas;578;533;587;1;CICLOCALLES;1;0; CALLE DE LAS ISLAS BAHAMAS;ISLAS BAHAMAS;58,76032557460;Calle
Calle de Mario Recuero;579;534;588;1;CICLOCALLES;1;0; CALLE DE MARIO RECUERO;MARIO RECUERO;107,15414554800;Calle
Calle de la Isla de los Galßpagos;580;535;589;1;CICLOCALLES;-1;0; CALLE DE LA ISLA DE LOS GALÁPAGOS;ISLA DE LOS GALAPAGOS;103,26133378200;Calle
Calle de FermÝn Caballero;581;536;590;1;CICLOCALLES;-1;0; CALLE DE FERMÍN CABALLERO;FERMIN CABALLERO;588,64641499700;Calle
Avenida del Cardenal Herrera Oria;582;537;591;2;PEATONAL;0;0; AVENIDA DEL CARDENAL HERRERA ORIA;CARDENAL HERRERA ORIA;37,21513311040;Avenida
Calle de ?ngel DomÝnguez;583;538;592;1;CICLOCALLES;1;0; CALLE DE ÁNGEL DOMÍNGUEZ;ANGEL DOMINGUEZ;178,79776032600;Calle
Calle del Valle de Pinares Llanos;585;540;594;1;CICLOCALLES;0;1; CALLE DEL VALLE DE PINARES LLANOS;VALLE DE PINARES LLANOS;649,30459093800;Calle
Calle de la Senda del Infante;586;541;595;1;CICLOCALLES;0;1; CALLE DE LA SENDA DEL INFANTE;SENDA DEL INFANTE;635,52403198600;Calle
Calle de Sinesio Delgado;588;543;597;2;PEATONAL;0;0; CALLE DE SINESIO DELGADO;SINESIO DELGADO;332,00338341400;Calle
Plaza de Manuel Becerra;589;544;598;1;CICLOCALLES;0;1; PLAZA DE MANUEL BECERRA;BECERRA;160,77564821100;Plaza
Calle de FermÝn Caballero;590;545;599;1;CICLOCALLES;-1;0; CALLE DE FERMÍN CABALLERO;FERMIN CABALLERO;195,28719864700;Calle
Calle de Santiago de Compostela;591;546;600;1;CICLOCALLES;-1;0; CALLE DE SANTIAGO DE COMPOSTELA;SANTIAGO DE COMPOSTELA;2640,51226551000;Calle
Calle de FermÝn Caballero;592;547;602;1;CICLOCALLES;-1;0; CALLE DE FERMÍN CABALLERO;FERMIN CABALLERO;68,10432322050;Calle
Avenida de Betanzos;593;548;603;1;CICLOCALLES;1;0; AVENIDA DE BETANZOS;BETANZOS;138,25434980000;Avenida
Calle de la Costa Brava;594;549;604;1;CICLOCALLES;-1;0; CALLE DE LA COSTA BRAVA;COSTA BRAVA;414,92614079400;Calle
Calle del Cerro del Casta±ar;595;550;605;1;CICLOCALLES;0;1; CALLE DEL CERRO DEL CASTAÑAR;CERRO DEL CASTAÐAR;342,85894125200;Calle
Calle de Collado del Hornillo;596;551;606;1;CICLOCALLES;0;1; CALLE DE COLLADO DEL HORNILLO;COLLADO DEL HORNILLO;248,11841865700;Calle
Calle del Mirador de la Reina;597;552;607;1;CICLOCALLES;1;0; CALLE DEL MIRADOR DE LA REINA;MIRADOR DE LA REINA;235,77614507200;Calle
Calle de la Portera del Cura;598;553;607;1;CICLOCALLES;1;0; CALLE DE LA PORTERA DEL CURA;PORTERA DEL CURA;212,58584495000;Calle
Calle del Valle de Pinares Llanos;599;554;608;1;CICLOCALLES;0;1; CALLE DEL VALLE DE PINARES LLANOS;VALLE DE PINARES LLANOS;203,39979748000;Calle
Calle de la Costa Brava;600;555;609;1;CICLOCALLES;0;1; CALLE DE LA COSTA BRAVA;COSTA BRAVA;300,07709586700;Calle
Calle de Santiago BernabÚu;601;556;610;1;CICLOCALLES;1;0; CALLE DE SANTIAGO BERNABÚU;SANTIAGO BERNABEU;159,57546876400;Calle
Calle de Panamß;602;557;611;1;CICLOCALLES;-1;0; CALLE DE PANAMÁ;PANAMA;110,16005935000;Calle
Calle de Gabriel Lobo;603;558;612;1;CICLOCALLES;1;0; CALLE DE GABRIEL LOBO;GABRIEL LOBO;264,62272569500;Calle
Calle de San Juan de la Salle;604;559;613;1;CICLOCALLES;-1;0; CALLE DE SAN JUAN DE LA SALLE;SAN JUAN DE LA SALLE;151,72834665500;Calle
Calle de Ponzano;608;563;615;1;CICLOCALLES;1;0; CALLE DE PONZANO;PONZANO;652,85605901800;Calle
Calle de Carlos Maurras;609;564;616;1;CICLOCALLES;1;0; CALLE DE CARLOS MAURRAS;CARLOS MAURRAS;77,51323173430;Calle
Calle de Carbonero y Sol;610;565;617;1;CICLOCALLES;-1;0; CALLE DE CARBONERO Y SOL;CARBONERO Y SOL;406,60459090100;Calle
Calle de G¾mez Ortega;611;566;618;1;CICLOCALLES;1;0; CALLE DE GÓMEZ ORTEGA;GOMEZ ORTEGA;54,72337732530;Calle
Calle del Guadiana;612;567;618;1;CICLOCALLES;1;0; CALLE DEL GUADIANA;GUADIANA;202,87503774200;Calle
Calle del Oria;613;568;618;1;CICLOCALLES;1;0; CALLE DEL ORIA;ORIA;306,47601807300;Calle
Calle de FÚlix Boix;614;569;619;1;CICLOCALLES;1;0; CALLE DE FÚLIX BOIX;FELIX BOIX;204,94991666400;Calle
Calle de Vitruvio;615;570;620;1;CICLOCALLES;-1;0; CALLE DE VITRUVIO;VITRUVIO;653,74516266700;Calle
Calle de AgustÝn de Betancourt;616;571;622;1;CICLOCALLES;1;0; CALLE DE AGUSTÍN DE BETANCOURT;AGUSTIN BETANCOURT;128,42980440700;Calle
Calle de la BasÝlica;617;572;623;1;CICLOCALLES;1;0; CALLE DE LA BASÍLICA;BASILICA;264,51945213300;Calle
Calle de Hernani;618;573;624;1;CICLOCALLES;1;0; CALLE DE HERNANI;HERNANI;262,42225670100;Calle
Calle de Espronceda;619;574;625;1;CICLOCALLES;1;0; CALLE DE ESPRONCEDA;ESPRONCEDA;550,98908665600;Calle
Calle de Viriato;620;575;631;1;CICLOCALLES;-1;0; CALLE DE VIRIATO;VIRIATO;380,05443013600;Calle
Paseo de la Castellana;621;576;646;2;PEATONAL;0;0; PASEO DE LA CASTELLANA;CASTALLANA;123,17841025900;Paseo
Calle de Cartagena;622;577;647;1;CICLOCALLES;1;0; CALLE DE CARTAGENA;CARTAGENA;10,99382028710;Calle
Calle de Juan de la Hoz;623;578;647;1;CICLOCALLES;1;0; CALLE DE JUAN DE LA HOZ;JUAN DE LA HOZ;24,93169676800;Calle
Plaza de San Juan de la Cruz;624;579;651;1;CICLOCALLES;-1;0; PLAZA DE SAN JUAN DE LA CRUZ;SAN JUAN DE LA CRUZ;215,62059533300;Plaza
Calle de Iriarte;626;580;655;1;CICLOCALLES;1;0; CALLE DE IRIARTE;IRIARTE;144,85934243400;Calle
Paseo de la Castellana;627;581;656;2;PEATONAL;0;0; PASEO DE LA CASTELLANA;CASTELLANA;109,82594468700;Paseo
Calle de Lazcano;628;582;657;2;PEATONAL;0;0; CALLE DE LAZCANO;AZCA;500,39338842900;Calle
Calle de Jorge Manrique;629;583;659;1;CICLOCALLES;-1;0; CALLE DE JORGE MANRIQUE;JORGE MANRIQUE;262,32085623700;Calle
Calle del General Margallo;631;585;661;1;CICLOCALLES;1;0; CALLE DEL GENERAL MARGALLO;GENERAL MARGALLO;91,40065205780;Calle
Paseo de la Habana;632;586;662;1;CICLOCALLES;-1;0; PASEO DE LA HABANA;HABANA;215,69706898200;Paseo
Paseo de la Habana;633;587;663;1;CICLOCALLES;-1;0; PASEO DE LA HABANA;HABANA;135,21735714400;Paseo
Calle de la Infanta Mercedes;634;588;666;1;CICLOCALLES;1;0; CALLE DE LA INFANTA MERCEDES;INFANTA MERCEDES;933,33535416600;Calle
Calle de Pinos Alta;635;589;667;1;CICLOCALLES;1;0; CALLE DE PINOS ALTA;PINOS ALTA;33,25149143850;Calle
