nombreOriginal;COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;DISTRITO;IMPAR_MIN;IMPAR_MAX;PAR_MIN;PAR_MAX;tipoVia;palabrasClave
MADRID A LA SIERRA;905406;CARRETERA;DE; MADRID A LA SIERRA;MADRID A LA SIERRA;8;;;;;;MADRID SIERRA
MADRID A RIVAS DEL JARAMA;905317;CARRETERA;DE; MADRID A RIVAS DEL JARAMA;MADRID A RIVAS DEL JARAMA;8;;;;;;MADRID RIVAS JARAMA
MADRID A RIVAS DEL JARAMA;905317;CARRETERA;DE; MADRID A RIVAS DEL JARAMA;MADRID A RIVAS DEL JARAMA;18;5;11;;;;MADRID RIVAS JARAMA
MADRID A RIVAS DEL JARAMA;905317;CARRETERA;DE; MADRID A RIVAS DEL JARAMA;MADRID A RIVAS DEL JARAMA;19;19;55;12;56;;MADRID RIVAS JARAMA
MADRID MERCAMADRID;2163;AVENIDA;DE; MADRID MERCAMADRID;MADRID MERCAMADRID;18;1;9;2;8;;MADRID MERCAMADRID
MADRIDEJOS;452550;CALLE;DE; MADRIDEJOS;MADRIDEJOS;12;1;71;2;56;;MADRIDEJOS
MADRIDEJOS;452550;CALLE;DE; MADRIDEJOS;MADRIDEJOS;12;1;71;2;56;;MADRIDEJOS
MADRIGAL;452600;CALLE;DE; MADRIGAL;MADRIGAL;9;1;15;2;26;;MADRIGAL
MADRIGAL DE LA VERA;452800;CALLE;DE; MADRIGAL DE LA VERA;MADRIGAL DE LA VERA;10;1;7;8;8;;MADRIGAL VERA
MADROÑOS;453100;AVENIDA;DE LOS; MADROÑOS;MADROÑOS;16;11;91;2;94;;MADROÑOS
MAESE NICOLAS;453300;CALLE;DE; MAESE NICOLAS;MAESE NICOLÁS;13;1;17;2;14;;MAESE NICOLAS
MAESTRA DOLORES MARCO;31001905;CALLE;DE; MAESTRA DOLORES MARCO;MAESTRA DOLORES MARCO;16;1;1;2;32;;MAESTRA DOLORES MARCO
MAESTRA FELISA LOZANO;2597;CALLE;DE LA; MAESTRA FELISA LOZANO;MAESTRA FELISA LOZANO;16;7;23;2;14;;MAESTRA FELISA LOZANO
MAESTRA JUSTA FREIRE;331250;CALLE;DE LA; MAESTRA JUSTA FREIRE;MAESTRA JUSTA FREIRE;10;1;81;2;72;;MAESTRA JUSTA FREIRE
MAESTRA MARIA SANCHEZ ARBOS;333200;PASEO;DE LA; MAESTRA MARIA SANCHEZ ARBOS;MAESTRA MARÍA SÁNCHEZ ARBÓS;9;1;7;2;24;;MAESTRA MARIA SANCHEZ ARBOS
MAESTRO ALONSO;453600;CALLE;DEL; MAESTRO ALONSO;MAESTRO ALONSO;4;1;27;2;26;;MAESTRO ALONSO
MAESTRO ANGEL LLORCA;332950;CALLE;DEL; MAESTRO ANGEL LLORCA;MAESTRO ÁNGEL LLORCA;7;1;17;2;12;;MAESTRO ANGEL LLORCA
MAESTRO ARBOS;453700;CALLE;DEL; MAESTRO ARBOS;MAESTRO ARBÓS;2;1;29;2;6;;MAESTRO ARBOS
MAESTRO CHAPI;453900;CALLE;DEL; MAESTRO CHAPI;MAESTRO CHAPÍ;5;1;37;2;46;;MAESTRO CHAPI
MAESTRO GARCIA NAVARRO;31000644;CALLE;DEL; MAESTRO GARCIA NAVARRO;MAESTRO GARCÍA NAVARRO;18;1;17;;;;MAESTRO GARCIA NAVARRO
MAESTRO GUERRERO;454000;CALLE;DEL; MAESTRO GUERRERO;MAESTRO GUERRERO;1;1;1;2;10;;MAESTRO GUERRERO
MAESTRO GUILLE SOTILLOS;31005368;PLAZA;DEL; MAESTRO GUILLE SOTILLOS;MAESTRO GUILLE SOTILLOS;11;;;;;;MAESTRO GUILLE SOTILLOS
MAESTRO GURIDI;454100;CALLE;DEL; MAESTRO GURIDI;MAESTRO GURIDI;15;;;2;4;;MAESTRO GURIDI
MAESTRO LA SALLE;454200;CALLE;DEL; MAESTRO LA SALLE;MAESTRO LA SALLE;5;1;45;4;46;;MAESTRO SALLE
MAESTRO NAVAS;454300;CALLE;DEL; MAESTRO NAVAS;MAESTRO NAVAS;10;5;25;2;12;;MAESTRO NAVAS
MAESTRO RIPOLL;454350;CALLE;DEL; MAESTRO RIPOLL;MAESTRO RIPOLL;5;1;25;2;26;;MAESTRO RIPOLL
MAESTRO SOROZABAL;2331;CALLE;DEL; MAESTRO SOROZABAL;MAESTRO SOROZÁBAL;9;;;;;;MAESTRO SOROZABAL
MAESTRO TELLERIA;454400;CALLE;DEL; MAESTRO TELLERIA;MAESTRO TELLERÍA;1;1;1;6;8;;MAESTRO TELLERIA
MAESTRO VICTORIA;454600;CALLE;DEL; MAESTRO VICTORIA;MAESTRO VICTORIA;1;3;7;2;10;;MAESTRO VICTORIA
MAESTRO VILLA;454500;CALLE;DEL; MAESTRO VILLA;MAESTRO VILLA;1;1;3;2;2;;MAESTRO VILLA
MAESTRO VILLA;2113;PLAZA;DEL; MAESTRO VILLA;MAESTRO VILLA;3;;;;;;MAESTRO VILLA
MAESTRO VIVES;454700;CALLE;DEL; MAESTRO VIVES;MAESTRO VIVES;4;1;3;2;8;;MAESTRO VIVES
MAESTROS LADRILLEROS;1194;PASAJE;DE LOS; MAESTROS LADRILLEROS;MAESTROS LADRILLEROS;6;1;1;2;2;;MAESTROS LADRILLEROS
MAGACELA;2962;CALLE;DE; MAGACELA;MAGACELA;12;1;9;4;12;;MAGACELA
MAGALLANES;454800;CALLE;DE; MAGALLANES;MAGALLANES;7;1;29;2;46;;MAGALLANES
MAGALLANES;454900;CALLEJÓN;DE; MAGALLANES;MAGALLANES;7;1;3;;;;MAGALLANES
MAGALLON;455000;CALLE;DE; MAGALLON;MAGALLÓN;10;1;5;2;8;;MAGALLON
MAGALLON;2502;PLAZA;DE; MAGALLON;MAGALLÓN;10;1;9;2;10;;MAGALLON
MAGANGUE;455100;CALLE;DE; MAGANGUE;MAGANGUE;16;;;2;6;;MAGANGUE
MAGDALENA;455200;CALLE;DE LA; MAGDALENA;MAGDALENA;1;1;33;2;42;;MAGDALENA
MAGDALENA;455200;CALLE;DE LA; MAGDALENA;MAGDALENA;3;;;;;;MAGDALENA
MAGDALENA;905698;CAMINO;DE LA; MAGDALENA;MAGDALENA;18;;;24;24;;MAGDALENA
MAGDALENA DIAZ;455300;CALLE;DE; MAGDALENA DIAZ;MAGDALENA DÍAZ;9;1;19;2;22;;MAGDALENA DIAZ
MAGDALENA DIEZ;455400;CALLE;DE; MAGDALENA DIEZ;MAGDALENA DÍEZ;6;1;13;2;10;;MAGDALENA DIEZ
MAGIN CALVO;455700;CALLE;DE; MAGIN CALVO;MAGÍN CALVO;10;1;25;2;30;;MAGIN CALVO
MAGNESIA;455800;CALLE;DE LA; MAGNESIA;MAGNESIA;17;3;27;4;32;;MAGNESIA
MAGNOLIAS;455900;CALLE;DE LAS; MAGNOLIAS;MAGNOLIAS;6;1;105;2;120;;MAGNOLIAS
MAGNOLIAS;455900;CALLE;DE LAS; MAGNOLIAS;MAGNOLIAS;8;;;;;;MAGNOLIAS
MAHONIA;2661;CALLE;DE LA; MAHONIA;MAHONIA;16;1;3;2;4;;MAHONIA
MAICARA;31000562;CALLE;DE; MAICARA;MAICARA;19;;;2;10;;MAICARA
MAIQUEZ;456000;CALLE;DE; MAIQUEZ;MAIQUEZ;3;5;31;16;66;;MAIQUEZ
MAIQUEZ;456000;CALLE;DE; MAIQUEZ;MAIQUEZ;4;1;3;2;14;;MAIQUEZ
MAIZ;988;CALLE;DEL; MAIZ;MAÍZ;12;1;11;2;12;;MAIZ
MAJUELO;2303;CALLE;DEL; MAJUELO;MAJUELO;2;1;3;2;12;;MAJUELO
MALAGA;456400;CALLE;DE; MALAGA;MÁLAGA;7;1;13;2;10;;MALAGA
MALAGA;31000437;GLORIETA;DE; MALAGA;MÁLAGA;12;11;11;;;;MALAGA
MALAGON;896;CALLE;DE; MALAGON;MALAGÓN;16;3;9;2;6;;MALAGON
MALAGOSTO;456500;CALLE;DEL; MALAGOSTO;MALAGOSTO;5;;;;;;MALAGOSTO
MALAQUITA;456501;CALLE;DE LA; MALAQUITA;MALAQUITA;9;1;9;2;18;;MALAQUITA
MALCAMPO;456700;CALLE;DE; MALCAMPO;MALCAMPO;5;1;27;2;22;;MALCAMPO
MALDONADAS;456800;CALLE;DE LAS; MALDONADAS;MALDONADAS;1;1;11;2;8;;MALDONADAS
MALDONADO;456900;CALLE;DE; MALDONADO;MALDONADO;4;1;81;2;66;;MALDONADO
MALDONADO;456900;CALLE;DE; MALDONADO;MALDONADO;4;1;81;2;66;;MALDONADO
MALECON;905707;CAMINO;DEL; MALECON;MALECÓN;18;11;15;2;6;;MALECON
MALGRAT DE MAR;790;CALLE;DE; MALGRAT DE MAR;MALGRAT DE MAR;13;1;21;2;14;;MALGRAT MAR
MALICIOSA;457000;PLAZA;DE LA; MALICIOSA;MALICIOSA;15;1;5;2;4;;MALICIOSA
MALINCHE;2267;CALLE;DE; MALINCHE;MALINCHE;16;;;;;;MALINCHE
MALLORCA;457100;CALLE;DE; MALLORCA;MALLORCA;1;1;13;2;6;;MALLORCA
MALMOE;2585;CALLE;DE; MALMOE;MALMOE;15;1;83;2;2;;MALMOE
MALPICA DE TAJO;2259;CALLE;DE; MALPICA DE TAJO;MALPICA DE TAJO;18;1;11;2;18;;MALPICA TAJO
MALVALOCA;431401;CALLE;DE; MALVALOCA;MALVALOCA;9;1;29;2;32;;MALVALOCA
MAMERTO LOPEZ;457400;CALLE;DE; MAMERTO LOPEZ;MAMERTO LÓPEZ;12;1;71;2;38;;MAMERTO LOPEZ
MAMERTO LOPEZ;457400;CALLE;DE; MAMERTO LOPEZ;MAMERTO LÓPEZ;12;1;71;2;38;;MAMERTO LOPEZ
MAMOLAR;457500;CALLE;DE; MAMOLAR;MAMOLAR;8;1;3;8;8;;MAMOLAR
MAMPOSTERIA;457600;CALLE;DE LA; MAMPOSTERIA;MAMPOSTERÍA;20;1;17;;;;MAMPOSTERIA
MANANTIAL;457800;CALLE;DEL; MANANTIAL;MANANTIAL;9;1;15;2;18;;MANANTIAL
MANANTIALES;1840;CALLE;DE LOS; MANANTIALES;MANANTIALES;19;1;11;2;8;;MANANTIALES
MANATI;457900;CALLE;DEL; MANATI;MANATÍ;16;;;2;6;;MANATI
MANCEBOS;458000;CALLE;DE LOS; MANCEBOS;MANCEBOS;1;1;19;2;18;;MANCEBOS
MANCHA;458200;CALLE;DE LA; MANCHA;MANCHA;13;1;9;2;12;;MANCHA
MANCHEGOS;458300;CALLE;DE LOS; MANCHEGOS;MANCHEGOS;6;5;13;8;18;;MANCHEGOS
MANCHESTER;2448;CALLE;DE; MANCHESTER;MANCHESTER;20;;;2;42;;MANCHESTER
MANCO DE LEPANTO;458400;CALLE;DEL; MANCO DE LEPANTO;MANCO DE LEPANTO;13;1;21;2;10;;MANCO LEPANTO
MANDARINA;458500;CALLE;DE LA; MANDARINA;MANDARINA;15;1;17;2;14;;MANDARINA
MANGANESO;458600;CALLE;DEL; MANGANESO;MANGANESO;17;1;7;2;4;;MANGANESO
MANGIRON;458700;PASAJE;DE; MANGIRON;MANGIRÓN;5;1;5;2;8;;MANGIRON
MANIPA;458800;CALLE;DE; MANIPA;MANIPA;15;1;91;2;76;;MANIPA
MANISES;458900;CALLE;DE; MANISES;MANISES;10;1;5;2;8;;MANISES
MANIZALES;459000;CALLE;DE; MANIZALES;MANIZALES;16;1;15;2;8;;MANIZALES
MANOLA Y ROSARIO;459100;CALLE;DE; MANOLA Y ROSARIO;MANOLA Y ROSARIO;17;1;25;2;24;;MANOLA ROSARIO
MANOLETE;459400;PLAZA;DE; MANOLETE;MANOLETE;6;1;9;2;8;;MANOLETE
MANOTERAS;459550;AVENIDA;DE; MANOTERAS;MANOTERAS;16;1;55;2;56;;MANOTERAS
MANOTERAS;459550;AVENIDA;DE; MANOTERAS;MANOTERAS;16;1;55;2;56;;MANOTERAS
MANRESA;459700;CALLE;DE; MANRESA;MANRESA;8;1;39;2;92;;MANRESA
MANSILLA;459800;CALLE;DE; MANSILLA;MANSILLA;8;5;19;28;28;;MANSILLA
MANTUANO;459900;CALLE;DE; MANTUANO;MANTUANO;5;1;51;2;60;;MANTUANO
MANUEL;460000;CALLE;DE; MANUEL;MANUEL;1;1;7;2;6;;MANUEL
MANUEL AGUILAR MUÑOZ;460150;CALLE;DE; MANUEL AGUILAR MUÑOZ;MANUEL AGUILAR MUÑOZ;21;1;27;2;34;;MANUEL AGUILAR MUÑOZ
MANUEL ALEIXANDRE;460200;CALLE;DE; MANUEL ALEIXANDRE;MANUEL ALEIXANDRE;2;1;13;2;16;;MANUEL ALEIXANDRE
MANUEL ALEXANDRE;31003595;GLORIETA;DE; MANUEL ALEXANDRE;MANUEL ALEXANDRE;16;;;;;;MANUEL ALEXANDRE
MANUEL ALEXANDRE;31003595;GLORIETA;DE; MANUEL ALEXANDRE;MANUEL ALEXANDRE;21;;;;;;MANUEL ALEXANDRE
MANUEL ALONSO;460300;CALLE;DE; MANUEL ALONSO;MANUEL ALONSO;8;1;7;2;8;;MANUEL ALONSO
MANUEL ALTOLAGUIRRE;31000064;CALLE;DE; MANUEL ALTOLAGUIRRE;MANUEL ALTOLAGUIRRE;16;1;39;2;20;;MANUEL ALTOLAGUIRRE
MANUEL ALVAREZ;527700;CALLE;DE; MANUEL ALVAREZ;MANUEL ÁLVAREZ;11;1;9;2;6;;MANUEL ALVAREZ
MANUEL ARRANZ;460500;CALLE;DE; MANUEL ARRANZ;MANUEL ARRANZ;13;1;27;2;22;;MANUEL ARRANZ
MANUEL AZAÑA;963;CALLE;DE; MANUEL AZAÑA;MANUEL AZAÑA;8;;;;;;MANUEL AZAÑA
MANUEL AZAÑA;963;CALLE;DE; MANUEL AZAÑA;MANUEL AZAÑA;15;;;;;;MANUEL AZAÑA
MANUEL AZAÑA;963;CALLE;DE; MANUEL AZAÑA;MANUEL AZAÑA;16;;;;;;MANUEL AZAÑA
MANUEL AZAÑA;963;CALLE;DE; MANUEL AZAÑA;MANUEL AZAÑA;16;;;;;;MANUEL AZAÑA
MANUEL AZAÑA;963;CALLE;DE; MANUEL AZAÑA;MANUEL AZAÑA;16;;;;;;MANUEL AZAÑA
MANUEL AZAÑA;963;CALLE;DE; MANUEL AZAÑA;MANUEL AZAÑA;16;;;;;;MANUEL AZAÑA
MANUEL AZAÑA;963;CALLE;DE; MANUEL AZAÑA;MANUEL AZAÑA;16;;;;;;MANUEL AZAÑA
MANUEL AZAÑA;963;CALLE;DE; MANUEL AZAÑA;MANUEL AZAÑA;16;;;;;;MANUEL AZAÑA
MANUEL AZAÑA;963;CALLE;DE; MANUEL AZAÑA;MANUEL AZAÑA;20;;;;;;MANUEL AZAÑA
MANUEL AZAÑA;963;CALLE;DE; MANUEL AZAÑA;MANUEL AZAÑA;21;;;;;;MANUEL AZAÑA
MANUEL BADIA;812;CALLE;DE; MANUEL BADIA;MANUEL BADÍA;13;1;21;2;26;;MANUEL BADIA
MANUEL BARTOLOME COSSIO;460800;CALLE;DE; MANUEL BARTOLOME COSSIO;MANUEL BARTOLOMÉ COSSÍO;9;;;2;10;;MANUEL BARTOLOME COSSIO
MANUEL BECERRA;460815;PLAZA;DE; MANUEL BECERRA;MANUEL BECERRA;4;1;21;2;20;;MANUEL BECERRA
MANUEL BECERRA;460815;PLAZA;DE; MANUEL BECERRA;MANUEL BECERRA;4;1;21;2;20;;MANUEL BECERRA
MANUEL BECERRA;460815;PLAZA;DE; MANUEL BECERRA;MANUEL BECERRA;4;1;21;2;20;;MANUEL BECERRA
MANUEL BENEDITO;460825;CALLE;DE; MANUEL BENEDITO;MANUEL BENEDITO;5;1;21;2;8;;MANUEL BENEDITO
MANUEL CALDEIRO;461100;CALLE;DE; MANUEL CALDEIRO;MANUEL CALDEIRO;5;1;1;2;18;;MANUEL CALDEIRO
MANUEL CANALES;461200;CALLE;DE; MANUEL CANALES;MANUEL CANALES;11;;;;;;MANUEL CANALES
MANUEL CANO;461300;CALLE;DE; MANUEL CANO;MANUEL CANO;18;1;13;2;16;;MANUEL CANO
MANUEL CARMONA;461400;CALLE;DE; MANUEL CARMONA;MANUEL CARMONA;11;1;9;2;6;;MANUEL CARMONA
MANUEL CAVERO;461600;CALLE;DE; MANUEL CAVERO;MANUEL CAVERO;15;1;7;2;4;;MANUEL CAVERO
MANUEL CHAVES NOGALES;137100;CALLE;DE; MANUEL CHAVES NOGALES;MANUEL CHAVES NOGALES;16;1;13;2;14;;MANUEL CHAVES NOGALES
MANUEL COMIN;461800;CALLE;DE; MANUEL COMIN;MANUEL COMÍN;16;1;17;2;14;;MANUEL COMIN
MANUEL CORTINA;461900;CALLE;DE; MANUEL CORTINA;MANUEL CORTINA;7;1;13;2;20;;MANUEL CORTINA
MANUEL DE BOFARULL;461000;CALLE;DE; MANUEL DE BOFARULL;MANUEL DE BOFARULL;10;7;17;8;8;;MANUEL BOFARULL
MANUEL DE FALLA;462500;CALLE;DE; MANUEL DE FALLA;MANUEL DE FALLA;5;1;7;2;10;;MANUEL FALLA
MANUEL DE LA QUINTANA;2373;PLAZA;DE; MANUEL DE LA QUINTANA;MANUEL DE LA QUINTANA;14;;;;;;MANUEL QUINTANA
MANUEL DEL VALLE;467200;CALLE;DE; MANUEL DEL VALLE;MANUEL DEL VALLE;15;1;5;12;16;;MANUEL VALLE
MANUEL ESCOBAR;462300;PLAZA;DE; MANUEL ESCOBAR;MANUEL ESCOBAR;20;;;;;;MANUEL ESCOBAR
MANUEL FERNANDEZ CABALLERO;462600;CALLE;DE; MANUEL FERNANDEZ CABALLERO;MANUEL FERNÁNDEZ CABALLERO;11;1;3;2;12;;MANUEL FERNANDEZ CABALLERO
MANUEL FERNANDEZ Y GONZALEZ;462700;CALLE;DE; MANUEL FERNANDEZ Y GONZALEZ;MANUEL FERNÁNDEZ Y GONZÁLEZ;1;1;17;2;10;;MANUEL FERNANDEZ GONZALEZ
MANUEL FERRERO;462800;CALLE;DE; MANUEL FERRERO;MANUEL FERRERO;5;1;21;2;52;;MANUEL FERRERO
MANUEL FRAGA IRIBARNE;31001744;AVENIDA;DE; MANUEL FRAGA IRIBARNE;MANUEL FRAGA IRIBARNE;16;57;125;66;230;;MANUEL FRAGA IRIBARNE
MANUEL FRAGA IRIBARNE;31001744;AVENIDA;DE; MANUEL FRAGA IRIBARNE;MANUEL FRAGA IRIBARNE;21;35;75;38;62;;MANUEL FRAGA IRIBARNE
MANUEL GALINDO;463000;CALLE;DE; MANUEL GALINDO;MANUEL GALINDO;11;1;17;2;12;;MANUEL GALINDO
MANUEL GARCIA;463200;CALLE;DE; MANUEL GARCIA;MANUEL GARCÍA;10;1;49;2;24;;MANUEL GARCIA
MANUEL GARRIDO;463500;CALLE;DE; MANUEL GARRIDO;MANUEL GARRIDO;8;1;21;2;30;;MANUEL GARRIDO
MANUEL GASCON;463600;CALLE;DE; MANUEL GASCON;MANUEL GASCÓN;16;1;9;2;8;;MANUEL GASCON
MANUEL GOMEZ-MORENO;463650;PLAZA;DE; MANUEL GOMEZ-MORENO;MANUEL GÓMEZ-MORENO;6;1;5;2;6;;MANUEL GOMEZ-MORENO
MANUEL GONZALEZ LONGORIA;463800;CALLE;DE; MANUEL GONZALEZ LONGORIA;MANUEL GONZÁLEZ LONGORÍA;7;1;9;2;14;;MANUEL GONZALEZ LONGORIA
MANUEL GRANERO;463850;RONDA;DE; MANUEL GRANERO;MANUEL GRANERO;16;1;73;2;38;;MANUEL GRANERO
MANUEL GUTIERREZ MELLADO;31001750;CALLE;DE; MANUEL GUTIERREZ MELLADO;MANUEL GUTIÉRREZ MELLADO;16;7;47;8;68;;MANUEL GUTIERREZ MELLADO
MANUEL LABORDA;464100;CALLE;DE; MANUEL LABORDA;MANUEL LABORDA;17;1;17;2;20;;MANUEL LABORDA
MANUEL LAGUNA;464400;CALLE;DE; MANUEL LAGUNA;MANUEL LAGUNA;13;1;33;2;74;;MANUEL LAGUNA
MANUEL LAGUNA;464400;CALLE;DE; MANUEL LAGUNA;MANUEL LAGUNA;13;1;33;2;74;;MANUEL LAGUNA
MANUEL LAMELA;464600;CALLE;DE; MANUEL LAMELA;MANUEL LAMELA;11;1;25;2;20;;MANUEL LAMELA
MANUEL LINARES;464700;CALLE;DE; MANUEL LINARES;MANUEL LINARES;15;1;5;;;;MANUEL LINARES
MANUEL LUNA;464800;CALLE;DE; MANUEL LUNA;MANUEL LUNA;6;1;33;2;18;;MANUEL LUNA
MANUEL MACHADO;949;CALLE;DE; MANUEL MACHADO;MANUEL MACHADO;14;1;11;2;56;;MANUEL MACHADO
MANUEL MARAÑON;464900;CALLE;DE; MANUEL MARAÑON;MANUEL MARAÑÓN;15;1;19;2;8;;MANUEL MARAÑON
MANUEL MARCHAMALO;465000;CALLE;DE; MANUEL MARCHAMALO;MANUEL MARCHAMALO;6;;;2;14;;MANUEL MARCHAMALO
MANUEL MARIA ARRILLAGA;465050;CALLE;DE; MANUEL MARIA ARRILLAGA;MANUEL MARÍA ARRILLAGA;14;1;51;2;52;;MANUEL MARIA ARRILLAGA
MANUEL MARIA IGLESIAS;465100;CALLE;DE; MANUEL MARIA IGLESIAS;MANUEL MARÍA IGLESIAS;15;1;11;2;6;;MANUEL MARIA IGLESIAS
MANUEL MAROTO;465200;CALLE;DE; MANUEL MAROTO;MANUEL MAROTO;13;1;57;2;82;;MANUEL MAROTO
MANUEL MATEO;465300;PLAZA;DE; MANUEL MATEO;MANUEL MATEO;11;1;13;2;12;;MANUEL MATEO
MANUEL MONTERO VALLEJO;31003607;CALLE;DE; MANUEL MONTERO VALLEJO;MANUEL MONTERO VALLEJO;12;;;;;;MANUEL MONTERO VALLEJO
MANUEL MONTILLA;465700;CALLE;DE; MANUEL MONTILLA;MANUEL MONTILLA;5;1;13;2;12;;MANUEL MONTILLA
MANUEL MUIÑO ARROYO;42400;CALLE;DE; MANUEL MUIÑO ARROYO;MANUEL MUIÑO ARROYO;10;1;11;2;26;;MANUEL MUIÑO ARROYO
MANUEL MUÑOZ;465800;CALLE;DE; MANUEL MUÑOZ;MANUEL MUÑOZ;12;3;31;2;30;;MANUEL MUÑOZ
MANUEL MUÑOZ MONASTERIO;31003593;GLORIETA;DE; MANUEL MUÑOZ MONASTERIO;MANUEL MUÑOZ MONASTERIO;16;;;;;;MANUEL MUÑOZ MONASTERIO
MANUEL NIETO;465900;CALLE;DE; MANUEL NIETO;MANUEL NIETO;9;1;15;2;20;;MANUEL NIETO
MANUEL NOGUEIRO;466000;CALLE;DE; MANUEL NOGUEIRO;MANUEL NOGUEIRO;13;1;25;2;20;;MANUEL NOGUEIRO
MANUEL NOYA;466100;CALLE;DE; MANUEL NOYA;MANUEL NOYA;12;9;29;2;16;;MANUEL NOYA
MANUEL PAVIA;466400;CALLE;DE; MANUEL PAVIA;MANUEL PAVÍA;18;1;21;2;22;;MANUEL PAVIA
MANUEL POMBO ANGULO;31000072;CALLE;DE; MANUEL POMBO ANGULO;MANUEL POMBO ANGULO;16;5;11;2;30;;MANUEL POMBO ANGULO
MANUEL RODRIGO;1166;PLAZA;DE; MANUEL RODRIGO;MANUEL RODRIGO;16;1;13;;;;MANUEL RODRIGO
MANUEL SILVELA;467000;CALLE;DE; MANUEL SILVELA;MANUEL SILVELA;7;1;17;2;20;;MANUEL SILVELA
MANUEL TOVAR;467050;CALLE;DE; MANUEL TOVAR;MANUEL TOVAR;8;1;53;2;46;;MANUEL TOVAR
MANUEL URIBE;467100;CALLE;DE; MANUEL URIBE;MANUEL URIBE;15;1;17;2;14;;MANUEL URIBE
MANUEL URIBE;467100;CALLE;DE; MANUEL URIBE;MANUEL URIBE;16;19;33;18;26;;MANUEL URIBE
MANUEL VAZQUEZ MONTALBAN;31000601;CALLE;DE; MANUEL VAZQUEZ MONTALBAN;MANUEL VÁZQUEZ MONTALBÁN;20;1;41;2;36;;MANUEL VAZQUEZ MONTALBAN
MANUEL VELEZ;467300;CALLE;DE; MANUEL VELEZ;MANUEL VÉLEZ;18;1;23;2;16;;MANUEL VELEZ
MANUEL VILLARTA;467500;CALLE;DE; MANUEL VILLARTA;MANUEL VILLARTA;8;1;33;2;46;;MANUEL VILLARTA
MANUELA MALASAÑA;467700;CALLE;DE; MANUELA MALASAÑA;MANUELA MALASAÑA;1;1;39;2;30;;MANUELA MALASAÑA
MANUELA MINGUEZ;467800;CALLE;DE; MANUELA MINGUEZ;MANUELA MÍNGUEZ;6;1;15;2;8;;MANUELA MINGUEZ
MANUELA TORREGROSA;468000;CALLE;DE; MANUELA TORREGROSA;MANUELA TORREGROSA;4;1;19;2;20;;MANUELA TORREGROSA
MANZANA;468100;CALLE;DE LA; MANZANA;MANZANA;1;1;21;2;16;;MANZANA
MANZANAR;468200;CALLE;DEL; MANZANAR;MANZANAR;16;;;12;32;;MANZANAR
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;2;;;;;;MANZANARES
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;2;;;;;;MANZANARES
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;2;;;;;;MANZANARES
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;2;;;;;;MANZANARES
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;10;1;5;2;52;;MANZANARES
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;10;1;5;2;52;;MANZANARES
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;11;;;58;180;;MANZANARES
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;11;;;58;180;;MANZANARES
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;12;31;31;194;240;;MANZANARES
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;12;31;31;194;240;;MANZANARES
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;12;31;31;194;240;;MANZANARES
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;12;31;31;194;240;;MANZANARES
MANZANARES;468400;AVENIDA;DEL; MANZANARES;MANZANARES;13;;;;;;MANZANARES
MANZANARES;468300;CALLE;DEL; MANZANARES;MANZANARES;2;1;25;2;26;;MANZANARES
MANZANARES;905096;PUENTE;DEL; MANZANARES;MANZANARES;9;;;;;;MANZANARES
MANZANILLA;900383;CALLE;DE LA; MANZANILLA;MANZANILLA;9;1;21;2;20;;MANZANILLA
MAÑO;468500;CALLE;DEL; MAÑO;MAÑO;13;1;1;;;;MAÑO
MAQUEDA;468600;CALLE;DE; MAQUEDA;MAQUEDA;10;1;149;4;142;;MAQUEDA
MAQUILEROS;468700;CALLE;DE LOS; MAQUILEROS;MAQUILEROS;20;5;7;6;10;;MAQUILEROS
MAQUINARIA;468900;CALLE;DE LA; MAQUINARIA;MAQUINARIA;20;1;13;2;12;;MAQUINARIA
MAQUINILLA;31000421;CALLE;DE LA; MAQUINILLA;MAQUINILLA;13;13;39;2;36;;MAQUINILLA
MAR;468950;PLAZA;DEL; MAR;MAR;21;;;;;;MAR
MAR ADRIATICO;741300;CALLE;DEL; MAR ADRIATICO;MAR ADRIÁTICO;16;1;15;2;14;;MAR ADRIATICO
MAR ADRIATICO;741300;CALLE;DEL; MAR ADRIATICO;MAR ADRIÁTICO;16;1;15;2;14;;MAR ADRIATICO
MAR AMARILLO;468902;CALLE;DEL; MAR AMARILLO;MAR AMARILLO;16;1;23;4;12;;MAR AMARILLO
MAR AMARILLO;468902;CALLE;DEL; MAR AMARILLO;MAR AMARILLO;21;;;;;;MAR AMARILLO
MAR BALTICO;469300;CALLE;DEL; MAR BALTICO;MAR BÁLTICO;16;1;13;2;10;;MAR BALTICO
