nombreOriginal;COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;DISTRITO;IMPAR_MIN;IMPAR_MAX;PAR_MIN;PAR_MAX;tipoVia;palabrasClave
ENCOMIENDA;266100;CALLE;DE LA; ENCOMIENDA;ENCOMIENDA;1;1;25;2;26;;ENCOMIENDA
ENCOMIENDA;266200;TRAVESÍA;DE LA; ENCOMIENDA;ENCOMIENDA;1;1;5;2;4;;ENCOMIENDA
ENCOMIENDA DE PALACIOS;266300;CALLE;DE LA; ENCOMIENDA DE PALACIOS;ENCOMIENDA DE PALACIOS;14;1;239;2;380;;ENCOMIENDA PALACIOS
ENCOMIENDA DE PALACIOS;266300;CALLE;DE LA; ENCOMIENDA DE PALACIOS;ENCOMIENDA DE PALACIOS;14;1;239;2;380;;ENCOMIENDA PALACIOS
ENCOMIENDA DE PALACIOS;266300;CALLE;DE LA; ENCOMIENDA DE PALACIOS;ENCOMIENDA DE PALACIOS;14;1;239;2;380;;ENCOMIENDA PALACIOS
ENCOMIENDA DE PALACIOS;266300;CALLE;DE LA; ENCOMIENDA DE PALACIOS;ENCOMIENDA DE PALACIOS;14;1;239;2;380;;ENCOMIENDA PALACIOS
ENCUENTRO;554400;PLAZA;DEL; ENCUENTRO;ENCUENTRO;14;1;5;2;4;;ENCUENTRO
ENCUENTRO;554400;PLAZA;DEL; ENCUENTRO;ENCUENTRO;14;1;5;2;4;;ENCUENTRO
ENCUENTRO;554400;PLAZA;DEL; ENCUENTRO;ENCUENTRO;14;1;5;2;4;;ENCUENTRO
ENDRINAS;266400;CALLE;DE LAS; ENDRINAS;ENDRINAS;5;1;21;2;26;;ENDRINAS
ENEBRO;83501;CALLE;DEL; ENEBRO;ENEBRO;9;1;21;2;2;;ENEBRO
ENERO;266500;CALLE;DE; ENERO;ENERO;20;1;33;2;22;;ENERO
ENRIQUE AGUILAR;266700;CALLE;DE; ENRIQUE AGUILAR;ENRIQUE AGUILAR;6;1;9;4;12;;ENRIQUE AGUILAR
ENRIQUE AZCOAGA;31000077;CALLE;DE; ENRIQUE AZCOAGA;ENRIQUE AZCOAGA;16;1;1;;;;ENRIQUE AZCOAGA
ENRIQUE BORRAS;266900;CALLE;DE; ENRIQUE BORRAS;ENRIQUE BORRÁS;10;1;17;2;18;;ENRIQUE BORRAS
ENRIQUE D'ALMONTE;267000;CALLE;DE; ENRIQUE D'ALMONTE;ENRIQUE D'ALMONTE;4;1;1;2;16;;ENRIQUE D'ALMONTE
ENRIQUE DE ALDAMA;31001316;CALLE;DE; ENRIQUE DE ALDAMA;ENRIQUE DE ALDAMA;8;1;1;2;10;;ENRIQUE ALDAMA
ENRIQUE DE LA MATA GOROSTIZAGA;701;PASO ELEVADO;DE; ENRIQUE DE LA MATA GOROSTIZAGA;ENRIQUE DE LA MATA GOROSTIZAGA;4;;;;;;ENRIQUE MATA GOROSTIZAGA
ENRIQUE DE LA MATA GOROSTIZAGA;701;PASO ELEVADO;DE; ENRIQUE DE LA MATA GOROSTIZAGA;ENRIQUE DE LA MATA GOROSTIZAGA;7;;;;;;ENRIQUE MATA GOROSTIZAGA
ENRIQUE DE MESA;267750;PLAZA;DE; ENRIQUE DE MESA;ENRIQUE DE MESA;18;1;7;2;8;;ENRIQUE MESA
ENRIQUE DE ORO;31000311;CALLE;DEL; ENRIQUE DE ORO;ENRIQUE DE ORO;11;1;17;;;;ENRIQUE ORO
ENRIQUE DE PRADA;267850;CALLE;DE; ENRIQUE DE PRADA;ENRIQUE DE PRADA;16;1;9;;;;ENRIQUE PRADA
ENRIQUE FUENTES;267100;CALLE;DE; ENRIQUE FUENTES;ENRIQUE FUENTES;12;1;27;2;24;;ENRIQUE FUENTES
ENRIQUE GARCIA ALVAREZ;267150;CALLE;DE; ENRIQUE GARCIA ALVAREZ;ENRIQUE GARCÍA ÁLVAREZ;18;1;15;2;18;;ENRIQUE GARCIA ALVAREZ
ENRIQUE GRANADOS;267200;CALLE;DE; ENRIQUE GRANADOS;ENRIQUE GRANADOS;10;1;13;2;8;;ENRIQUE GRANADOS
ENRIQUE I;268800;CALLE;DE; ENRIQUE I;ENRIQUE I;6;1;9;2;2;;ENRIQUE I
ENRIQUE JARDIEL PONCELA;267350;CALLE;DE; ENRIQUE JARDIEL PONCELA;ENRIQUE JARDIEL PONCELA;5;1;15;2;14;;ENRIQUE JARDIEL PONCELA
ENRIQUE LAFUENTE FERRARI;2684;CALLE;DE; ENRIQUE LAFUENTE FERRARI;ENRIQUE LAFUENTE FERRARI;16;;;2;42;;ENRIQUE LAFUENTE FERRARI
ENRIQUE LARRETA;267400;CALLE;DE; ENRIQUE LARRETA;ENRIQUE LARRETA;5;1;11;2;14;;ENRIQUE LARRETA
ENRIQUE LEYRA;267500;CALLE;DE; ENRIQUE LEYRA;ENRIQUE LEYRA;8;3;17;2;20;;ENRIQUE LEYRA
ENRIQUE LOPEZ;267600;CALLE;DE; ENRIQUE LOPEZ;ENRIQUE LÓPEZ;20;1;25;2;20;;ENRIQUE LOPEZ
ENRIQUE MARTINEZ;267700;CALLE;DE; ENRIQUE MARTINEZ;ENRIQUE MARTÍNEZ;11;3;3;4;8;;ENRIQUE MARTINEZ
ENRIQUE MOYANO;267800;CALLE;DE; ENRIQUE MOYANO;ENRIQUE MOYANO;11;1;7;2;6;;ENRIQUE MOYANO
ENRIQUE PEREZ;900160;CALLE;DE; ENRIQUE PEREZ;ENRIQUE PÉREZ;11;;;;;;ENRIQUE PEREZ
ENRIQUE RUANO;331500;PASAJE;DE; ENRIQUE RUANO;ENRIQUE RUANO;4;1;9;2;6;;ENRIQUE RUANO
ENRIQUE RUIZ;267900;CALLE;DE; ENRIQUE RUIZ;ENRIQUE RUIZ;6;1;1;2;6;;ENRIQUE RUIZ
ENRIQUE RUIZ;267900;CALLE;DE; ENRIQUE RUIZ;ENRIQUE RUIZ;16;;;;;;ENRIQUE RUIZ
ENRIQUE SIMONIS;268200;CALLE;DE; ENRIQUE SIMONIS;ENRIQUE SIMONIS;2;5;27;2;28;;ENRIQUE SIMONIS
ENRIQUE TROMPETA;268400;CALLE;DE; ENRIQUE TROMPETA;ENRIQUE TROMPETA;2;1;11;2;14;;ENRIQUE TROMPETA
ENRIQUE URQUIJO;31001771;CALLE;DE; ENRIQUE URQUIJO;ENRIQUE URQUIJO;19;5;153;2;210;;ENRIQUE URQUIJO
ENRIQUE URQUIJO;31001771;CALLE;DE; ENRIQUE URQUIJO;ENRIQUE URQUIJO;19;5;153;2;210;;ENRIQUE URQUIJO
ENRIQUE VELASCO;268500;CALLE;DE; ENRIQUE VELASCO;ENRIQUE VELASCO;13;1;53;2;50;;ENRIQUE VELASCO
ENRIQUE VELASCO;268600;PASAJE;DE; ENRIQUE VELASCO;ENRIQUE VELASCO;13;1;7;2;12;;ENRIQUE VELASCO
ENRIQUE VELASCO;268700;TRAVESÍA;DE; ENRIQUE VELASCO;ENRIQUE VELASCO;13;1;5;2;14;;ENRIQUE VELASCO
ENSANCHE DE VALLECAS;31000474;AVENIDA;DEL; ENSANCHE DE VALLECAS;ENSANCHE DE VALLECAS;18;1;91;2;122;;ENSANCHE VALLECAS
ENSANCHE DE VALLECAS;31005002;POLÍGONO;; ENSANCHE DE VALLECAS;ENSANCHE DE VALLECAS;;;;;;;ENSANCHE VALLECAS
ENSIDESA;269100;PLAZA;DE; ENSIDESA;ENSIDESA;20;1;3;2;6;;ENSIDESA
ENTRE ARROYOS;269200;CALLE;; ENTRE ARROYOS;ENTRE ARROYOS;14;1;33;2;116;;ARROYOS
ENTRENA;269300;CALLE;DE; ENTRENA;ENTRENA;15;3;3;;;;ENTRENA
ENTREPEÑAS;31000519;CALLE;DE; ENTREPEÑAS;ENTREPEÑAS;18;5;53;44;90;;ENTREPEÑAS
ENTREVIAS;269400;AVENIDA;; ENTREVIAS;ENTREVÍAS;13;81;81;2;140;Via;ENTREVIAS
ENTREVIAS;269400;AVENIDA;; ENTREVIAS;ENTREVÍAS;13;81;81;2;140;Via;ENTREVIAS
EOLO;269500;GLORIETA;DE; EOLO;EOLO;20;;;2;2;;EOLO
EPIFANIA;269600;CALLE;DE LA; EPIFANIA;EPIFANÍA;20;1;17;2;18;;EPIFANIA
ERAS;269800;CALLE;DE LAS; ERAS;ERAS;16;1;9;4;10;;ERAS
ERAS ALTAS;270000;CALLE;DE LAS; ERAS ALTAS;ERAS ALTAS;18;1;17;2;8;;ERAS ALTAS
ERASMO DE ROTTERDAM;31000276;CALLE;DE; ERASMO DE ROTTERDAM;ERASMO DE ROTTERDAM;8;1;9;2;6;;ERASMO ROTTERDAM
ERASO;270100;CALLE;DE; ERASO;ERASO;4;1;73;2;46;;ERASO
ERCILLA;270200;CALLE;DE; ERCILLA;ERCILLA;2;1;53;2;54;;ERCILLA
ERESMA;270300;CALLE;DEL; ERESMA;ERESMA;5;1;7;2;16;;ERESMA
ERIAL DE LA ABUELA;31001806;CALLE;DEL; ERIAL DE LA ABUELA;ERIAL DE LA ABUELA;19;49;51;2;190;;ERIAL ABUELA
ERIAL DE LA ABUELA;31001806;CALLE;DEL; ERIAL DE LA ABUELA;ERIAL DE LA ABUELA;19;49;51;2;190;;ERIAL ABUELA
ERICA;1718;CALLE;DEL; ERICA;ERICA;11;;;;;;ERICA
ERIDANO;270350;CALLE;DE; ERIDANO;ERÍDANO;9;1;5;2;8;;ERIDANO
ERMITA;905287;CAMINO;DE LA; ERMITA;ERMITA;19;;;;;;ERMITA
ERMITA;270400;PASEO;DE LA; ERMITA;ERMITA;9;1;11;2;42;;ERMITA
ERMITA DE LA SOLEDAD;31001651;CALLE;DE LA; ERMITA DE LA SOLEDAD;ERMITA DE LA SOLEDAD;19;;;;;;ERMITA SOLEDAD
ERMITA DE LA VIRGEN DE LA SOLEDAD;2341;GLORIETA;DE LA; ERMITA DE LA VIRGEN DE LA SOLEDAD;ERMITA DE LA VIRGEN DE LA SOLEDAD;21;;;;;;ERMITA VIRGEN SOLEDAD
ERMITA DE LA VIRGEN DE LA SOLEDAD;2341;GLORIETA;DE LA; ERMITA DE LA VIRGEN DE LA SOLEDAD;ERMITA DE LA VIRGEN DE LA SOLEDAD;21;;;;;;ERMITA VIRGEN SOLEDAD
ERMITA DE LA VIRGEN DE LA SOLEDAD;2341;GLORIETA;DE LA; ERMITA DE LA VIRGEN DE LA SOLEDAD;ERMITA DE LA VIRGEN DE LA SOLEDAD;21;;;;;;ERMITA VIRGEN SOLEDAD
ERMITA DE LA VIRGEN DE LA TORRE;905275;CAMINO;DE LA; ERMITA DE LA VIRGEN DE LA TORRE;ERMITA DE LA VIRGEN DE LA TORRE;19;3;3;6;52;;ERMITA VIRGEN TORRE
ERMITA DEL SANTO;270500;PASEO;DE LA; ERMITA DEL SANTO;ERMITA DEL SANTO;8;;;;;;ERMITA SANTO
ERMITA DEL SANTO;270500;PASEO;DE LA; ERMITA DEL SANTO;ERMITA DEL SANTO;10;1;65;2;66;;ERMITA SANTO
ERMITA DEL SANTO;270500;PASEO;DE LA; ERMITA DEL SANTO;ERMITA DEL SANTO;10;1;65;2;66;;ERMITA SANTO
ERMITA DEL SANTO;270500;PASEO;DE LA; ERMITA DEL SANTO;ERMITA DEL SANTO;11;71;79;68;80;;ERMITA SANTO
ERMUA;31000259;PLAZA;DE; ERMUA;ERMUA;12;;;;;;ERMUA
ERNEST HEMINGWAY;31000681;CALLE;DE; ERNEST HEMINGWAY;ERNEST HEMINGWAY;11;;;2;8;;ERNEST HEMINGWAY
ERNESTINA MANUEL DE VILLENA;270600;CALLE;DE; ERNESTINA MANUEL DE VILLENA;ERNESTINA MANUEL DE VILLENA;12;1;7;2;8;;ERNESTINA MANUEL VILLENA
EROS;31000401;CALLE;DE; EROS;EROS;2;3;7;2;24;;EROS
ERVIGIO;270700;CALLE;DE; ERVIGIO;ERVIGIO;11;1;7;2;36;;ERVIGIO
ESCALERILLA DE PIEDRA;271000;CALLE;DE LA; ESCALERILLA DE PIEDRA;ESCALERILLA DE PIEDRA;1;1;1;2;2;;ESCALERILLA PIEDRA
ESCALINATA;271100;CALLE;DE LA; ESCALINATA;ESCALINATA;1;1;23;2;12;ESCALINATA; 
ESCALONA;271200;CALLE;DE; ESCALONA;ESCALONA;10;1;111;2;90;;ESCALONA
ESCALONILLA;271250;CALLE;DE; ESCALONILLA;ESCALONILLA;10;1;155;2;30;;ESCALONILLA
ESCANDON;271260;CALLE;DEL; ESCANDON;ESCANDÓN;17;3;3;4;10;;ESCANDON
ESCARAMUJO;271400;CALLE;DEL; ESCARAMUJO;ESCARAMUJO;6;1;3;2;4;;ESCARAMUJO
ESCOCIA;271600;CALLE;DE; ESCOCIA;ESCOCIA;11;1;9;2;30;;ESCOCIA
ESCOCIA;271600;CALLE;DE; ESCOCIA;ESCOCIA;11;1;9;2;30;;ESCOCIA
ESCORIAZA;271750;CALLE;DE; ESCORIAZA;ESCORIAZA;17;1;17;2;18;;ESCORIAZA
ESCORPION;271775;CALLE;DEL; ESCORPION;ESCORPIÓN;21;1;33;2;28;;ESCORPION
ESCOSURA;271800;CALLE;DE; ESCOSURA;ESCOSURA;7;1;27;2;22;;ESCOSURA
ESCRIBANOS;271900;CALLE;DE LOS; ESCRIBANOS;ESCRIBANOS;17;1;33;2;36;;ESCRIBANOS
ESCRITOR;1193;CALLE;DEL; ESCRITOR;ESCRITOR;13;1;17;2;10;;ESCRITOR
ESCUADRA;272000;CALLE;DE LA; ESCUADRA;ESCUADRA;1;1;13;2;14;;ESCUADRA
ESCUADRON;272100;CALLE;DEL; ESCUADRON;ESCUADRÓN;8;;;2;10;;ESCUADRON
ESCUDO;272200;PASAJE;DEL; ESCUDO;ESCUDO;3;5;7;2;4;;ESCUDO
ESCUDO DE ORO;31000020;CALLE;DEL; ESCUDO DE ORO;ESCUDO DE ORO;11;5;13;2;6;;ESCUDO ORO
ESCUELA DE VALLECAS;31000649;CALLE;DE LA; ESCUELA DE VALLECAS;ESCUELA DE VALLECAS;18;33;45;12;50;;ESCUELA VALLECAS
ESCUELAS;272400;CALLE;DE LAS; ESCUELAS;ESCUELAS;12;1;1;2;18;;ESCUELAS
ESCULANO;272600;CALLE;DE; ESCULANO;ESCULANO;20;17;25;4;18;;ESCULANO
ESCULTOR PERESEJO;1871;CALLE;DEL; ESCULTOR PERESEJO;ESCULTOR PERESEJO;9;1;13;2;114;;ESCULTOR PERESEJO
ESCULTORES;272700;CALLE;DE LOS; ESCULTORES;ESCULTORES;20;3;19;;;;ESCULTORES
ESENCIEROS;272800;CALLE;DE LOS; ESENCIEROS;ESENCIEROS;20;;;2;8;;ESENCIEROS
ESFINGE;272900;CALLE;DE LA; ESFINGE;ESFINGE;20;1;77;2;92;;ESFINGE
ESGRIMA;273000;CALLE;DE LA; ESGRIMA;ESGRIMA;1;1;13;2;14;;ESGRIMA
ESMALTINA;2884;CALLE;DE LA; ESMALTINA;ESMALTINA;17;1;13;2;14;;ESMALTINA
ESMERALDA;273200;CALLE;DE LA; ESMERALDA;ESMERALDA;12;1;25;4;20;;ESMERALDA
ESPADA;273300;CALLE;DE LA; ESPADA;ESPADA;1;1;11;2;16;;ESPADA
ESPALTER;273500;CALLE;DE; ESPALTER;ESPALTER;3;1;17;2;12;;ESPALTER
ESPAÑA;273600;PLAZA;DE; ESPAÑA;ESPAÑA;1;1;19;2;8;;ESPAÑA
ESPAÑA;273600;PLAZA;DE; ESPAÑA;ESPAÑA;1;1;19;2;8;;ESPAÑA
ESPAÑA;273600;PLAZA;DE; ESPAÑA;ESPAÑA;9;9;17;10;20;;ESPAÑA
ESPAÑOL;273700;PASAJE;DEL; ESPAÑOL;ESPAÑOL;11;1;5;2;4;;ESPAÑOL
ESPARTA;273900;CALLE;DE; ESPARTA;ESPARTA;20;1;29;2;40;;ESPARTA
ESPARTA;273900;CALLE;DE; ESPARTA;ESPARTA;20;1;29;2;40;;ESPARTA
ESPARTEROS;274000;CALLE;DE; ESPARTEROS;ESPARTEROS;1;1;13;2;18;;ESPARTEROS
ESPARTINAS;274100;CALLE;DE; ESPARTINAS;ESPARTINAS;4;1;9;2;10;;ESPARTINAS
ESPEJO;274300;CALLE;DEL; ESPEJO;ESPEJO;1;1;17;2;16;;ESPEJO
ESPERANZA;274400;CALLE;DE; ESPERANZA;ESPERANZA;1;1;17;2;14;;ESPERANZA
CHOZAS DE LA ALHONDIGA;274600;CALLE;DE LAS; CHOZAS DE LA ALHONDIGA;CHOZAS DE LA ALHÓNDIGA;2;1;59;2;24;;CHOZAS ALHONDIGA
ESPERANZA;274600;PASEO;DE LA; ESPERANZA;ESPERANZA;2;1;59;2;24;;ESPERANZA
ESPERANZA GARCIA;274900;CALLE;DE; ESPERANZA GARCIA;ESPERANZA GARCÍA;18;1;23;2;8;;ESPERANZA GARCIA
ESPERANZA MACARENA;275000;CALLE;DE; ESPERANZA MACARENA;ESPERANZA MACARENA;17;1;35;2;38;;ESPERANZA MACARENA
ESPERANZA SANCHEZ CARRASCOSA;275100;CALLE;DE; ESPERANZA SANCHEZ CARRASCOSA;ESPERANZA SÁNCHEZ CARRASCOSA;6;1;61;2;64;;ESPERANZA SANCHEZ CARRASCOSA
ESPINAL;2806;CALLE;DE; ESPINAL;ESPINAL;8;;;;;;ESPINAL
ESPINELA;275300;AVENIDA;DE LA; ESPINELA;ESPINELA;17;1;49;2;54;;ESPINELA
ESPINILLO;905258;CAMINO;DEL; ESPINILLO;ESPINILLO;8;;;;;;ESPINILLO
ESPINILLO;905258;CAMINO;DEL; ESPINILLO;ESPINILLO;19;15;77;10;10;;ESPINILLO
ESPINO;275400;CALLE;DEL; ESPINO;ESPINO;1;1;5;2;6;;ESPINO
ESPINOS;275500;CALLE;DE LOS; ESPINOS;ESPINOS;9;1;25;2;10;;ESPINOS
ESPIREA;275600;CALLE;DE LA; ESPIREA;ESPIREA;16;1;37;2;28;;ESPIREA
ESPIRITU SANTO;275700;CALLE;DEL; ESPIRITU SANTO;ESPÍRITU SANTO;1;1;49;2;54;;ESPIRITU SANTO
ESPLIEGO;275900;CALLE;DEL; ESPLIEGO;ESPLIEGO;15;;;;;;ESPLIEGO
ESPLIEGO;275900;CALLE;DEL; ESPLIEGO;ESPLIEGO;16;25;25;;;;ESPLIEGO
ESPOZ Y MINA;276100;CALLE;DE; ESPOZ Y MINA;ESPOZ Y MINA;1;1;17;2;40;;ESPOZ MINA
ESPOZ Y MINA;276100;CALLE;DE; ESPOZ Y MINA;ESPOZ Y MINA;1;1;17;2;40;;ESPOZ MINA
ESPRONCEDA;276200;CALLE;DE; ESPRONCEDA;ESPRONCEDA;7;1;45;2;40;;ESPRONCEDA
ESPUELA;2667;CALLE;DE LA; ESPUELA;ESPUELA;16;5;5;2;4;;ESPUELA
ESQUILACHE;276300;CALLE;DE; ESQUILACHE;ESQUILACHE;7;1;17;2;26;;ESQUILACHE
ESQUIVEL;276400;CALLE;DE; ESQUIVEL;ESQUIVEL;7;3;3;4;4;;ESQUIVEL
ESQUIVIAS;276450;PLAZA;DE; ESQUIVIAS;ESQUIVIAS;8;7;11;6;14;Via;ESQUIVIAS
ESTACION;276600;AVENIDA;DE LA; ESTACION;ESTACIÓN;9;1;11;;;;ESTACION
ESTACION;276490;CALLE;DE LA; ESTACION;ESTACIÓN;10;7;7;;;;ESTACION
ESTACION;276490;CALLE;DE LA; ESTACION;ESTACIÓN;10;7;7;;;;ESTACION
ESTACION;276900;CARRETERA;DE LA; ESTACION;ESTACIÓN;9;9;9;12;16;;ESTACION
ESTACION;277100;PASEO;DE LA; ESTACION;ESTACIÓN;17;1;7;2;2;;ESTACION
ESTACION DE CONTENEDORES;905723;CARRETERA;DE LA; ESTACION DE CONTENEDORES;ESTACIÓN DE CONTENEDORES;17;1;15;2;2;;ESTACION CONTENEDORES
ESTACION DE HORTALEZA;277700;CARRETERA;A LA; ESTACION DE HORTALEZA;ESTACIÓN DE HORTALEZA;16;1;13;2;56;;ESTACION HORTALEZA
ESTACION DE HORTALEZA;277700;CARRETERA;A LA; ESTACION DE HORTALEZA;ESTACIÓN DE HORTALEZA;16;1;13;2;56;;ESTACION HORTALEZA
ESTACION DE HORTALEZA;277700;CARRETERA;A LA; ESTACION DE HORTALEZA;ESTACIÓN DE HORTALEZA;16;1;13;2;56;;ESTACION HORTALEZA
ESTACION DE LA RISTRA;2915;CALLE;DE LA; ESTACION DE LA RISTRA;ESTACIÓN DE LA RISTRA;19;1;1;;;;ESTACION RISTRA
ESTACION VALDELATAS;905641;CARRETERA;DE LA; ESTACION VALDELATAS;ESTACIÓN VALDELATAS;8;1;1;2;2;;ESTACION VALDELATAS
ESTAFETA;278500;CALLE;DE LA; ESTAFETA;ESTAFETA;12;1;47;2;38;;ESTAFETA
ESTANISLAO FIGUERAS;278600;CALLE;DE; ESTANISLAO FIGUERAS;ESTANISLAO FIGUERAS;9;1;7;2;10;;ESTANISLAO FIGUERAS
ESTANISLAO GOMEZ;278700;CALLE;DE; ESTANISLAO GOMEZ;ESTANISLAO GÓMEZ;16;1;81;2;54;;ESTANISLAO GOMEZ
ESTANISLAO PEREZ PITA;31001733;CALLE;DE; ESTANISLAO PEREZ PITA;ESTANISLAO PÉREZ PITA;16;7;7;2;4;;ESTANISLAO PEREZ PITA
ESTANISLAO PEREZ PITA;31001733;CALLE;DE; ESTANISLAO PEREZ PITA;ESTANISLAO PÉREZ PITA;21;23;71;18;76;;ESTANISLAO PEREZ PITA
ESTANQUE REPARTIDOR;1990;CAMINO;DEL; ESTANQUE REPARTIDOR;ESTANQUE REPARTIDOR;9;;;;;;ESTANQUE REPARTIDOR
ESTAÑO;278825;CALLE;DEL; ESTAÑO;ESTAÑO;17;;;2;12;;ESTAÑO
ESTE;279000;PLAZA;DEL; ESTE;ESTE;6;1;7;2;6;;ESTE
ESTE;279000;PLAZA;DEL; ESTE;ESTE;21;;;;;;ESTE
ESTEBAN CARROS;279300;CALLE;DE; ESTEBAN CARROS;ESTEBAN CARROS;13;19;73;2;50;;ESTEBAN CARROS
ESTEBAN COLLANTES;279500;CALLE;DE; ESTEBAN COLLANTES;ESTEBAN COLLANTES;15;1;63;2;56;;ESTEBAN COLLANTES
ESTEBAN DE ARTEAGA;25410;CALLE;DE; ESTEBAN DE ARTEAGA;ESTEBAN DE ARTEAGA;11;1;7;2;8;;ESTEBAN ARTEAGA
ESTEBAN MORA;279600;CALLE;DE; ESTEBAN MORA;ESTEBAN MORA;15;1;55;2;36;;ESTEBAN MORA
ESTEBAN PALACIOS;1173;CALLE;DE; ESTEBAN PALACIOS;ESTEBAN PALACIOS;16;1;25;2;14;;ESTEBAN PALACIOS
ESTEBAN TERRADAS;279725;CALLE;DE; ESTEBAN TERRADAS;ESTEBAN TERRADAS;5;1;11;2;8;;ESTEBAN TERRADAS
ESTEBANEZ CALDERON;279750;CALLE;DE; ESTEBANEZ CALDERON;ESTÉBANEZ CALDERÓN;6;1;7;2;2;;ESTEBANEZ CALDERON
ESTEFANITA;2876;CALLE;DE LA; ESTEFANITA;ESTEFANITA;17;1;15;2;74;;ESTEFANITA
ESTELLA;2855;CALLE;DE; ESTELLA;ESTELLA;8;1;21;8;10;;ESTELLA
ESTEVEZ;280000;CALLE;DE; ESTEVEZ;ESTÉVEZ;5;1;7;2;14;;ESTEVEZ
ESTIBALIZ;280100;CALLE;DE; ESTIBALIZ;ESTÍBALIZ;16;1;61;2;30;;ESTIBALIZ
ESTIBALIZ;280100;CALLE;DE; ESTIBALIZ;ESTÍBALIZ;16;1;61;2;30;;ESTIBALIZ
ESTIGIA;280200;CALLE;DEL; ESTIGIA;ESTIGIA;20;1;7;2;12;;ESTIGIA
ESTOCOLMO;2437;CALLE;DE; ESTOCOLMO;ESTOCOLMO;20;1;91;2;40;;ESTOCOLMO
ESTORIL;280400;CALLE;DE; ESTORIL;ESTORIL;11;;;2;14;;ESTORIL
ESTORIL;280500;PASAJE;DE; ESTORIL;ESTORIL;11;;;;;;ESTORIL
ESTORIL;280600;PLAZA;DE; ESTORIL;ESTORIL;11;;;;;;ESTORIL
ESTRASBURGO;1115;CALLE;DE; ESTRASBURGO;ESTRASBURGO;21;1;7;2;8;;ESTRASBURGO
ESTRECHO DE COREA;281000;CALLE;DEL; ESTRECHO DE COREA;ESTRECHO DE COREA;15;1;9;2;34;;ESTRECHO COREA
ESTRECHO DE GIBRALTAR;281100;CALLE;DEL; ESTRECHO DE GIBRALTAR;ESTRECHO DE GIBRALTAR;15;1;27;2;22;;ESTRECHO GIBRALTAR
ESTRECHO DE MESINA;281200;CALLE;DEL; ESTRECHO DE MESINA;ESTRECHO DE MESINA;15;1;9;2;14;;ESTRECHO MESINA
ESTRECHO DE MESINA;281200;CALLE;DEL; ESTRECHO DE MESINA;ESTRECHO DE MESINA;16;11;37;16;44;;ESTRECHO MESINA
ESTRECHO DE ORMUZ;1183;CALLE;DEL; ESTRECHO DE ORMUZ;ESTRECHO DE ORMUZ;16;1;7;2;8;;ESTRECHO ORMUZ
ESTRECHO DE TORRES;281300;CALLE;DEL; ESTRECHO DE TORRES;ESTRECHO DE TORRES;16;1;25;2;30;;ESTRECHO TORRES
ESTRELLA;281400;CALLE;DE LA; ESTRELLA;ESTRELLA;1;1;21;2;22;;ESTRELLA
ESTRELLA DENEBOLA;31000179;CALLE;DE LA; ESTRELLA DENEBOLA;ESTRELLA DENÉBOLA;2;1;21;8;24;;ESTRELLA DENEBOLA
ESTRELLA HADAR;31000402;CALLE;DE LA; ESTRELLA HADAR;ESTRELLA HADAR;2;1;1;2;14;;ESTRELLA HADAR
ESTRELLA NAOS;31000181;CALLE;DE LA; ESTRELLA NAOS;ESTRELLA NAOS;2;5;5;2;22;;ESTRELLA NAOS
ESTRELLA POLAR;281600;CALLE;DE LA; ESTRELLA POLAR;ESTRELLA POLAR;3;1;19;2;30;;ESTRELLA POLAR
ESTRELLA SHAULA;31000180;CALLE;DE LA; ESTRELLA SHAULA;ESTRELLA SHAULA;2;1;5;;;;ESTRELLA SHAULA
ESTRELLITA CASTRO;2525;CALLE;DE; ESTRELLITA CASTRO;ESTRELLITA CASTRO;19;1;1;2;2;;ESTRELLITA CASTRO
ESTREMERA;31000622;CALLE;DE; ESTREMERA;ESTREMERA;18;1;17;16;20;;ESTREMERA
ESTRONCIO;281800;CALLE;DEL; ESTRONCIO;ESTRONCIO;17;1;17;;;;ESTRONCIO
ESTUDIANTES;281900;CALLE;DE LOS; ESTUDIANTES;ESTUDIANTES;9;3;7;2;6;;ESTUDIANTES
ESTUDIO;281950;CALLE;DEL; ESTUDIO;ESTUDIO;9;1;35;2;14;;ESTUDIO
ESTUDIOS;282000;CALLE;DE LOS; ESTUDIOS;ESTUDIOS;1;1;9;2;16;;ESTUDIOS
ETNA;282100;CALLE;DEL; ETNA;ETNA;13;;;2;18;;ETNA
ETREROS;2299;CALLE;DE; ETREROS;ETREROS;2;1;15;2;6;;ETREROS
ETRURIA;282300;CALLE;DE; ETRURIA;ETRURIA;20;1;45;2;40;;ETRURIA
EUCALIPTO;1928;CALLE;DEL; EUCALIPTO;EUCALIPTO;5;1;33;;;;EUCALIPTO
EUCLIDES;31000302;CALLE;DE; EUCLIDES;EUCLIDES;8;;;;;;EUCLIDES
EUGENIA DE MONTIJO;282410;CALLE;DE; EUGENIA DE MONTIJO;EUGENIA DE MONTIJO;11;3;107;2;114;;EUGENIA MONTIJO
EUGENIA DE MONTIJO;282410;CALLE;DE; EUGENIA DE MONTIJO;EUGENIA DE MONTIJO;11;3;107;2;114;;EUGENIA MONTIJO
EUGENIA DE MONTIJO;282410;CALLE;DE; EUGENIA DE MONTIJO;EUGENIA DE MONTIJO;11;3;107;2;114;;EUGENIA MONTIJO
