COD_VIA;nombreOriginal;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;DISTRITO;IMPAR_MIN;IMPAR_MAX;PAR_MIN;PAR_MAX;tipoVia;palabrasClave
339300;GOMEZ ACEBO;PLAZA;DE; GOMEZ ACEBO;GÓMEZ ACEBO;17;1;7;2;4;;GOMEZ ACEBO
339500;GOMEZ CANO;CALLE;DE; GOMEZ CANO;GÓMEZ CANO;5;1;5;4;12;;GOMEZ CANO
427400;GOMEZ DE ARTECHE;CALLE;DE; GOMEZ DE ARTECHE;GÓMEZ DE ARTECHE;11;1;55;2;40;;GOMEZ ARTECHE
339400;GOMEZ DE AVELLANEDA;CALLE;DE; GOMEZ DE AVELLANEDA;GÓMEZ DE AVELLANEDA;15;1;51;2;48;;GOMEZ AVELLANEDA
672200;GOMEZ DE BAQUERO;CALLE;DE; GOMEZ DE BAQUERO;GÓMEZ DE BAQUERO;16;3;9;2;12;;GOMEZ BAQUERO
339800;GOMEZ DE MORA;CALLE;DE; GOMEZ DE MORA;GÓMEZ DE MORA;1;1;3;2;6;;GOMEZ MORA
339700;GOMEZ HEMANS;CALLE;DE; GOMEZ HEMANS;GÓMEZ HEMANS;15;1;17;2;14;;GOMEZ HEMANS
339700;GOMEZ HEMANS;CALLE;DE; GOMEZ HEMANS;GÓMEZ HEMANS;16;19;29;16;22;;GOMEZ HEMANS
339900;GOMEZ ORTEGA;CALLE;DE; GOMEZ ORTEGA;GÓMEZ ORTEGA;5;1;29;2;38;;GOMEZ ORTEGA
340100;GOMEZNARRO;CALLE;DE; GOMEZNARRO;GÓMEZNARRO;16;7;259;2;498;;GOMEZNARRO
2293;GOMEZNARRO;TRAVESÍA;DE; GOMEZNARRO;GÓMEZNARRO;16;;;;;;GOMEZNARRO
340150;GONDOLA;CALLE;DE LA; GONDOLA;GÓNDOLA;21;1;13;2;10;;GONDOLA
340300;GONZALEZ AMIGO;CALLE;DE; GONZALEZ AMIGO;GONZÁLEZ AMIGO;15;15;35;20;32;;GONZALEZ AMIGO
340400;GONZALEZ ARIAS;CALLE;DE; GONZALEZ ARIAS;GONZÁLEZ ARIAS;12;1;13;2;16;;GONZALEZ ARIAS
150;GONZALEZ DAVILA;CALLE;DE; GONZALEZ DAVILA;GONZÁLEZ DÁVILA;18;1;9;2;26;;GONZALEZ DAVILA
340500;GONZALEZ FEITO;CALLE;DE; GONZALEZ FEITO;GONZÁLEZ FEITO;12;1;37;28;28;;GONZALEZ FEITO
340600;GONZALEZ SOLA;CALLE;DE; GONZALEZ SOLA;GONZÁLEZ SOLA;6;1;21;2;16;;GONZALEZ SOLA
340700;GONZALEZ SOTO;CALLE;DE; GONZALEZ SOTO;GONZÁLEZ SOTO;13;1;35;2;40;;GONZALEZ SOTO
340900;GONZALO DE BERCEO;CALLE;DE; GONZALO DE BERCEO;GONZALO DE BERCEO;15;1;67;2;86;;GONZALO BERCEO
170700;GONZALO DE CESPEDES;CALLE;DE; GONZALO DE CESPEDES;GONZALO DE CÉSPEDES;21;1;21;2;26;;GONZALO CESPEDES
341000;GONZALO DE CORDOBA;CALLE;DE; GONZALO DE CORDOBA;GONZALO DE CÓRDOBA;7;1;19;2;24;;GONZALO CORDOBA
341100;GONZALO HERRERO;CALLE;DE; GONZALO HERRERO;GONZALO HERRERO;6;1;35;2;26;;GONZALO HERRERO
341200;GONZALO JIMENEZ DE QUESADA;CALLE;DE; GONZALO JIMENEZ DE QUESADA;GONZALO JIMÉNEZ DE QUESADA;1;1;1;2;2;;GONZALO JIMENEZ QUESADA
341300;GONZALO LOPEZ;CALLE;DE; GONZALO LOPEZ;GONZALO LÓPEZ;11;1;13;2;12;;GONZALO LOPEZ
341400;GONZALO SANDINO;CALLE;DE; GONZALO SANDINO;GONZALO SANDINO;6;1;21;2;26;;GONZALO SANDINO
31000404;GONZALO TORRENTE BALLESTER;CALLE;DE; GONZALO TORRENTE BALLESTER;GONZALO TORRENTE BALLESTER;20;;;2;4;;GONZALO TORRENTE BALLESTER
341500;GORDEJUELA;GLORIETA;DE; GORDEJUELA;GORDEJUELA;9;1;5;4;4;;GORDEJUELA
255800;GORDOLOBO;CALLE;DEL; GORDOLOBO;GORDOLOBO;10;1;47;2;8;;GORDOLOBO
341600;GORRION;CALLE;DEL; GORRION;GORRIÓN;11;1;63;2;64;;GORRION
2392;GOTARRENDURA;CALLE;DE; GOTARRENDURA;GOTARRENDURA;10;3;3;2;14;;GOTARRENDURA
341900;GOYA;CALLE;DE; GOYA;GOYA;4;1;143;2;120;;GOYA
341900;GOYA;CALLE;DE; GOYA;GOYA;4;1;143;2;120;;GOYA
342100;GOYENECHE;CALLE;DE; GOYENECHE;GOYENECHE;12;1;51;2;24;;GOYENECHE
342200;GRABADORES;CALLE;DE LOS; GRABADORES;GRABADORES;20;1;3;14;16;;GRABADORES
31001293;GRACITA MORALES;GLORIETA;DE; GRACITA MORALES;GRACITA MORALES;8;;;;;;GRACITA MORALES
31001293;GRACITA MORALES;GLORIETA;DE; GRACITA MORALES;GRACITA MORALES;8;;;;;;GRACITA MORALES
342450;GRAENA;CALLE;DE; GRAENA;GRAENA;12;;;2;20;;GRAENA
342500;GRAFAL;CALLE;DE; GRAFAL;GRAFAL;1;1;11;4;16;;GRAFAL
342600;GRAFITO;CALLE;DEL; GRAFITO;GRAFITO;17;1;49;10;56;;GRAFITO
379900;GRAMA;CALLE;DE LA; GRAMA;GRAMA;16;1;89;2;86;;GRAMA
342700;GRAN AVENIDA;CALLE;; GRAN AVENIDA;GRAN AVENIDA;12;1;41;2;24;;GRAN AVENIDA
342800;GRAN CAPITAN;GLORIETA;DEL; GRAN CAPITAN;GRAN CAPITÁN;1;;;;;;GRAN CAPITAN
342800;GRAN CAPITAN;GLORIETA;DEL; GRAN CAPITAN;GRAN CAPITÁN;7;;;;;;GRAN CAPITAN
342900;GRAN PODER;CALLE;DEL; GRAN PODER;GRAN PODER;21;1;45;2;34;;GRAN PODER
342950;GRAN VIA;CALLE;; GRAN VIA;GRAN VÍA;1;1;73;2;80;;GRAN VIA
342950;GRAN VIA;CALLE;; GRAN VIA;GRAN VÍA;1;1;73;2;80;;GRAN VIA
342950;GRAN VIA;CALLE;; GRAN VIA;GRAN VÍA;1;1;73;2;80;;GRAN VIA
342950;GRAN VIA;CALLE;; GRAN VIA;GRAN VÍA;1;1;73;2;80;;GRAN VIA
342950;GRAN VIA;CALLE;; GRAN VIA;GRAN VÍA;1;1;73;2;80;;GRAN VIA
728;GRAN VIA DE HORTALEZA;AVENIDA;DE LA; GRAN VIA DE HORTALEZA;GRAN VÍA DE HORTALEZA;16;1;71;2;96;;GRAN VIA HORTALEZA
728;GRAN VIA DE HORTALEZA;AVENIDA;DE LA; GRAN VIA DE HORTALEZA;GRAN VÍA DE HORTALEZA;16;1;71;2;96;;GRAN VIA HORTALEZA
669050;GRAN VIA DE SAN FRANCISCO;AVENIDA;DE LA; GRAN VIA DE SAN FRANCISCO;GRAN VÍA DE SAN FRANCISCO;1;1;21;2;8;;GRAN VIA SAN FRANCISCO
31000669;GRAN VIA DE VILLAVERDE;AVENIDA;DE LA; GRAN VIA DE VILLAVERDE;GRAN VÍA DE VILLAVERDE;17;;;20;20;;GRAN VIA VILLAVERDE
31000669;GRAN VIA DE VILLAVERDE;AVENIDA;DE LA; GRAN VIA DE VILLAVERDE;GRAN VÍA DE VILLAVERDE;17;;;20;20;;GRAN VIA VILLAVERDE
31000669;GRAN VIA DE VILLAVERDE;AVENIDA;DE LA; GRAN VIA DE VILLAVERDE;GRAN VÍA DE VILLAVERDE;17;;;20;20;;GRAN VIA VILLAVERDE
31000669;GRAN VIA DE VILLAVERDE;AVENIDA;DE LA; GRAN VIA DE VILLAVERDE;GRAN VÍA DE VILLAVERDE;17;;;20;20;;GRAN VIA VILLAVERDE
2903;GRAN VIA DEL ESTE;AVENIDA;DE LA; GRAN VIA DEL ESTE;GRAN VÍA DEL ESTE;18;71;75;60;80;;GRAN VIA ESTE
2903;GRAN VIA DEL ESTE;AVENIDA;DE LA; GRAN VIA DEL ESTE;GRAN VÍA DEL ESTE;19;1;25;2;40;;GRAN VIA ESTE
31000471;GRAN VIA DEL SURESTE;AVENIDA;DE LA; GRAN VIA DEL SURESTE;GRAN VÍA DEL SURESTE;18;11;65;8;60;;GRAN VIA SURESTE
31000471;GRAN VIA DEL SURESTE;AVENIDA;DE LA; GRAN VIA DEL SURESTE;GRAN VÍA DEL SURESTE;19;;;;;;GRAN VIA SURESTE
343000;GRANADA;CALLE;DE; GRANADA;GRANADA;3;1;61;2;64;;GRANADA
343350;GRANADEROS;CALLE;DE LOS; GRANADEROS;GRANADEROS;10;1;23;2;2;;GRANADEROS
343200;GRANADILLA;CALLE;DE; GRANADILLA;GRANADILLA;15;;;2;6;;GRANADILLA
343300;GRANADO;CALLE;DEL; GRANADO;GRANADO;1;1;1;2;2;;GRANADO
343400;GRANADO;PLAZA;DEL; GRANADO;GRANADO;1;1;3;2;2;;GRANADO
343600;GRANDEZA ESPAÑOLA;CALLE;DE LA; GRANDEZA ESPAÑOLA;GRANDEZA ESPAÑOLA;10;1;89;2;106;;GRANDEZA ESPAÑOLA
2729;GRANITO;CALLE;DEL; GRANITO;GRANITO;2;;;2;36;;GRANITO
905416;GRANITO DE ORO;CALLE;DEL; GRANITO DE ORO;GRANITO DE ORO;8;1;1;;;;GRANITO ORO
343700;GRANJA;CALLE;DE LA; GRANJA;GRANJA;7;1;9;2;10;;GRANJA
283300;GRANJA DE TORREHERMOSA;CALLE;DE; GRANJA DE TORREHERMOSA;GRANJA DE TORREHERMOSA;10;1;1;8;10;;GRANJA TORREHERMOSA
343900;GRANJILLA;CALLE;DE LA; GRANJILLA;GRANJILLA;4;1;9;2;10;;GRANJILLA
2828;GRAÑON;CALLE;DE; GRAÑON;GRAÑÓN;8;5;7;6;24;;GRAÑON
344000;GRAVINA;CALLE;DE; GRAVINA;GRAVINA;1;1;29;2;24;;GRAVINA
2423;GRAZALEMA;CALLE;DE; GRAZALEMA;GRAZALEMA;16;;;;;;GRAZALEMA
31000017;GRAZIA DELEDDA;CALLE;DE; GRAZIA DELEDDA;GRAZIA DELEDDA;17;1;15;2;2;;GRAZIA DELEDDA
2436;GRECIA;PLAZA;DE; GRECIA;GRECIA;20;1;3;2;2;;GRECIA
344600;GREGORIO BENITEZ;CALLE;DE; GREGORIO BENITEZ;GREGORIO BENÍTEZ;15;1;7;2;16;;GREGORIO BENITEZ
344600;GREGORIO BENITEZ;CALLE;DE; GREGORIO BENITEZ;GREGORIO BENÍTEZ;16;11;23;18;18;;GREGORIO BENITEZ
344650;GREGORIO DEL AMO;AVENIDA;DE; GREGORIO DEL AMO;GREGORIO DEL AMO;9;1;7;2;8;;GREGORIO AMO
344700;GREGORIO DONAS;CALLE;DE; GREGORIO DONAS;GREGORIO DONAS;15;1;33;2;22;;GREGORIO DONAS
363500;GREGORIO LOPEZ MADERA;CALLE;DE; GREGORIO LOPEZ MADERA;GREGORIO LÓPEZ MADERA;20;1;15;2;8;;GREGORIO LOPEZ MADERA
344900;GREGORIO NAVAS;CALLE;DE; GREGORIO NAVAS;GREGORIO NAVAS;13;1;35;2;32;;GREGORIO NAVAS
345000;GREGORIO ORTIZ;CALLE;DE; GREGORIO ORTIZ;GREGORIO ORTIZ;17;1;29;2;30;;GREGORIO ORTIZ
140900;GREGORIO SANCHEZ HERRAEZ;CALLE;DE; GREGORIO SANCHEZ HERRAEZ;GREGORIO SÁNCHEZ HERRÁEZ;16;1;85;2;16;;GREGORIO SANCHEZ HERRAEZ
140900;GREGORIO SANCHEZ HERRAEZ;CALLE;DE; GREGORIO SANCHEZ HERRAEZ;GREGORIO SÁNCHEZ HERRÁEZ;16;1;85;2;16;;GREGORIO SANCHEZ HERRAEZ
345300;GREGORIO SANZ;CALLE;DE; GREGORIO SANZ;GREGORIO SANZ;13;3;17;2;12;;GREGORIO SANZ
345400;GREGORIO VACAS;CALLE;DE; GREGORIO VACAS;GREGORIO VACAS;10;1;21;2;26;;GREGORIO VACAS
345500;GREMIOS;CALLE;DE LOS; GREMIOS;GREMIOS;20;1;23;;;;GREMIOS
345600;GRIFERIA;CALLE;DE LA; GRIFERIA;GRIFERÍA;20;1;3;2;4;;GRIFERIA
345700;GRIJALBA;CALLE;DE; GRIJALBA;GRIJALBA;5;1;29;2;26;;GRIJALBA
345800;GRIJALBA;PASAJE;DE; GRIJALBA;GRIJALBA;5;;;;;;GRIJALBA
345900;GRIÑON;CALLE;DE; GRIÑON;GRIÑÓN;5;1;5;2;8;;GRIÑON
346300;GUABAIRO;CALLE;DEL; GUABAIRO;GUABAIRO;11;1;21;2;36;;GUABAIRO
346400;GUABAIRO;TRAVESÍA;DEL; GUABAIRO;GUABAIRO;11;1;9;;;;GUABAIRO
346500;GUACAMAYO;CALLE;DEL; GUACAMAYO;GUACAMAYO;11;1;13;2;14;;GUACAMAYO
346600;GUADAIRA;CALLE;DEL; GUADAIRA;GUADAIRA;13;1;13;2;16;;GUADAIRA
346750;GUADALAJARA;AVENIDA;DE; GUADALAJARA;GUADALAJARA;20;33;129;2;130;;GUADALAJARA
346750;GUADALAJARA;AVENIDA;DE; GUADALAJARA;GUADALAJARA;20;33;129;2;130;;GUADALAJARA
346700;GUADALAJARA;CALLE;DE; GUADALAJARA;GUADALAJARA;16;3;27;16;46;;GUADALAJARA
346700;GUADALAJARA;CALLE;DE; GUADALAJARA;GUADALAJARA;20;;;;;;GUADALAJARA
346700;GUADALAJARA;CALLE;DE; GUADALAJARA;GUADALAJARA;20;;;;;;GUADALAJARA
346800;GUADALAVIAR;CALLE;DEL; GUADALAVIAR;GUADALAVIAR;17;1;5;2;2;Via;GUADALAVIAR
31001845;GUADALCANAL;CALLE;DE; GUADALCANAL;GUADALCANAL;18;1;39;2;60;;GUADALCANAL
346900;GUADALCAZAR;CALLE;DE; GUADALCAZAR;GUADALCÁZAR;13;1;9;2;16;;GUADALCAZAR
347000;GUADALETE;CALLE;DEL; GUADALETE;GUADALETE;11;1;29;2;22;;GUADALETE
347100;GUADALIX;CALLE;DE; GUADALIX;GUADALIX;6;1;9;2;10;;GUADALIX
347200;GUADALQUIVIR;CALLE;DEL; GUADALQUIVIR;GUADALQUIVIR;5;1;21;2;30;;GUADALQUIVIR
347300;GUADARRAMA;CALLE;DE; GUADARRAMA;GUADARRAMA;10;1;25;2;26;;GUADARRAMA
347400;GUADIANA;CALLE;DEL; GUADIANA;GUADIANA;5;1;31;2;30;;GUADIANA
347500;GUADIATO;CALLE;DEL; GUADIATO;GUADIATO;13;3;5;2;4;;GUADIATO
347650;GUADIX;CALLE;DE; GUADIX;GUADIX;12;1;11;2;12;;GUADIX
347700;GUAIMARAL;CALLE;DE; GUAIMARAL;GUAIMARAL;16;1;5;2;6;;GUAIMARAL
347800;GUAJARO;CALLE;DE; GUAJARO;GUAJARO;16;;;2;6;;GUAJARO
347900;GUALANDAY;CALLE;DEL; GUALANDAY;GUALANDAY;16;;;2;8;;GUALANDAY
348000;GUALDA;CALLE;DE; GUALDA;GUALDA;20;1;29;2;30;;GUALDA
348100;GUAMO;CALLE;DEL; GUAMO;GUAMO;16;;;2;6;;GUAMO
348300;GUAPOTA;CALLE;DE; GUAPOTA;GUAPOTÁ;16;1;5;2;18;;GUAPOTA
906236;GUAPOTA;PLAZA;DE; GUAPOTA;GUAPOTA;16;;;;;;GUAPOTA
348500;GUARDIA;AVENIDA;DE LA; GUARDIA;GUARDIA;8;1;29;4;4;;GUARDIA
348600;GUARDIA CIVIL;CALLE;DE LA; GUARDIA CIVIL;GUARDIA CIVIL;8;1;23;2;18;;GUARDIA CIVIL
348800;GUARDIAS DE CORPS;PLAZA;DE LOS; GUARDIAS DE CORPS;GUARDIAS DE CORPS;1;1;3;2;4;;GUARDIAS CORPS
2504;GUAREÑA;CALLE;DE; GUAREÑA;GUAREÑA;10;1;13;2;22;;GUAREÑA
348900;GUARNICIONEROS;CALLE;DE LOS; GUARNICIONEROS;GUARNICIONEROS;20;11;11;2;10;;GUARNICIONEROS
796;GUARROMAN;CALLE;DE; GUARROMAN;GUARROMÁN;13;1;9;2;8;;GUARROMAN
905;GUATAVITA;CALLE;DE; GUATAVITA;GUATAVITA;16;1;1;2;4;;GUATAVITA
349000;GUATEMALA;CALLE;DE; GUATEMALA;GUATEMALA;5;1;15;2;24;;GUATEMALA
349000;GUATEMALA;CALLE;DE; GUATEMALA;GUATEMALA;11;;;;;;GUATEMALA
905017;GUATEMALA;PLAZA;DE; GUATEMALA;GUATEMALA;3;;;;;;GUATEMALA
349100;GUAYABA;CALLE;DE LA; GUAYABA;GUAYABA;11;1;39;2;24;;GUAYABA
349200;GUAYABAL;CALLE;DEL; GUAYABAL;GUAYABAL;16;;;2;12;;GUAYABAL
349300;GUECHO;CALLE;DE; GUECHO;GUECHO;9;1;65;2;68;;GUECHO
349400;GUERNICA;CALLE;DE; GUERNICA;GUERNICA;9;1;1;2;2;;GUERNICA
349500;GUERRERO Y MENDOZA;CALLE;DE; GUERRERO Y MENDOZA;GUERRERO Y MENDOZA;5;1;65;2;52;;GUERRERO MENDOZA
349700;GUETARIA;CALLE;DE; GUETARIA;GUETARIA;12;1;87;2;116;;GUETARIA
350000;GUILHOU;PLAZA;DE; GUILHOU;GUILHOU;6;5;5;4;6;;GUILHOU
350100;GUILLEN DE CASTRO;CALLE;DE; GUILLEN DE CASTRO;GUILLÉN DE CASTRO;15;1;29;2;30;;GUILLEN CASTRO
350200;GUILLERMO DE OSMA;CALLE;DE; GUILLERMO DE OSMA;GUILLERMO DE OSMA;2;1;29;2;18;;GUILLERMO OSMA
350400;GUILLERMO PINGARRON;CALLE;DE; GUILLERMO PINGARRON;GUILLERMO PINGARRÓN;13;1;17;2;38;;GUILLERMO PINGARRON
350600;GUILLERMO ROLLAND;CALLE;DE; GUILLERMO ROLLAND;GUILLERMO ROLLAND;1;1;11;2;4;;GUILLERMO ROLLAND
48900;GUILLERMO ROVIROSA;CALLE;DE; GUILLERMO ROVIROSA;GUILLERMO ROVIROSA;15;1;7;2;8;;GUILLERMO ROVIROSA
31000453;GUINDALERA;AVENIDA;DE LA; GUINDALERA;GUINDALERA;4;3;3;;;;GUINDALERA
350800;GUINDOS;CALLE;DE LOS; GUINDOS;GUINDOS;6;1;33;2;38;;GUINDOS
351000;GUIPUZCOA;CALLE;DE; GUIPUZCOA;GUIPÚZCOA;6;1;11;2;14;;GUIPUZCOA
351100;GUISANDO;CALLE;DE; GUISANDO;GUISANDO;9;1;29;2;64;;GUISANDO
351200;GUISANDO;PASAJE;DE; GUISANDO;GUISANDO;9;;;;;;GUISANDO
351300;GUISONA;CALLE;DE; GUISONA;GUISONA;16;1;3;2;4;;GUISONA
237400;GUITARRA;CALLE;DE LA; GUITARRA;GUITARRA;11;1;11;2;20;;GUITARRA
237500;GUITARRA;TRAVESÍA;DE LA; GUITARRA;GUITARRA;11;;;2;2;;GUITARRA
351400;GUMERSINDA ROSILLO;CALLE;DE; GUMERSINDA ROSILLO;GUMERSINDA ROSILLO;12;1;5;2;10;;GUMERSINDA ROSILLO
351500;GUMERSINDO AZCARATE;CALLE;DE; GUMERSINDO AZCARATE;GUMERSINDO AZCÁRATE;12;1;41;2;86;;GUMERSINDO AZCARATE
351600;GUMERSINDO LLORENTE;AVENIDA;DE; GUMERSINDO LLORENTE;GUMERSINDO LLORENTE;20;1;71;2;78;;GUMERSINDO LLORENTE
351800;GUNDEMARO;CALLE;DE; GUNDEMARO;GUNDEMARO;11;1;23;;;;GUNDEMARO
352000;GURTUBAY;CALLE;DE; GURTUBAY;GURTUBAY;4;1;7;2;8;;GURTUBAY
352100;GUSTAVO FERNANDEZ BALBUENA;CALLE;DE; GUSTAVO FERNANDEZ BALBUENA;GUSTAVO FERNÁNDEZ BALBUENA;5;1;31;2;60;;GUSTAVO FERNANDEZ BALBUENA
352100;GUSTAVO FERNANDEZ BALBUENA;CALLE;DE; GUSTAVO FERNANDEZ BALBUENA;GUSTAVO FERNÁNDEZ BALBUENA;5;1;31;2;60;;GUSTAVO FERNANDEZ BALBUENA
31001897;GUSTAVO PEREZ PUIG;CALLE;DE; GUSTAVO PEREZ PUIG;GUSTAVO PÉREZ PUIG;16;71;85;;;;GUSTAVO PEREZ PUIG
31001897;GUSTAVO PEREZ PUIG;CALLE;DE; GUSTAVO PEREZ PUIG;GUSTAVO PÉREZ PUIG;21;57;69;;;;GUSTAVO PEREZ PUIG
352200;GUTENBERG;CALLE;DE; GUTENBERG;GUTENBERG;3;1;21;2;34;;GUTENBERG
352200;GUTENBERG;CALLE;DE; GUTENBERG;GUTENBERG;3;1;21;2;34;;GUTENBERG
352300;GUTIERRE DE CETINA;CALLE;DE; GUTIERRE DE CETINA;GUTIERRE DE CETINA;15;1;143;2;102;;GUTIERRE CETINA
352400;GUTIERREZ CANALES;CALLE;DE; GUTIERREZ CANALES;GUTIÉRREZ CANALES;20;1;25;2;38;;GUTIERREZ CANALES
352500;GUTIERREZ SAÑUDO;CALLE;DE; GUTIERREZ SAÑUDO;GUTIÉRREZ SAÑUDO;13;5;19;2;4;;GUTIERREZ SAÑUDO
352600;GUTIERREZ SOLANA;CALLE;DE; GUTIERREZ SOLANA;GUTIÉRREZ SOLANA;5;1;3;2;8;;GUTIERREZ SOLANA
791100;GUTIERREZ Y MICHEL;CALLE;DE; GUTIERREZ Y MICHEL;GUTIÉRREZ Y MICHEL;18;;;4;38;;GUTIERREZ MICHEL
352700;GUZMAN EL BUENO;CALLE;DE; GUZMAN EL BUENO;GUZMÁN EL BUENO;7;1;139;2;118;;GUZMAN BUENO
352700;GUZMAN EL BUENO;CALLE;DE; GUZMAN EL BUENO;GUZMÁN EL BUENO;7;1;139;2;118;;GUZMAN BUENO
352800;GUZMAN EL BUENO;GLORIETA;DE; GUZMAN EL BUENO;GUZMÁN EL BUENO;7;;;;;;GUZMAN BUENO
352800;GUZMAN EL BUENO;GLORIETA;DE; GUZMAN EL BUENO;GUZMÁN EL BUENO;7;;;;;;GUZMAN BUENO
541700;GUZMANIA;CALLE;DE LA; GUZMANIA;GUZMANIA;6;1;13;2;12;;GUZMANIA
353300;HACHERO;CALLE;DEL; HACHERO;HACHERO;13;1;47;2;58;;HACHERO
353400;HACIENDA;CALLE;DE LA; HACIENDA;HACIENDA;11;1;11;2;22;;HACIENDA
353500;HACIENDA DE PAVONES;CALLE;DE LA; HACIENDA DE PAVONES;HACIENDA DE PAVONES;14;1;271;4;356;;HACIENDA PAVONES
353500;HACIENDA DE PAVONES;CALLE;DE LA; HACIENDA DE PAVONES;HACIENDA DE PAVONES;14;1;271;4;356;;HACIENDA PAVONES
353500;HACIENDA DE PAVONES;CALLE;DE LA; HACIENDA DE PAVONES;HACIENDA DE PAVONES;14;1;271;4;356;;HACIENDA PAVONES
353500;HACIENDA DE PAVONES;CALLE;DE LA; HACIENDA DE PAVONES;HACIENDA DE PAVONES;14;1;271;4;356;;HACIENDA PAVONES
2425;HAENDEL;CALLE;DE; HAENDEL;HAENDEL;16;1;39;2;8;;HAENDEL
2425;HAENDEL;CALLE;DE; HAENDEL;HAENDEL;16;1;39;2;8;;HAENDEL
2270;HAITI;CALLE;DE; HAITI;HAITÍ;16;1;1;2;4;;HAITI
353600;HALCON;CALLE;DEL; HALCON;HALCÓN;11;3;47;2;38;;HALCON
31000305;HALCONERO DEL REY;CALLE;DEL; HALCONERO DEL REY;HALCONERO DEL REY;11;;;;;;HALCONERO REY
1107;HAMBURGO;GLORIETA;DE; HAMBURGO;HAMBURGO;21;1;3;2;2;;HAMBURGO
353800;HARO;CALLE;DE; HARO;HARO;16;5;35;2;36;;HARO
353900;HARTZENBUSCH;CALLE;DE; HARTZENBUSCH;HARTZENBUSCH;7;1;19;2;16;;HARTZENBUSCH
1708;HAYA;CALLE;DEL; HAYA;HAYA;11;1;15;2;16;;HAYA
723;HELECHO;CALLE;DEL; HELECHO;HELECHO;5;1;3;2;4;;HELECHO
354350;HELENA DE TROYA;CALLE;DE; HELENA DE TROYA;HELENA DE TROYA;19;1;35;6;26;;HELENA TROYA
354350;HELENA DE TROYA;CALLE;DE; HELENA DE TROYA;HELENA DE TROYA;19;1;35;6;26;;HELENA TROYA
354500;HELIOFILO;CALLE;DEL; HELIOFILO;HELIÓFILO;17;1;1;2;4;;HELIOFILO
354600;HELIOTROPO;CALLE;DEL; HELIOTROPO;HELIOTROPO;6;1;11;2;10;;HELIOTROPO
354700;HELLIN;AVENIDA;DE; HELLIN;HELLÍN;20;5;51;2;54;;HELLIN
354700;HELLIN;AVENIDA;DE; HELLIN;HELLÍN;20;5;51;2;54;;HELLIN
2450;HELSINKI;CALLE;DE; HELSINKI;HELSINKI;20;1;37;2;16;;HELSINKI
354800;HENARES;CALLE;DEL; HENARES;HENARES;5;1;15;2;12;;HENARES
985;HENO;CALLE;DEL; HENO;HENO;12;1;5;2;24;;HENO
354900;HENRI DUNANT;CALLE;DE; HENRI DUNANT;HENRI DUNANT;5;1;25;2;22;;HENRI DUNANT
355100;HERBOLARIOS;CALLE;DE LOS; HERBOLARIOS;HERBOLARIOS;20;1;17;2;14;;HERBOLARIOS
906087;HERBOLARIOS;TRASERA;DE LOS; HERBOLARIOS;HERBOLARIOS;20;;;;;;HERBOLARIOS
355200;HERCE;CALLE;DE; HERCE;HERCE;19;3;41;2;20;;HERCE
355200;HERCE;CALLE;DE; HERCE;HERCE;19;3;41;2;20;;HERCE
355300;HERCULES;CALLE;DE; HERCULES;HÉRCULES;11;;;2;4;;HERCULES
852;HERENCIA;CALLE;DE; HERENCIA;HERENCIA;20;1;11;2;12;;HERENCIA
355800;HERMANAS ALONSO BARCELO;CALLE;DE LAS; HERMANAS ALONSO BARCELO;HERMANAS ALONSO BARCELÓ;11;1;9;2;10;;HERMANAS ALONSO BARCELO
355600;HERMANDAD;CALLE;DE LA; HERMANDAD;HERMANDAD;11;3;37;2;28;;HERMANDAD
355650;HERMANDAD DE DONANTES DE SANGRE;CALLE;DE LA; HERMANDAD DE DONANTES DE SANGRE;HERMANDAD DE DONANTES DE SANGRE;17;1;59;30;30;;HERMANDAD DONANTES SANGRE
31000682;HERMANDADES DEL TRABAJO;CALLE;DE LAS; HERMANDADES DEL TRABAJO;HERMANDADES DEL TRABAJO;11;;;;;;HERMANDADES TRABAJO
355700;HERMANO GARATE;CALLE;DEL; HERMANO GARATE;HERMANO GÁRATE;6;1;15;2;8;;HERMANO GARATE
355900;HERMANOS ALVAREZ QUINTERO;CALLE;DE LOS; HERMANOS ALVAREZ QUINTERO;HERMANOS ÁLVAREZ QUINTERO;1;1;5;2;8;;HERMANOS ALVAREZ QUINTERO
356200;HERMANOS BECQUER;CALLE;DE LOS; HERMANOS BECQUER;HERMANOS BÉCQUER;4;1;7;2;10;;HERMANOS BECQUER
356500;HERMANOS CARPI;CALLE;DE LOS; HERMANOS CARPI;HERMANOS CARPI;13;1;9;2;16;;HERMANOS CARPI
356000;HERMANOS DE ANDRES;CALLE;DE LOS; HERMANOS DE ANDRES;HERMANOS DE ANDRÉS;6;1;11;2;16;;HERMANOS ANDRES
358300;HERMANOS DE PABLO;CALLE;DE LOS; HERMANOS DE PABLO;HERMANOS DE PABLO;15;1;47;2;48;;HERMANOS PABLO
358300;HERMANOS DE PABLO;CALLE;DE LOS; HERMANOS DE PABLO;HERMANOS DE PABLO;15;1;47;2;48;;HERMANOS PABLO
358100;HERMANOS DEL MORAL;CALLE;DE LOS; HERMANOS DEL MORAL;HERMANOS DEL MORAL;11;1;81;2;68;;HERMANOS MORAL
356800;HERMANOS GARCIA;CALLE;DE LOS; HERMANOS GARCIA;HERMANOS GARCÍA;13;121;127;;;;HERMANOS GARCIA
