COD_VIA;nombreOriginal;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;DISTRITO;IMPAR_MIN;IMPAR_MAX;PAR_MIN;PAR_MAX;tipoVia;palabrasClave
218600;CRISTO;CALLE;DEL; CRISTO;CRISTO;1;1;5;2;4;;CRISTO
905602;CRISTO ATADO;CAMINO;DEL; CRISTO ATADO;CRISTO ATADO;8;;;;;;CRISTO ATADO
219300;CRISTO DE EL PARDO;PISTA;DEL; CRISTO DE EL PARDO;CRISTO DE EL PARDO;8;1;17;;;;CRISTO PARDO
218800;CRISTO DE LA FE;CALLE;DEL; CRISTO DE LA FE;CRISTO DE LA FE;12;1;5;2;8;;CRISTO FE
218900;CRISTO DE LA GUIA;CALLE;DEL; CRISTO DE LA GUIA;CRISTO DE LA GUÍA;19;1;39;2;36;;CRISTO GUIA
219200;CRISTO DE LA LUZ;CALLE;DEL; CRISTO DE LA LUZ;CRISTO DE LA LUZ;12;1;7;2;8;;CRISTO LUZ
219700;CRISTO DE LA VEGA;CALLE;DEL; CRISTO DE LA VEGA;CRISTO DE LA VEGA;12;1;5;;;;CRISTO VEGA
1860;CRISTO DE LA VERA CRUZ;CALLE;DEL; CRISTO DE LA VERA CRUZ;CRISTO DE LA VERA CRUZ;8;1;65;10;42;;CRISTO VERA CRUZ
219800;CRISTO DE LA VICTORIA;CALLE;DEL; CRISTO DE LA VICTORIA;CRISTO DE LA VICTORIA;12;1;247;2;136;;CRISTO VICTORIA
219800;CRISTO DE LA VICTORIA;CALLE;DEL; CRISTO DE LA VICTORIA;CRISTO DE LA VICTORIA;12;1;247;2;136;;CRISTO VICTORIA
219000;CRISTO DE LEPANTO;CALLE;DEL; CRISTO DE LEPANTO;CRISTO DE LEPANTO;12;1;13;2;4;;CRISTO LEPANTO
219100;CRISTO DE LIMPIAS;CALLE;DEL; CRISTO DE LIMPIAS;CRISTO DE LIMPIAS;12;1;7;2;6;;CRISTO LIMPIAS
31000025;CRISTO DE SERRADILLA;CALLE;DEL; CRISTO DE SERRADILLA;CRISTO DE SERRADILLA;11;7;7;2;16;;CRISTO SERRADILLA
31000527;CRISTO DEL CAMINO;CALLE;DEL; CRISTO DEL CAMINO;CRISTO DEL CAMINO;2;5;5;10;16;;CRISTO CAMINO
219500;CRISTO REY;PLAZA;DEL; CRISTO REY;CRISTO REY;7;1;3;2;4;;CRISTO REY
219500;CRISTO REY;PLAZA;DEL; CRISTO REY;CRISTO REY;7;1;3;2;4;;CRISTO REY
219500;CRISTO REY;PLAZA;DEL; CRISTO REY;CRISTO REY;9;5;7;6;6;;CRISTO REY
219900;CRISTOBAL AGUILERA;CALLE;DE; CRISTOBAL AGUILERA;CRISTÓBAL AGUILERA;11;1;11;2;12;;CRISTOBAL AGUILERA
220000;CRISTOBAL BORDIU;CALLE;DE; CRISTOBAL BORDIU;CRISTÓBAL BORDIÚ;7;1;65;2;54;;CRISTOBAL BORDIU
31000332;CROAT;CALLE;DEL; CROAT;CROAT;11;;;2;14;;CROAT
220200;CROMO;CALLE;DEL; CROMO;CROMO;2;1;7;;;;CROMO
220300;CRONOS;CALLE;DE; CRONOS;CRONOS;20;1;69;2;34;;CRONOS
220400;CRONOS;PLAZA;DE; CRONOS;CRONOS;20;1;5;2;4;;CRONOS
16900;ALBERDI (PARTICULAR);CALLE;DE; ALBERDI ( PARTICULAR );ALBERDI (PARTICULAR);6;1;5;2;14;;ALBERDI
16900;CROTON;CALLE;DEL; CROTON;CROTÓN;6;1;5;2;14;;CROTON
220700;CRUCERO 25 DE MAYO;CALLE;DEL; CRUCERO  DE MAYO;CRUCERO 25 DE MAYO;5;9;11;10;10;Cruce;CRUCERO MAYO
220800;CRUCES;CAMINO;DE LAS; CRUCES;CRUCES;11;1;43;2;68;Cruce;CRUCES
905358;CRUCES DE VALDEHERNANDO;CAMINO;DE LAS; CRUCES DE VALDEHERNANDO;CRUCES DE VALDEHERNANDO;18;;;;;Cruce;CRUCES VALDEHERNANDO
221000;CRUZ;CALLE;DE LA; CRUZ;CRUZ;1;1;39;2;28;;CRUZ
221000;CRUZ;CALLE;DE LA; CRUZ;CRUZ;1;1;39;2;28;;CRUZ
221100;CRUZ;CAMINO;DE LA; CRUZ;CRUZ;9;1;31;2;10;;CRUZ
221500;CRUZ DE LA MISA;CALLE;DE LA; CRUZ DE LA MISA;CRUZ DE LA MISA;19;1;7;2;6;;CRUZ MISA
452100;CRUZ DEL CARNERO;CALLE;DE LA; CRUZ DEL CARNERO;CRUZ DEL CARNERO;19;1;5;2;22;;CRUZ CARNERO
221300;CRUZ DEL CURA;CAMINO;DE LA; CRUZ DEL CURA;CRUZ DEL CURA;8;;;;;;CRUZ CURA
221700;CRUZ DEL SUR;CALLE;DE LA; CRUZ DEL SUR;CRUZ DEL SUR;3;1;31;2;44;;CRUZ SUR
221400;CRUZ LATINA;PLAZA;DE LA; CRUZ LATINA;CRUZ LATINA;16;3;3;2;2;;CRUZ LATINA
221800;CRUZ VERDE;CALLE;DE LA; CRUZ VERDE;CRUZ VERDE;1;1;21;2;26;;CRUZ VERDE
221900;CRUZ VERDE;PLAZA;DE LA; CRUZ VERDE;CRUZ VERDE;1;1;3;2;4;;CRUZ VERDE
222000;CRUZ VERDE;TRAVESÍA;DE LA; CRUZ VERDE;CRUZ VERDE;1;1;1;2;2;;CRUZ VERDE
222100;CRUZADA;CALLE;DE LA; CRUZADA;CRUZADA;1;1;5;2;4;;CRUZADA
222150;CUACOS DE YUSTE;PLAZA;DE; CUACOS DE YUSTE;CUACOS DE YUSTE;10;1;1;;;;CUACOS YUSTE
2164;CUARENTA MERCAMADRID;CALLE;; CUARENTA MERCAMADRID;CUARENTA MERCAMADRID;18;1;3;2;8;;CUARENTA MERCAMADRID
2176;CUARENTA Y CINCO MERCAMADRID;CALLE;; CUARENTA Y CINCO MERCAMADRID;CUARENTA Y CINCO MERCAMADRID;18;1;13;2;12;;CUARENTA CINCO MERCAMADRID
2166;CUARENTA Y CUATRO MERCAMADRID;CALLE;; CUARENTA Y CUATRO MERCAMADRID;CUARENTA Y CUATRO MERCAMADRID;18;1;5;2;6;;CUARENTA CUATRO MERCAMADRID
2165;CUARENTA Y DOS MERCAMADRID;CALLE;; CUARENTA Y DOS MERCAMADRID;CUARENTA Y DOS MERCAMADRID;18;1;3;2;4;;CUARENTA DOS MERCAMADRID
2178;CUARENTA Y NUEVE MERCAMADRID;CALLE;; CUARENTA Y NUEVE MERCAMADRID;CUARENTA Y NUEVE MERCAMADRID;18;1;13;2;2;;CUARENTA NUEVE MERCAMADRID
2168;CUARENTA Y OCHO MERCAMADRID;CALLE;; CUARENTA Y OCHO MERCAMADRID;CUARENTA Y OCHO MERCAMADRID;18;1;7;2;10;;CUARENTA OCHO MERCAMADRID
2167;CUARENTA Y SEIS MERCAMADRID;CALLE;; CUARENTA Y SEIS MERCAMADRID;CUARENTA Y SEIS MERCAMADRID;18;1;3;2;4;;CUARENTA SEIS MERCAMADRID
2177;CUARENTA Y SIETE MERCAMADRID;CALLE;; CUARENTA Y SIETE MERCAMADRID;CUARENTA Y SIETE MERCAMADRID;18;1;1;2;8;;CUARENTA SIETE MERCAMADRID
2174;CUARENTA Y TRES MERCAMADRID;CALLE;; CUARENTA Y TRES MERCAMADRID;CUARENTA Y TRES MERCAMADRID;18;1;9;2;14;;CUARENTA TRES MERCAMADRID
2173;CUARENTA Y UNO MERCAMADRID;CALLE;; CUARENTA Y UNO MERCAMADRID;CUARENTA Y UNO MERCAMADRID;18;1;7;;;;CUARENTA UNO MERCAMADRID
222600;CUART DE POBLET;CALLE;DE; CUART DE POBLET;CUART DE POBLET;10;1;131;6;6;;CUART POBLET
222850;CUARTA;AVENIDA;; CUARTA;CUARTA;20;1;1;;;;CUARTA
222700;CUARTA;CALLE;; CUARTA;CUARTA;5;1;9;2;32;;CUARTA
2342;CUARTEL;CAMINO;DEL; CUARTEL;CUARTEL;21;9;11;2;8;;CUARTEL
2342;CUARTEL;CAMINO;DEL; CUARTEL;CUARTEL;21;9;11;2;8;;CUARTEL
223000;CUARTEL DE SIMANCAS;CALLE;DEL; CUARTEL DE SIMANCAS;CUARTEL DE SIMANCAS;13;1;5;2;6;;CUARTEL SIMANCAS
31000329;CUARTO;CALLE;DEL; CUARTO;CUARTO;11;;;2;8;;CUARTO
223300;CUARZO;GLORIETA;DEL; CUARZO;CUARZO;4;;;;;;CUARZO
223450;CUATRO;CALLE;; CUATRO;CUATRO;20;1;3;2;2;;CUATRO
223500;CUATRO AMIGOS;CALLE;DE LOS; CUATRO AMIGOS;CUATRO AMIGOS;6;1;7;2;6;;CUATRO AMIGOS
223600;CUATRO CAMINOS;GLORIETA;DE; CUATRO CAMINOS;CUATRO CAMINOS;6;5;9;2;8;;CUATRO CAMINOS
223600;CUATRO CAMINOS;GLORIETA;DE; CUATRO CAMINOS;CUATRO CAMINOS;6;5;9;2;8;;CUATRO CAMINOS
223600;CUATRO CAMINOS;GLORIETA;DE; CUATRO CAMINOS;CUATRO CAMINOS;7;1;9;10;10;;CUATRO CAMINOS
223600;CUATRO CAMINOS;GLORIETA;DE; CUATRO CAMINOS;CUATRO CAMINOS;7;1;9;10;10;;CUATRO CAMINOS
2207;CUATRO MERCAMADRID;CALLE;; CUATRO MERCAMADRID;CUATRO MERCAMADRID;18;1;3;2;4;;CUATRO MERCAMADRID
224200;CUBILLOS;CALLE;DE; CUBILLOS;CUBILLOS;20;;;2;8;;CUBILLOS
224400;CUCHILLEROS;CALLE;DE LOS; CUCHILLEROS;CUCHILLEROS;1;1;19;2;16;;CUCHILLEROS
224400;CUCHILLEROS;CALLE;DE LOS; CUCHILLEROS;CUCHILLEROS;1;1;19;2;16;;CUCHILLEROS
224500;CUCLILLO;CALLE;DEL; CUCLILLO;CUCLILLO;11;1;7;2;10;;CUCLILLO
224700;CUCUTA;CALLE;DE; CUCUTA;CÚCUTA;16;;;;;;CUCUTA
224800;CUELGAMUROS;PLAZA;DEL; CUELGAMUROS;CUELGAMUROS;13;3;7;2;2;;CUELGAMUROS
224900;CUELLAR;CALLE;DE; CUELLAR;CUELLAR;8;1;5;2;8;;CUELLAR
225000;CUENCA;CALLE;DE; CUENCA;CUENCA;6;1;11;2;8;;CUENCA
759;CUERDA;CAMINO;DE LA; CUERDA;CUERDA;15;1;9;2;8;;CUERDA
905435;CUERDA DE LA HORCA;CAMINO;DE LA; CUERDA DE LA HORCA;CUERDA DE LA HORCA;8;;;;;;CUERDA HORCA
905618;CUERDA DE LA RETAMA;CAMINO;DE LA; CUERDA DE LA RETAMA;CUERDA DE LA RETAMA;8;;;;;;CUERDA RETAMA
31003188;CUERDA DE LAS PILAS;CAMINO;; CUERDA DE LAS PILAS;CUERDA DE LAS PILAS;8;;;;;;CUERDA PILAS
905431;CUERDA DE LOS LABRADORES;CAMINO;DE LA; CUERDA DE LOS LABRADORES;CUERDA DE LOS LABRADORES;8;;;;;;CUERDA LABRADORES
31003020;CUERDA DE VALDECORRAL;CAMINO;DE LA; CUERDA DE VALDECORRAL;CUERDA DE VALDECORRAL;8;;;;;;CUERDA VALDECORRAL
225300;CUESTA;CALLE;DE LA; CUESTA;CUESTA;12;1;15;2;6;CUESTA; 
31001805;CUESTA DEL VILLORIO;CALLE;DE LA; CUESTA DEL VILLORIO;CUESTA DEL VILLORIO;19;41;41;32;50;CUESTA;VILLORIO
1082;CUESTA NUEVA;CALLE;DE LA; CUESTA NUEVA;CUESTA NUEVA;9;;;2;4;CUESTA;NUEVA
1432;CUEVA DE MONTESINOS;CALLE;DE LA; CUEVA DE MONTESINOS;CUEVA DE MONTESINOS;8;1;49;2;126;;CUEVA MONTESINOS
226000;CUEVA VALIENTE;CALLE;DE; CUEVA VALIENTE;CUEVA VALIENTE;5;;;12;26;;CUEVA VALIENTE
226100;CUEVAS;CALLE;DE LAS; CUEVAS;CUEVAS;6;1;49;2;50;;CUEVAS
226300;CUEVAS BAJAS;CALLE;DE; CUEVAS BAJAS;CUEVAS BAJAS;12;1;7;;;;CUEVAS BAJAS
31000176;CUEVAS DE ALTAMIRA;CALLE;DE LAS; CUEVAS DE ALTAMIRA;CUEVAS DE ALTAMIRA;11;1;29;6;24;;CUEVAS ALTAMIRA
226200;CUEVAS DEL ALMANZORA;CALLE;DE; CUEVAS DEL ALMANZORA;CUEVAS DEL ALMANZORA;16;1;203;2;66;;CUEVAS ALMANZORA
226550;CUEVAS DEL VALLE;CALLE;DE; CUEVAS DEL VALLE;CUEVAS DEL VALLE;9;1;1;2;36;;CUEVAS VALLE
2654;CULLA;CALLE;DE; CULLA;CULLA;18;5;7;2;8;;CULLA
226575;CULLERA;CALLE;DE; CULLERA;CULLERA;10;1;17;2;24;;CULLERA
746;CULTURA;CALLE;DE LA; CULTURA;CULTURA;15;1;11;2;20;;CULTURA
226585;CUMARE;CALLE;DE; CUMARE;CUMARE;16;;;2;2;;CUMARE
226700;CUNDINAMARCA;CALLE;DE; CUNDINAMARCA;CUNDINAMARCA;16;;;2;6;;CUNDINAMARCA
226800;CUPIDO;PLAZA;DE; CUPIDO;CUPIDO;20;5;7;2;6;;CUPIDO
31000679;CUQUEÑA VIEJA;CALLE;DE LA; CUQUEÑA VIEJA;CUQUEÑA VIEJA;19;1;35;14;28;;CUQUEÑA VIEJA
31003702;CURA TOMAS RUBIO;PLAZUELA;DEL; CURA TOMAS RUBIO;CURA TOMÁS RUBIO;17;1;1;;;;CURA TOMAS RUBIO
226900;CURITI;CALLE;DE; CURITI;CURITI;16;;;2;12;;CURITI
227250;CURRUCA;CALLEJÓN;DE LA; CURRUCA;CURRUCA;11;1;5;4;8;;CURRUCA
31003596;CUSTODIO MORENO;GLORIETA;DE; CUSTODIO MORENO;CUSTODIO MORENO;16;;;;;;CUSTODIO MORENO
227550;CUTANGA;CALLE;DE; CUTANGA;CUTANGA;16;;;2;12;;CUTANGA
227600;CUZCO;PLAZA;DE; CUZCO;CUZCO;5;;;;;;CUZCO
227600;CUZCO;PLAZA;DE; CUZCO;CUZCO;5;;;;;;CUZCO
227600;CUZCO;PLAZA;DE; CUZCO;CUZCO;6;;;;;;CUZCO
227700;CYESA;CALLE;DE; CYESA;CYESA;15;1;27;2;12;;CYESA
231900;DAGANZO;CALLE;DE; DAGANZO;DAGANZO;5;1;19;2;18;;DAGANZO
232000;DAGUA;CALLE;DE; DAGUA;DAGUA;16;;;2;12;;DAGUA
232200;DAIMIEL;CALLE;DE; DAIMIEL;DAIMIEL;10;1;9;2;6;;DAIMIEL
232200;DAIMIEL;CALLE;DE; DAIMIEL;DAIMIEL;10;1;9;2;6;;DAIMIEL
758;DALIA;CALLE;DE LA; DALIA;DALIA;15;1;9;2;14;;DALIA
2622;DAMASCO;CALLE;DE; DAMASCO;DAMASCO;14;1;1;2;8;;DAMASCO
2686;DAMASO ALONSO;CALLE;DE; DAMASO ALONSO;DÁMASO ALONSO;16;1;65;12;62;;DAMASO ALONSO
1818;DAMASQUILLO;CALLE;DEL; DAMASQUILLO;DAMASQUILLO;10;1;11;2;2;;DAMASQUILLO
232500;DANIEL;CALLE;DE; DANIEL;DANIEL;5;;;2;2;;DANIEL
232600;DANIEL SEGOVIA;CALLE;DE; DANIEL SEGOVIA;DANIEL SEGOVIA;2;;;;;;DANIEL SEGOVIA
232600;DANIEL SEGOVIA;CALLE;DE; DANIEL SEGOVIA;DANIEL SEGOVIA;10;5;45;4;16;;DANIEL SEGOVIA
232700;DANIEL URRABIETA;CALLE;DE; DANIEL URRABIETA;DANIEL URRABIETA;5;1;11;2;18;;DANIEL URRABIETA
232750;DANIEL VAZQUEZ DIAZ;CALLE;DE; DANIEL VAZQUEZ DIAZ;DANIEL VÁZQUEZ DÍAZ;5;1;3;2;2;;DANIEL VAZQUEZ DIAZ
232900;DANIEL ZUAZO;PLAZA;DE; DANIEL ZUAZO;DANIEL ZUAZO;10;1;9;2;6;;DANIEL ZUAZO
233000;DANIEL ZULOAGA;CALLE;DE; DANIEL ZULOAGA;DANIEL ZULOAGA;4;1;9;2;10;;DANIEL ZULOAGA
233100;DANTE;CALLE;DE; DANTE;DANTE;9;;;;;;DANTE
233100;DANTE;CALLE;DE; DANTE;DANTE;10;1;15;2;8;;DANTE
31000280;DANZA;CALLE;DE LA; DANZA;DANZA;10;9;9;4;12;;DANZA
233200;DAOIZ;CALLE;DE; DAOIZ;DAOÍZ;1;1;5;2;12;;DAOIZ
2088;DAOIZ;PASEO;DE; DAOIZ;DAOÍZ;3;;;;;;DAOIZ
31004361;DAOIZ Y VELARDE;PLAZA;DE; DAOIZ Y VELARDE;DAOÍZ Y VELARDE;3;1;5;2;4;;DAOIZ VELARDE
233400;DARIO APARICIO;CALLE;DE; DARIO APARICIO;DARÍO APARICIO;9;1;45;2;40;;DARIO APARICIO
233400;DARIO APARICIO;CALLE;DE; DARIO APARICIO;DARÍO APARICIO;9;1;45;2;40;;DARIO APARICIO
233445;DARIO GAZAPO;CALLE;DE; DARIO GAZAPO;DARÍO GAZAPO;10;3;3;2;8;;DARIO GAZAPO
233600;DAROCA;AVENIDA;DE; DAROCA;DAROCA;14;;;;;;DAROCA
233600;DAROCA;AVENIDA;DE; DAROCA;DAROCA;15;1;117;2;108;;DAROCA
233600;DAROCA;AVENIDA;DE; DAROCA;DAROCA;15;1;117;2;108;;DAROCA
233600;DAROCA;AVENIDA;DE; DAROCA;DAROCA;19;299;327;294;342;;DAROCA
233600;DAROCA;AVENIDA;DE; DAROCA;DAROCA;19;299;327;294;342;;DAROCA
233700;DARRO;CALLE;DEL; DARRO;DARRO;5;1;27;2;32;;DARRO
31000297;DARWIN;CALLE;DE; DARWIN;DARWIN;8;1;3;2;2;;DARWIN
233800;DATIL;CALLE;DEL; DATIL;DÁTIL;11;1;33;;;;DATIL
233900;DAVID LARA;CALLE;DE; DAVID LARA;DAVID LARA;13;1;3;;;;DAVID LARA
2484;DAVILA;PLAZA;DE LOS; DAVILA;DÁVILA;19;;;;;;DAVILA
234000;DECIMA;CALLE;; DECIMA;DÉCIMA;5;3;11;2;16;;DECIMA
234100;DECORADORES;CALLE;DE LOS; DECORADORES;DECORADORES;20;1;15;2;16;;DECORADORES
2651;DEDALO;CALLE;DE; DEDALO;DÉDALO;20;;;2;14;;DEDALO
31001616;DEHESA;CAMINO;DE LA; DEHESA;DEHESA;8;;;;;;DEHESA
234300;DEHESA DE LA VILLA;CARRETERA;DE LA; DEHESA DE LA VILLA;DEHESA DE LA VILLA;9;1;15;10;1800;;DEHESA VILLA
905500;DEHESA DE LOS CALABOZOS;CAMINO;DE LA; DEHESA DE LOS CALABOZOS;DEHESA DE LOS CALABOZOS;8;1;7;;;;DEHESA CALABOZOS
2905;DEHESA DE VICALVARO;CALLE;DE LA; DEHESA DE VICALVARO;DEHESA DE VICÁLVARO;19;11;109;20;30;;DEHESA VICALVARO
31000675;DEHESA VIEJA;CALLE;DE LA; DEHESA VIEJA;DEHESA VIEJA;19;1;65;2;80;;DEHESA VIEJA
234150;DEHESAS;CAMINO;DE LAS; DEHESAS;DEHESAS;18;;;2;2;;DEHESAS
234500;DELFIN;CALLE;DEL; DELFIN;DELFÍN;6;1;25;2;10;;DELFIN
234600;DELICIAS;CALLE;DE LAS; DELICIAS;DELICIAS;2;1;47;2;46;;DELICIAS
234700;DELICIAS;PASEO;DE LAS; DELICIAS;DELICIAS;2;1;145;2;154;;DELICIAS
234700;DELICIAS;PASEO;DE LAS; DELICIAS;DELICIAS;2;1;145;2;154;;DELICIAS
234700;DELICIAS;PASEO;DE LAS; DELICIAS;DELICIAS;2;1;145;2;154;;DELICIAS
234800;DELINEANTES;CALLE;DE LOS; DELINEANTES;DELINEANTES;20;3;19;;;;DELINEANTES
2698;DELMIRA AGUSTINI;CALLE;DE; DELMIRA AGUSTINI;DELMIRA AGUSTINI;17;3;7;2;18;;DELMIRA AGUSTINI
2867;DELTA;CALLE;; DELTA;DELTA;21;1;1;2;2;;DELTA
235000;DEMETRIO LOPEZ;CALLE;DE; DEMETRIO LOPEZ;DEMETRIO LÓPEZ;15;1;7;2;6;;DEMETRIO LOPEZ
235100;DEMETRIO SANCHEZ;CALLE;DE; DEMETRIO SANCHEZ;DEMETRIO SÁNCHEZ;4;;;2;6;;DEMETRIO SANCHEZ
778950;DEMOCRACIA;AVENIDA;DE LA; DEMOCRACIA;DEMOCRACIA;13;1;21;;;;DEMOCRACIA
778950;DEMOCRACIA;AVENIDA;DE LA; DEMOCRACIA;DEMOCRACIA;18;;;2;36;;DEMOCRACIA
778950;DEMOCRACIA;AVENIDA;DE LA; DEMOCRACIA;DEMOCRACIA;19;23;41;44;62;;DEMOCRACIA
778950;DEMOCRACIA;AVENIDA;DE LA; DEMOCRACIA;DEMOCRACIA;19;23;41;44;62;;DEMOCRACIA
778950;DEMOCRACIA;AVENIDA;DE LA; DEMOCRACIA;DEMOCRACIA;20;;;;;;DEMOCRACIA
878;DENIA;CALLE;DE; DENIA;DENIA;9;;;;;;DENIA
235200;DEPORTISTAS;CALLE;DE LOS; DEPORTISTAS;DEPORTISTAS;20;;;2;30;;DEPORTISTAS
609400;DEPORTIVIDAD;CALLE;DE LA; DEPORTIVIDAD;DEPORTIVIDAD;16;1;3;4;10;;DEPORTIVIDAD
235250;DEPOSITO DEL AGUA;CALLE;DEL; DEPOSITO DEL AGUA;DEPÓSITO DEL AGUA;13;1;5;2;6;;DEPOSITO AGUA
235350;DERECHOS HUMANOS;CALLE;DE LOS; DERECHOS HUMANOS;DERECHOS HUMANOS;15;1;7;2;14;;DERECHOS HUMANOS
235400;DESAGÜE DEL CANAL;CALLE;DEL; DESAGÜE DEL CANAL;DESAGÜE DEL CANAL;16;1;5;2;12;;DESAGÜE CANAL
235500;DESAMPARADOS;COSTANILLA;DE LOS; DESAMPARADOS;DESAMPARADOS;1;1;23;2;16;;DESAMPARADOS
235600;DESCALZAS;PLAZA;DE LAS; DESCALZAS;DESCALZAS;1;1;3;2;4;;DESCALZAS
235700;DESCARGAS;CUESTA;DE LAS; DESCARGAS;DESCARGAS;1;1;35;2;16;;DESCARGAS
863;DESCUBRIDOR DIEGO DE ORDAS;PLAZA;DEL; DESCUBRIDOR DIEGO DE ORDAS;DESCUBRIDOR DIEGO DE ORDÁS;7;1;7;2;6;;DESCUBRIDOR DIEGO ORDAS
235800;DESENGAÑO;CALLE;DEL; DESENGAÑO;DESENGAÑO;1;1;13;2;26;;DESENGAÑO
994;DESFILADERO;TRAVESÍA;DEL; DESFILADERO;DESFILADERO;17;1;1;2;4;;DESFILADERO
236000;DESTILERIAS;CALLE;DE LAS; DESTILERIAS;DESTILERÍAS;20;1;7;6;20;;DESTILERIAS
236100;DEUSTO;CALLE;DE; DEUSTO;DEUSTO;9;1;13;4;20;;DEUSTO
236200;DEVA;CALLE;DE; DEVA;DEVA;12;1;83;2;80;;DEVA
2899;DEYANIRA;CALLE;DE; DEYANIRA;DEYANIRA;20;1;61;2;12;;DEYANIRA
236300;DIAGONAL;CALLE;; DIAGONAL;DIAGONAL;6;7;11;16;18;;DIAGONAL
31001786;DIALOGO;CALLE;DEL; DIALOGO;DIÁLOGO;19;5;79;30;30;;DIALOGO
236500;DIAMANTE;CALLE;DEL; DIAMANTE;DIAMANTE;17;1;67;2;68;;DIAMANTE
236600;DIANA;CALLE;DE; DIANA;DIANA;20;1;17;2;26;;DIANA
236800;DIARIO LA NACION;CALLE;DEL; DIARIO LA NACION;DIARIO LA NACIÓN;11;1;19;2;20;;DIARIO NACION
237000;DIAZ ZORITA;CALLE;DE; DIAZ ZORITA;DÍAZ ZORITA;5;1;3;2;12;;DIAZ ZORITA
237100;DIBUJANTES;CALLE;DE LOS; DIBUJANTES;DIBUJANTES;20;3;19;;;;DIBUJANTES
237200;DICIEMBRE;CALLE;DE; DICIEMBRE;DICIEMBRE;20;1;57;2;62;;DICIEMBRE
237900;DIEGO AYLLON;CALLE;DE; DIEGO AYLLON;DIEGO AYLLÓN;15;1;15;2;12;;DIEGO AYLLON
238000;DIEGO BAHAMONDE;CALLE;DE; DIEGO BAHAMONDE;DIEGO BAHAMONDE;4;1;45;2;42;;DIEGO BAHAMONDE
238100;DIEGO DE LEON;CALLE;DE; DIEGO DE LEON;DIEGO DE LEÓN;4;1;69;2;66;;DIEGO LEON
238100;DIEGO DE LEON;CALLE;DE; DIEGO DE LEON;DIEGO DE LEÓN;4;1;69;2;66;;DIEGO LEON
2405;DIEGO DE VARGAS;CALLE;DE; DIEGO DE VARGAS;DIEGO DE VARGAS;20;1;33;2;42;;DIEGO VARGAS
31000094;DIEGO HURTADO DE MENDOZA;CALLE;DE; DIEGO HURTADO DE MENDOZA;DIEGO HURTADO DE MENDOZA;16;1;21;2;18;;DIEGO HURTADO MENDOZA
31000239;DIEGO LOPEZ GARCIA-GALLO;CALLE;DE; DIEGO LOPEZ GARCIA-GALLO;DIEGO LÓPEZ GARCÍA-GALLO;9;;;;;;DIEGO LOPEZ GARCIA-GALLO
238200;DIEGO MANCHADO;CALLE;DE; DIEGO MANCHADO;DIEGO MANCHADO;13;1;53;2;80;;DIEGO MANCHADO
2646;DIEGO OLIVERA VICTORIO;CALLE;DE; DIEGO OLIVERA VICTORIO;DIEGO OLIVERA VICTORIO;18;1;1;2;10;;DIEGO OLIVERA VICTORIO
329700;DIEGO TORRES VILLARROEL;CALLE;DE; DIEGO TORRES VILLARROEL;DIEGO TORRES VILLARROEL;11;1;15;2;12;;DIEGO TORRES VILLARROEL
238400;DIEZ;CALLE;; DIEZ;DÍEZ;20;1;7;2;6;;DIEZ
31000233;DIEZ MERCAMADRID;CALLE;; DIEZ MERCAMADRID;DIEZ MERCAMADRID;18;1;1;2;2;;DIEZ MERCAMADRID
970;DIGITAL;CALLE;; DIGITAL;DIGITAL;10;1;29;2;34;;DIGITAL
2326;DINAMARCA;PLAZA;DE; DINAMARCA;DINAMARCA;9;1;3;2;4;;DINAMARCA
31000538;DINERO;CALLE;DEL; DINERO;DINERO;11;1;9;20;22;;DINERO
1174;DIONISIO INCA YUPANQUI;CALLE;DE; DIONISIO INCA YUPANQUI;DIONISIO INCA YUPANQUI;16;9;81;2;10;;DIONISIO INCA YUPANQUI
238725;DIONISIO RIDRUEJO;CALLE;DE; DIONISIO RIDRUEJO;DIONISIO RIDRUEJO;8;1;61;2;66;;DIONISIO RIDRUEJO
238750;DIPLOMATICOS;CALLE;DE LOS; DIPLOMATICOS;DIPLOMÁTICOS;9;1;25;2;34;;DIPLOMATICOS
238800;DIRECCION;PASEO;DE LA; DIRECCION;DIRECCIÓN;6;1;329;2;380;;DIRECCION
238800;DIRECCION;PASEO;DE LA; DIRECCION;DIRECCIÓN;6;1;329;2;380;;DIRECCION
238800;DIRECCION;PASEO;DE LA; DIRECCION;DIRECCIÓN;6;1;329;2;380;;DIRECCION
238800;DIRECCION;PASEO;DE LA; DIRECCION;DIRECCIÓN;8;;;;;;DIRECCION
238900;DISCOBOLO;CALLE;DEL; DISCOBOLO;DISCÓBOLO;20;1;91;2;76;;DISCOBOLO
31004353;DISTRITO LATINA;PLAZA;; DISTRITO LATINA;DISTRITO LATINA;10;;;;;;DISTRITO LATINA
239000;DIVINA PASTORA;CALLE;DE LA; DIVINA PASTORA;DIVINA PASTORA;8;3;37;2;12;;DIVINA PASTORA
239100;DIVINO PASTOR;CALLE;DEL; DIVINO PASTOR;DIVINO PASTOR;1;1;35;2;34;;DIVINO PASTOR
239200;DIVINO REDENTOR;CALLE;DEL; DIVINO REDENTOR;DIVINO REDENTOR;6;1;67;2;68;;DIVINO REDENTOR
239300;DIVINO VALLES;CALLE;DEL; DIVINO VALLES;DIVINO VALLÉS;2;1;35;2;40;;DIVINO VALLES
