nombreOriginal;COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;DISTRITO;IMPAR_MIN;IMPAR_MAX;PAR_MIN;PAR_MAX
COMANDANTE FORTEA;201300;PASEO;DEL; COMANDANTE FORTEA;COMANDANTE FORTEA;9;1;81;2;84
COMANDANTE FRANCO;201400;AVENIDA;DEL; COMANDANTE FRANCO;COMANDANTE FRANCO;5;1;29;2;34
COMANDANTE LAS MORENAS;201500;PLAZA;DEL; COMANDANTE LAS MORENAS;COMANDANTE LAS MORENAS;1;1;5;4;4
COMANDANTE LAS MORENAS;201500;PLAZA;DEL; COMANDANTE LAS MORENAS;COMANDANTE LAS MORENAS;1;1;5;4;4
COMENDADORAS;201800;PLAZA;DE LAS; COMENDADORAS;COMENDADORAS;1;1;9;2;12
COMERCIAL;201875;CALLE;; COMERCIAL;COMERCIAL;13;13;17;14;18
COMERCIO;201900;CALLE;DEL; COMERCIO;COMERCIO;2;;;12;16
COMERCIO;201900;CALLE;DEL; COMERCIO;COMERCIO;3;1;5;2;10
COMERCIO;202000;PASAJE;DEL; COMERCIO;COMERCIO;1;;;;
COMETA;202100;CALLE;DEL; COMETA;COMETA;21;1;17;2;16
COMPLUTENSE;202200;AVENIDA;; COMPLUTENSE;COMPLUTENSE;9;1;11;4;42
COMUNEROS DE CASTILLA;576500;CALLE;DE LOS; COMUNEROS DE CASTILLA;COMUNEROS DE CASTILLA;11;1;15;2;30
COMUNICACION;31001245;RONDA;DE LA; COMUNICACION;COMUNICACIÓN;8;1;35;2;36
COMUNIDADES;2916;AVENIDA;DE LAS; COMUNIDADES;COMUNIDADES;19;1;5;4;42
CONCEJAL BENITO MARTIN LOZANO;705;CALLE;DEL; CONCEJAL BENITO MARTIN LOZANO;CONCEJAL BENITO MARTÍN LOZANO;2;1;9;2;14
CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;2385;CALLE;DEL; CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN;10;1;11;2;180
CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;2385;CALLE;DEL; CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN;10;1;11;2;180
CONCEJAL GINES MELENDEZ;31001632;CALLE;DEL; CONCEJAL GINES MELENDEZ;CONCEJAL GINÉS MELÉNDEZ;20;3;31;2;2
CONCEJAL JULIO GOMEZ;202300;CALLE;DEL; CONCEJAL JULIO GOMEZ;CONCEJAL JULIO GÓMEZ;15;1;19;2;16
CONCEJAL VICTORINO GRANIZO;31001770;CALLE;DEL; CONCEJAL VICTORINO GRANIZO;CONCEJAL VICTORINO GRANIZO;19;1;155;2;130
CONCEJALES;202400;CALLE;DE LOS; CONCEJALES;CONCEJALES;8;1;3;;
CONCEJO;905546;CAMINO;DEL; CONCEJO;CONCEJO;8;;;;
CONCEJO DE TEVERGA;1913;CALLE;DE; CONCEJO DE TEVERGA;CONCEJO DE TEVERGA;13;1;29;2;26
CONCEPCION;202600;CALLE;DE LA; CONCEPCION;CONCEPCIÓN;13;1;3;2;8
CONCEPCION ARENAL;202800;CALLE;DE; CONCEPCION ARENAL;CONCEPCIÓN ARENAL;1;1;5;2;8
CONCEPCION AVILA;202900;CALLE;DE; CONCEPCION AVILA;CONCEPCIÓN ÁVILA;10;1;5;4;16
CONCEPCION BAHAMONDE;203000;CALLE;DE; CONCEPCION BAHAMONDE;CONCEPCIÓN BAHAMONDE;4;1;11;2;14
CONCEPCION DE LA OLIVA;203600;CALLE;DE; CONCEPCION DE LA OLIVA;CONCEPCIÓN DE LA OLIVA;17;1;23;4;24
CONCEPCION JERONIMA;203100;CALLE;DE LA; CONCEPCION JERONIMA;CONCEPCIÓN JERÓNIMA;1;1;35;2;32
CONCEPCION JERONIMA;203100;CALLE;DE LA; CONCEPCION JERONIMA;CONCEPCIÓN JERÓNIMA;1;1;35;2;32
CONCEPCION JERONIMA;203200;CALLEJÓN;DE LA; CONCEPCION JERONIMA;CONCEPCIÓN JERÓNIMA;1;1;3;2;4
CONCHA ESPINA;203700;AVENIDA;DE; CONCHA ESPINA;CONCHA ESPINA;5;1;69;2;36
CONCHA ESPINA;203700;AVENIDA;DE; CONCHA ESPINA;CONCHA ESPINA;5;1;69;2;36
CONCHAS;203800;CALLE;DE LAS; CONCHAS;CONCHAS;1;1;9;2;4
CONCHITA MONTENEGRO;31001776;CALLE;DE; CONCHITA MONTENEGRO;CONCHITA MONTENEGRO;19;1;39;2;36
CONCHITA MONTENEGRO;31001776;CALLE;DE; CONCHITA MONTENEGRO;CONCHITA MONTENEGRO;19;1;39;2;36
CONCHITA MONTES;2674;CALLE;DE; CONCHITA MONTES;CONCHITA MONTES;16;;;;
CONCIERTO;31000393;CALLE;DEL; CONCIERTO;CONCIERTO;10;1;5;;
CONCILIACION;1009;CALLE;DE LA; CONCILIACION;CONCILIACIÓN;17;1;35;2;36
CONCORDIA;204100;CALLE;DE LA; CONCORDIA;CONCORDIA;13;1;19;2;12
CONDADO DE TREVIÑO;204150;CALLE;DEL; CONDADO DE TREVIÑO;CONDADO DE TREVIÑO;15;1;37;2;44
CONDADO DE TREVIÑO;742;TRAVESÍA;DEL; CONDADO DE TREVIÑO;CONDADO DE TREVIÑO;15;1;11;2;8
CONDE;204200;CALLE;DEL; CONDE;CONDE;1;1;7;2;4
CONDE;204300;TRAVESÍA;DEL; CONDE;CONDE;1;1;1;2;4
CONDE BENAVENTE;204800;PLAZA;DEL; CONDE BENAVENTE;CONDE BENAVENTE;11;1;7;;
CONDE DE ARANDA;204400;CALLE;DEL; CONDE DE ARANDA;CONDE DE ARANDA;4;1;25;2;26
CONDE DE BARAJAS;204500;PLAZA;DEL; CONDE DE BARAJAS;CONDE DE BARAJAS;1;1;5;2;6
CONDE DE BELCHITE;204600;CALLE;DEL; CONDE DE BELCHITE;CONDE DE BELCHITE;15;1;17;2;6
CONDE DE BELCHITE;204700;PASAJE;DEL; CONDE DE BELCHITE;CONDE DE BELCHITE;15;1;5;2;6
CONDE DE CARTAGENA;204900;CALLE;DEL; CONDE DE CARTAGENA;CONDE DE CARTAGENA;3;1;45;2;18
CONDE DE CASAL;205000;PLAZA;DEL; CONDE DE CASAL;CONDE DE CASAL;3;1;7;2;10
CONDE DE CASAL;205000;PLAZA;DEL; CONDE DE CASAL;CONDE DE CASAL;3;1;7;2;10
CONDE DE CASAL;205000;PLAZA;DEL; CONDE DE CASAL;CONDE DE CASAL;3;1;7;2;10
CONDE DE CASAL;205000;PLAZA;DEL; CONDE DE CASAL;CONDE DE CASAL;3;1;7;2;10
CONDE DE COVATILLAS;905273;PLAZA;DEL; CONDE DE COVATILLAS;CONDE DE COVATILLAS;14;;;;
CONDE DE ELDA;205400;CALLE;DEL; CONDE DE ELDA;CONDE DE ELDA;4;1;7;2;6
CONDE DE ELETA;205500;CALLE;DEL; CONDE DE ELETA;CONDE DE ELETA;11;1;15;2;2
CONDE DE ELETA;205600;PLAZA;DEL; CONDE DE ELETA;CONDE DE ELETA;11;1;5;;
CONDE DE LA CIMERA;205100;CALLE;DEL; CONDE DE LA CIMERA;CONDE DE LA CIMERA;9;1;7;2;6
CONDE DE LAS POSADAS;206300;CALLE;DEL; CONDE DE LAS POSADAS;CONDE DE LAS POSADAS;16;1;23;2;40
CONDE DE LEMOS;205800;CALLE;DEL; CONDE DE LEMOS;CONDE DE LEMOS;1;1;13;2;8
CONDE DE MIRANDA;205900;CALLE;DEL; CONDE DE MIRANDA;CONDE DE MIRANDA;1;1;1;2;2
CONDE DE MIRANDA;206000;PLAZA;DEL; CONDE DE MIRANDA;CONDE DE MIRANDA;1;1;3;2;4
CONDE DE MORPHY;31000183;CALLE;DEL; CONDE DE MORPHY;CONDE DE MORPHY;11;;;6;6
CONDE DE PEÑALVER;206100;CALLE;DEL; CONDE DE PEÑALVER;CONDE DE PEÑALVER;4;1;65;2;96
CONDE DE PEÑALVER;206100;CALLE;DEL; CONDE DE PEÑALVER;CONDE DE PEÑALVER;4;1;65;2;96
CONDE DE ROMANONES;206500;CALLE;DEL; CONDE DE ROMANONES;CONDE DE ROMANONES;1;1;15;2;18
CONDE DE TORENO;206700;PLAZA;DEL; CONDE DE TORENO;CONDE DE TORENO;1;1;5;2;4
CONDE DE TORRALBA;206800;CALLE;DEL; CONDE DE TORRALBA;CONDE DE TORRALBA;5;1;23;2;14
CONDE DE VALLELLANO;207000;CALLE;DEL; CONDE DE VALLELLANO;CONDE DE VALLELLANO;6;1;15;4;14
CONDE DE VILCHES;207100;CALLE;DEL; CONDE DE VILCHES;CONDE DE VILCHES;4;1;35;2;30
CONDE DE VISTAHERMOSA;207200;CALLE;DEL; CONDE DE VISTAHERMOSA;CONDE DE VISTAHERMOSA;11;1;37;4;56
CONDE DE XIQUENA;207300;CALLE;DEL; CONDE DE XIQUENA;CONDE DE XIQUENA;1;1;17;2;14
CONDE DEL SERRALLO;206600;CALLE;DEL; CONDE DEL SERRALLO;CONDE DEL SERRALLO;6;1;17;2;6
CONDE DEL SERRALLO;206600;CALLE;DEL; CONDE DEL SERRALLO;CONDE DEL SERRALLO;8;;;;
CONDE DEL VALLE DE SUCHIL;206900;PLAZA;DEL; CONDE DEL VALLE DE SUCHIL;CONDE DEL VALLE DE SÚCHIL;7;1;21;2;22
CONDE DUQUE;205200;CALLE;DEL; CONDE DUQUE;CONDE DUQUE;1;1;23;2;50
CONDE DUQUE;205300;TRAVESÍA;DEL; CONDE DUQUE;CONDE DUQUE;1;1;21;2;20
CONDE RODRIGUEZ SAN PEDRO;206400;CALLE;DEL; CONDE RODRIGUEZ SAN PEDRO;CONDE RODRÍGUEZ SAN PEDRO;13;29;59;30;70
CONDE RODRIGUEZ SAN PEDRO;206400;CALLE;DEL; CONDE RODRIGUEZ SAN PEDRO;CONDE RODRÍGUEZ SAN PEDRO;13;29;59;30;70
CONDES DE BARCELONA;207400;CALLE;DE LOS; CONDES DE BARCELONA;CONDES DE BARCELONA;11;1;7;2;14
CONDES DE TORREANAZ;207500;CALLE;DE LOS; CONDES DE TORREANAZ;CONDES DE TORREANAZ;4;1;45;2;32
CONDES DEL VAL;207600;CALLE;DE LOS; CONDES DEL VAL;CONDES DEL VAL;5;1;19;2;34
CONDESA DE GAVIA;207800;PLAZA;DE LA; CONDESA DE GAVIA;CONDESA DE GAVIA;6;1;5;2;6
CONDESA DE SANTAMARCA;2353;CALLE;DE LA; CONDESA DE SANTAMARCA;CONDESA DE SANTAMARCA;5;11;27;;
CONDESA DE TEBA;208100;CALLE;DE LA; CONDESA DE TEBA;CONDESA DE TEBA;11;1;23;2;38
CONDESA DE VENADITO;208300;CALLE;DE LA; CONDESA DE VENADITO;CONDESA DE VENADITO;15;1;19;2;36
CONDESA TRIFALDI;31000157;CALLE;DE LA; CONDESA TRIFALDI;CONDESA TRIFALDI;8;1;29;4;62
CONDESA TRIFALDI;31000157;CALLE;DE LA; CONDESA TRIFALDI;CONDESA TRIFALDI;8;1;29;4;62
CONDESA VEGA DEL POZO;208200;CALLE;DE LA; CONDESA VEGA DEL POZO;CONDESA VEGA DEL POZO;19;5;39;2;34
CONDOR;208500;CALLE;DEL; CONDOR;CÓNDOR;11;1;13;2;4
CONFORMIDAD;1010;CALLE;DE LA; CONFORMIDAD;CONFORMIDAD;17;1;5;2;4
CONFUCIO;31000294;CALLE;DE; CONFUCIO;CONFUCIO;8;;;;
CONGOSTO;208600;CALLE;DEL; CONGOSTO;CONGOSTO;18;1;47;2;78
CONGOSTO;2656;CAMINO;DEL; CONGOSTO;CONGOSTO;18;21;21;;
CONGOSTO;905728;PASAJE;DEL; CONGOSTO;CONGOSTO;18;;;4;8
CONIFERAS;1031;CALLE;DE LAS; CONIFERAS;CONÍFERAS;12;1;11;2;14
CONIL;31000572;CALLE;DE; CONIL;CONIL;9;;;14;20
CONOCIMIENTO;31001639;AVENIDA;DEL; CONOCIMIENTO;CONOCIMIENTO;13;1;1;2;30
CONRADO DEL CAMPO;208650;CALLE;DE; CONRADO DEL CAMPO;CONRADO DEL CAMPO;20;1;11;2;10
CONSEJO DE EUROPA;1110;AVENIDA;DEL; CONSEJO DE EUROPA;CONSEJO DE EUROPA;21;1;3;2;6
CONSENSO;1005;CALLE;DEL; CONSENSO;CONSENSO;17;1;27;2;32
CONSERVEROS;208700;CALLE;DE LOS; CONSERVEROS;CONSERVEROS;20;1;19;4;22
CONSTANCIA;208800;CALLE;DE LA; CONSTANCIA;CONSTANCIA;5;1;51;2;52
CONSTELACION;208900;CALLE;DE LA; CONSTELACION;CONSTELACIÓN;21;1;11;2;18
CONSTITUCION;2638;PLAZA;DE LA; CONSTITUCION;CONSTITUCIÓN;8;;;;
CONSUEGRA;209100;CALLE;DE; CONSUEGRA;CONSUEGRA;5;1;7;2;6
CONSUELO GUZMAN;209450;CALLE;DE; CONSUELO GUZMAN;CONSUELO GUZMÁN;11;1;19;;
CONSUELO RUBIO;355500;CALLE;DE; CONSUELO RUBIO;CONSUELO RUBIO;20;1;5;2;6
CONTINENTE;209700;CALLE;DEL; CONTINENTE;CONTINENTE;9;1;23;2;8
CONTRABAJOS;31000347;CALLE;DE LOS; CONTRABAJOS;CONTRABAJOS;10;1;1;2;2
CONVENIO;209800;CALLE;DEL; CONVENIO;CONVENIO;13;1;97;2;2
CONVENTIN DE VALDEDIOS;31000158;CALLE;DEL; CONVENTIN DE VALDEDIOS;CONVENTÍN DE VALDEDIÓS;8;3;9;2;54
CONVIVENCIA;209650;PLAZA;DE LA; CONVIVENCIA;CONVIVENCIA;18;1;5;2;6
COOPERACION;329900;CALLE;DE LA; COOPERACION;COOPERACIÓN;11;1;19;2;10
COOPERATIVA ELECTRICA;793500;CALLE;DE LA; COOPERATIVA ELECTRICA;COOPERATIVA ELÉCTRICA;13;3;19;2;18
COOPERATIVAS;605650;RONDA;DE LAS; COOPERATIVAS;COOPERATIVAS;12;1;3;2;6
COOPERATIVISTAS;31001970;PLAZA;DE LOS; COOPERATIVISTAS;COOPERATIVISTAS;19;;;;
COOPERATIVISTAS;31001970;PLAZA;DE LOS; COOPERATIVISTAS;COOPERATIVISTAS;19;;;;
COPERNICO;2482;CALLE;DE; COPERNICO;COPÉRNICO;19;1;9;2;22
CORACEROS;210050;CALLE;DE LOS; CORACEROS;CORACEROS;10;1;1;2;8
CORAZON DE MARIA;210200;CALLE;DEL; CORAZON DE MARIA;CORAZÓN DE MARÍA;5;1;69;2;86
CORBETA;210300;CALLE;DE LA; CORBETA;CORBETA;21;3;3;2;14
CORCUBION;210325;PLAZA;DE; CORCUBION;CORCUBIÓN;8;1;17;2;16
CORDEL DE PAVONES;2479;CALLE;DE; CORDEL DE PAVONES;CORDEL DE PAVONES;19;9;23;2;68
CORDILLERA;210400;CALLE;DE LA; CORDILLERA;CORDILLERA;9;1;31;2;40
CORDILLERA DE CUERA;210500;CALLE;DE LA; CORDILLERA DE CUERA;CORDILLERA DE CUERA;13;1;23;2;26
CORDOBA;210800;AVENIDA;DE; CORDOBA;CÓRDOBA;12;3;49;2;14
CORDOBA;210800;AVENIDA;DE; CORDOBA;CÓRDOBA;12;3;49;2;14
CORDOBA;210800;AVENIDA;DE; CORDOBA;CÓRDOBA;12;3;49;2;14
CORDOBANES;210900;CALLE;DE LOS; CORDOBANES;CÓRDOBANES;20;3;11;12;12
CORDON;211000;CALLE;DEL; CORDON;CORDÓN;1;1;5;2;12
CORDON;211100;PLAZA;DEL; CORDON;CORDÓN;1;1;3;2;2
CORDOVIN;211150;CALLE;DE; CORDOVIN;CORDOVÍN;19;1;15;2;10
CORELLA;211200;CALLE;DE; CORELLA;CORELLA;12;1;41;2;58
CORIA;211400;CALLE;DE; CORIA;CORIA;10;1;11;2;12
CORINDON;2723;CALLE;DEL; CORINDON;CORINDÓN;12;3;25;10;22
CORMORAN;211500;CALLE;DEL; CORMORAN;CORMORÁN;15;1;11;2;24
CORNADA DE NAVARRA;31000322;CALLE;DE LA; CORNADA DE NAVARRA;CORNADA DE NAVARRA;11;1;1;;
CORONA;31000318;CALLE;DE LA; CORONA;CORONA;11;11;19;2;26
CORONA AUSTRAL;1874;CALLE;DE LA; CORONA AUSTRAL;CORONA AUSTRAL;9;;;2;40
CORONA BOREAL;211600;PLAZA;DE LA; CORONA BOREAL;CORONA BOREAL;9;;;;
CORONEL BLANCO;211700;CALLE;DEL; CORONEL BLANCO;CORONEL BLANCO;4;1;17;2;18
CORONEL VALENZUELA;211900;CALLE;DEL; CORONEL VALENZUELA;CORONEL VALENZUELA;11;1;9;2;2
CORONILA;906095;CALLE;DE LA; CORONILA;CORONILA;10;1;3;2;16
COROZAL;212000;CALLE;DE; COROZAL;COROZAL;16;;;2;8
CORPUS BARGA;338200;PLAZA;DE; CORPUS BARGA;CORPUS BARGA;13;1;7;2;8
CORRAL DE ALMAGUER;31000624;CALLE;DE; CORRAL DE ALMAGUER;CORRAL DE ALMAGUER;18;9;29;2;26
CORRAL DE CANTOS;212100;CALLE;DEL; CORRAL DE CANTOS;CORRAL DE CANTOS;13;1;21;2;20
CORRAL DE LOS CHOTOS;905619;CAMINO;DEL; CORRAL DE LOS CHOTOS;CORRAL DE LOS CHOTOS;8;;;;
CORREDERA ALTA DE SAN PABLO;212300;CALLE;DE LA; CORREDERA ALTA DE SAN PABLO;CORREDERA ALTA DE SAN PABLO;1;1;35;2;32
CORREDERA BAJA DE SAN PABLO;212400;CALLE;DE LA; CORREDERA BAJA DE SAN PABLO;CORREDERA BAJA DE SAN PABLO;1;1;53;2;34
CORREGIDOR ALONSO DE AGUILAR;212500;PLAZA;DEL; CORREGIDOR ALONSO DE AGUILAR;CORREGIDOR ALONSO DE AGUILAR;14;5;5;6;6
CORREGIDOR ALONSO DE AGUILAR;212500;PLAZA;DEL; CORREGIDOR ALONSO DE AGUILAR;CORREGIDOR ALONSO DE AGUILAR;14;5;5;6;6
CORREGIDOR ALONSO DE TOBAR;212600;CALLE;DEL; CORREGIDOR ALONSO DE TOBAR;CORREGIDOR ALONSO DE TOBAR;14;1;23;2;18
CORREGIDOR ALONSO DE TOBAR;905313;PLAZA;DEL; CORREGIDOR ALONSO DE TOBAR;CORREGIDOR ALONSO DE TOBAR;14;;;;
CORREGIDOR ALONSO DE TOBAR;905313;PLAZA;DEL; CORREGIDOR ALONSO DE TOBAR;CORREGIDOR ALONSO DE TOBAR;14;;;;
CORREGIDOR CONDE DE MACEDA Y TABOADA;212800;PLAZA;DEL; CORREGIDOR CONDE DE MACEDA Y TABOADA;CORREGIDOR CONDE DE MACEDA Y TABOADA;14;;;;
CORREGIDOR CONDE DE MACEDA Y TABOADA;212800;PLAZA;DEL; CORREGIDOR CONDE DE MACEDA Y TABOADA;CORREGIDOR CONDE DE MACEDA Y TABOADA;14;;;;
CORREGIDOR DIEGO CABEZA DE VACA;213200;CALLE;DEL; CORREGIDOR DIEGO CABEZA DE VACA;CORREGIDOR DIEGO CABEZA DE VACA;14;1;9;2;24
CORREGIDOR DIEGO DE VALDERRABANO;213300;CALLE;DEL; CORREGIDOR DIEGO DE VALDERRABANO;CORREGIDOR DIEGO DE VALDERRÁBANO;14;1;77;2;74
CORREGIDOR DIEGO DE VALDERRABANO;213300;CALLE;DEL; CORREGIDOR DIEGO DE VALDERRABANO;CORREGIDOR DIEGO DE VALDERRÁBANO;14;1;77;2;74
CORREGIDOR JOSE DE PASAMONTE;213600;CALLE;DEL; CORREGIDOR JOSE DE PASAMONTE;CORREGIDOR JOSÉ DE PASAMONTE;14;1;35;2;24
CORREGIDOR JUAN DE BOBADILLA;213700;CALLE;DEL; CORREGIDOR JUAN DE BOBADILLA;CORREGIDOR JUAN DE BOBADILLA;14;1;47;2;40
CORREGIDOR JUAN FRANCISCO DE LUJAN;213800;CALLE;DEL; CORREGIDOR JUAN FRANCISCO DE LUJAN;CORREGIDOR JUAN FRANCISCO DE LUJÁN;14;1;101;2;114
CORREGIDOR LICENCIADO ANTONIO DE MENA;213900;PLAZA;DEL; CORREGIDOR LICENCIADO ANTONIO DE MENA;CORREGIDOR LICENCIADO ANTONIO DE MENA;14;;;;
CORREGIDOR LICENCIADO ANTONIO DE MENA;213900;PLAZA;DEL; CORREGIDOR LICENCIADO ANTONIO DE MENA;CORREGIDOR LICENCIADO ANTONIO DE MENA;14;;;;
CORREGIDOR MENDO DE ZUÑIGA;214800;CALLE;DEL; CORREGIDOR MENDO DE ZUÑIGA;CORREGIDOR MENDO DE ZÚÑIGA;14;1;11;2;16
CORREGIDOR RODRIGO RODRIGUEZ;215300;CALLE;DEL; CORREGIDOR RODRIGO RODRIGUEZ;CORREGIDOR RODRIGO RODRÍGUEZ;14;1;31;2;12
CORREGIDOR SANCHO DE CORDOBA;215400;PLAZA;DEL; CORREGIDOR SANCHO DE CORDOBA;CORREGIDOR SANCHO DE CÓRDOBA;14;1;9;4;10
CORREGIDOR SANCHO DE CORDOBA;215400;PLAZA;DEL; CORREGIDOR SANCHO DE CORDOBA;CORREGIDOR SANCHO DE CÓRDOBA;14;1;9;4;10
CORREGIDOR SEÑOR DE LA ELIPA;215600;CALLE;DEL; CORREGIDOR SEÑOR DE LA ELIPA;CORREGIDOR SEÑOR DE LA ELIPA;14;1;19;2;26
CORREO;215800;CALLE;DEL; CORREO;CORREO;1;1;1;2;4
CORTES;216100;PLAZA;DE LAS; CORTES;CORTES;1;1;13;2;10
CORTIJILLO;31001802;CALLE;DEL; CORTIJILLO;CORTIJILLO;19;;;;
CORTIJO;216200;CALLE;DEL; CORTIJO;CORTIJO;17;5;5;;
CORUMBA;2555;CALLE;DE; CORUMBA;CORUMBA;20;1;33;2;34
COSLADA;216500;CALLE;DE; COSLADA;COSLADA;4;1;21;2;34
COSLADA;906255;CAMINO;DE; COSLADA;COSLADA;20;11;69;12;66
COSLADA;906255;CAMINO;DE; COSLADA;COSLADA;20;11;69;12;66
COSMOS;216800;CALLE;DEL; COSMOS;COSMOS;6;;;2;10
COSTA AZUL;2614;CALLE;DE LA; COSTA AZUL;COSTA AZUL;14;;;;
COSTA BLANCA;2618;CALLE;DE LA; COSTA BLANCA;COSTA BLANCA;14;1;1;2;2
COSTA BRAVA;216900;CALLE;DE LA; COSTA BRAVA;COSTA BRAVA;8;1;55;2;52
COSTA BRAVA;1422;TRAVESÍA;DE LA; COSTA BRAVA;COSTA BRAVA;8;1;3;2;8
COSTA BRAVA;1422;TRAVESÍA;DE LA; COSTA BRAVA;COSTA BRAVA;8;1;3;2;8
COSTA DEL SOL;217100;CALLE;DE LA; COSTA DEL SOL;COSTA DEL SOL;16;1;19;2;24
COSTA RICA;217000;CALLE;DE; COSTA RICA;COSTA RICA;5;1;29;2;42
COSTA RICA;217000;CALLE;DE; COSTA RICA;COSTA RICA;5;1;29;2;42
COSTA RICA;2116;PLAZA;DE; COSTA RICA;COSTA RICA;3;;;;
COSTA RICA;909156;PUENTE;DE; COSTA RICA;COSTA RICA;5;;;;
COSTA RICA;909156;PUENTE;DE; COSTA RICA;COSTA RICA;5;;;;
COSTA RICA;909156;PUENTE;DE; COSTA RICA;COSTA RICA;15;;;;
COSTA RICA;909156;PUENTE;DE; COSTA RICA;COSTA RICA;15;;;;
COSTA VERDE;2528;CALLE;DE LA; COSTA VERDE;COSTA VERDE;6;1;33;8;28
COSTANILLA;905570;CAMINO;DE LA; COSTANILLA;COSTANILLA;8;;;;
COSTILLARES;217200;CALLE;DE; COSTILLARES;COSTILLARES;16;1;17;2;14
COSTURERAS;217400;CALLE;DE LAS; COSTURERAS;COSTURERAS;20;3;3;8;8
COTOS;217600;CALLE;DE; COTOS;COTOS;5;;;;
COVACHUELAS;217700;CALLE;DE LAS; COVACHUELAS;COVACHUELAS;17;1;15;2;24
COVALEDA;217850;CALLE;DE; COVALEDA;COVALEDA;16;1;9;2;12
COVARRUBIAS;217900;CALLE;DE; COVARRUBIAS;COVARRUBIAS;7;1;37;2;44
COVATILLAS;905994;CALLE;DE; COVATILLAS;COVATILLAS;9;1;17;2;24
COVATILLAS;1958;CAMINO;DE LAS; COVATILLAS;COVATILLAS;9;;;;
COVATILLAS;1958;CAMINO;DE LAS; COVATILLAS;COVATILLAS;9;;;;
CRACOVIA;2464;CALLE;DE; CRACOVIA;CRACOVIA;20;1;27;2;14
CREVILLENTE;218000;CALLE;DE; CREVILLENTE;CREVILLENTE;5;1;11;2;10
CRISANTEMO;218100;CALLE;DEL; CRISANTEMO;CRISANTEMO;6;1;7;2;14
CRISTINA ARCE Y ROCIO OÑA;31003664;PLAZA;DE; CRISTINA ARCE Y ROCIO OÑA;CRISTINA ARCE Y ROCIO OÑA;21;;;;
CRISTINO MARTOS;218500;PLAZA;DE; CRISTINO MARTOS;CRISTINO MARTOS;1;3;5;2;4
CRISTO;218600;CALLE;DEL; CRISTO;CRISTO;1;1;5;2;4
CRISTO ATADO;905602;CAMINO;DEL; CRISTO ATADO;CRISTO ATADO;8;;;;
CRISTO DE EL PARDO;219300;PISTA;DEL; CRISTO DE EL PARDO;CRISTO DE EL PARDO;8;1;17;;
CRISTO DE LA FE;218800;CALLE;DEL; CRISTO DE LA FE;CRISTO DE LA FE;12;1;5;2;8
CRISTO DE LA GUIA;218900;CALLE;DEL; CRISTO DE LA GUIA;CRISTO DE LA GUÍA;19;1;39;2;36
CRISTO DE LA LUZ;219200;CALLE;DEL; CRISTO DE LA LUZ;CRISTO DE LA LUZ;12;1;7;2;8
CRISTO DE LA VEGA;219700;CALLE;DEL; CRISTO DE LA VEGA;CRISTO DE LA VEGA;12;1;5;;
CRISTO DE LA VERA CRUZ;1860;CALLE;DEL; CRISTO DE LA VERA CRUZ;CRISTO DE LA VERA CRUZ;8;1;65;10;42
CRISTO DE LA VICTORIA;219800;CALLE;DEL; CRISTO DE LA VICTORIA;CRISTO DE LA VICTORIA;12;1;247;2;136
CRISTO DE LA VICTORIA;219800;CALLE;DEL; CRISTO DE LA VICTORIA;CRISTO DE LA VICTORIA;12;1;247;2;136
CRISTO DE LEPANTO;219000;CALLE;DEL; CRISTO DE LEPANTO;CRISTO DE LEPANTO;12;1;13;2;4
CRISTO DE LIMPIAS;219100;CALLE;DEL; CRISTO DE LIMPIAS;CRISTO DE LIMPIAS;12;1;7;2;6
CRISTO DE SERRADILLA;31000025;CALLE;DEL; CRISTO DE SERRADILLA;CRISTO DE SERRADILLA;11;7;7;2;16
CRISTO DEL CAMINO;31000527;CALLE;DEL; CRISTO DEL CAMINO;CRISTO DEL CAMINO;2;5;5;10;16
CRISTO REY;219500;PLAZA;DEL; CRISTO REY;CRISTO REY;7;1;3;2;4
CRISTO REY;219500;PLAZA;DEL; CRISTO REY;CRISTO REY;7;1;3;2;4
CRISTO REY;219500;PLAZA;DEL; CRISTO REY;CRISTO REY;9;5;7;6;6
CRISTOBAL AGUILERA;219900;CALLE;DE; CRISTOBAL AGUILERA;CRISTÓBAL AGUILERA;11;1;11;2;12
CRISTOBAL BORDIU;220000;CALLE;DE; CRISTOBAL BORDIU;CRISTÓBAL BORDIÚ;7;1;65;2;54
CROAT;31000332;CALLE;DEL; CROAT;CROAT;11;;;2;14
CROMO;220200;CALLE;DEL; CROMO;CROMO;2;1;7;;
CRONOS;220300;CALLE;DE; CRONOS;CRONOS;20;1;69;2;34
CRONOS;220400;PLAZA;DE; CRONOS;CRONOS;20;1;5;2;4
ALBERDI (PARTICULAR);16900;CALLE;DE; ALBERDI ( PARTICULAR );ALBERDI (PARTICULAR);6;1;5;2;14
CROTON;16900;CALLE;DEL; CROTON;CROTÓN;6;1;5;2;14
